  8.600E+00 3.22515E-16  2.280E-05  1.434E-08  1.081E-08  1.800E-13  3.919E-13  1.00E-07
  8.700E+00 3.20862E-16  2.313E-05  1.429E-08  1.080E-08  1.809E-13  3.962E-13  1.00E-07
  8.800E+00 3.19201E-16  2.346E-05  1.424E-08  1.079E-08  1.817E-13  4.005E-13  1.00E-07
  8.900E+00 3.17532E-16  2.379E-05  1.419E-08  1.078E-08  1.826E-13  4.048E-13  1.00E-07
  9.000E+00 3.15856E-16  2.412E-05  1.414E-08  1.077E-08  1.834E-13  4.091E-13  1.00E-07
  9.100E+00 3.14173E-16  2.446E-05  1.409E-08  1.076E-08  1.841E-13  4.133E-13  1.00E-07
  9.200E+00 3.12484E-16  2.480E-05  1.404E-08  1.075E-08  1.848E-13  4.176E-13  1.00E-07
  9.300E+00 3.10788E-16  2.514E-05  1.398E-08  1.074E-08  1.855E-13  4.218E-13  1.00E-07
  9.400E+00 3.09087E-16  2.548E-05  1.393E-08  1.073E-08  1.862E-13  4.260E-13  1.00E-07
  9.500E+00 3.07379E-16  2.583E-05  1.388E-08  1.072E-08  1.868E-13  4.302E-13  1.00E-07
  9.600E+00 3.05666E-16  2.617E-05  1.382E-08  1.070E-08  1.873E-13  4.344E-13  1.00E-07
  9.700E+00 3.03948E-16  2.652E-05  1.377E-08  1.069E-08  1.879E-13  4.386E-13  1.00E-07
  9.800E+00 3.02225E-16  2.688E-05  1.372E-08  1.068E-08  1.884E-13  4.428E-13  1.00E-07
  9.900E+00 3.00497E-16  2.723E-05  1.366E-08  1.067E-08  1.888E-13  4.470E-13  1.00E-07
  1.000E+01 2.98765E-16  2.759E-05  1.361E-08  1.066E-08  1.892E-13  4.512E-13  1.00E-07
  1.025E+01 2.94417E-16  2.850E-05  1.347E-08  1.063E-08  1.901E-13  4.616E-13  1.00E-07
  1.050E+01 2.90048E-16  2.942E-05  1.333E-08  1.060E-08  1.907E-13  4.719E-13  1.00E-07
  1.075E+01 2.85662E-16  3.036E-05  1.319E-08  1.057E-08  1.911E-13  4.821E-13  1.00E-07
  1.100E+01 2.81263E-16  3.132E-05  1.304E-08  1.054E-08  1.913E-13  4.923E-13  1.00E-07
  1.125E+01 2.76855E-16  3.229E-05  1.290E-08  1.051E-08  1.912E-13  5.024E-13  1.00E-07
  1.150E+01 2.72441E-16  3.329E-05  1.275E-08  1.048E-08  1.909E-13  5.125E-13  1.00E-07
  1.175E+01 2.68026E-16  3.430E-05  1.260E-08  1.045E-08  1.903E-13  5.224E-13  1.00E-07
  1.200E+01 2.63613E-16  3.533E-05  1.245E-08  1.042E-08  1.895E-13  5.323E-13  1.00E-07
  1.225E+01 2.59205E-16  3.638E-05  1.230E-08  1.038E-08  1.884E-13  5.422E-13  1.00E-07
  1.250E+01 2.54806E-16  3.745E-05  1.215E-08  1.035E-08  1.871E-13  5.519E-13  1.00E-07
  1.275E+01 2.50419E-16  3.855E-05  1.200E-08  1.031E-08  1.855E-13  5.616E-13  1.00E-07
  1.300E+01 2.46048E-16  3.966E-05  1.185E-08  1.028E-08  1.838E-13  5.712E-13  1.00E-07
  1.325E+01 2.41695E-16  4.079E-05  1.169E-08  1.024E-08  1.817E-13  5.807E-13  1.00E-07
  1.350E+01 2.37363E-16  4.195E-05  1.154E-08  1.021E-08  1.795E-13  5.902E-13  1.00E-07
  1.375E+01 2.33056E-16  4.313E-05  1.138E-08  1.017E-08  1.770E-13  5.996E-13  1.00E-07
  1.400E+01 2.28775E-16  4.433E-05  1.123E-08  1.013E-08  1.742E-13  6.089E-13  1.00E-07
  1.425E+01 2.24523E-16  4.555E-05  1.107E-08  1.010E-08  1.712E-13  6.181E-13  1.00E-07
  1.450E+01 2.20303E-16  4.680E-05  1.091E-08  1.006E-08  1.680E-13  6.272E-13  1.00E-07
  1.475E+01 2.16117E-16  4.807E-05  1.076E-08  1.002E-08  1.646E-13  6.362E-13  1.00E-07
  1.500E+01 2.11967E-16  4.937E-05  1.060E-08  9.981E-09  1.609E-13  6.452E-13  1.00E-07
  1.525E+01 2.07855E-16  5.069E-05  1.044E-08  9.942E-09  1.570E-13  6.541E-13  1.00E-07
  1.550E+01 2.03782E-16  5.204E-05  1.028E-08  9.901E-09  1.529E-13  6.629E-13  1.00E-07
  1.575E+01 1.99752E-16  5.341E-05  1.012E-08  9.861E-09  1.486E-13  6.716E-13  1.00E-07
  1.600E+01 1.95765E-16  5.481E-05  9.967E-09  9.820E-09  1.440E-13  6.802E-13  1.00E-07
  1.625E+01 1.91823E-16  5.623E-05  9.808E-09  9.778E-09  1.393E-13  6.887E-13  1.00E-07
  1.650E+01 1.87928E-16  5.768E-05  9.650E-09  9.737E-09  1.343E-13  6.971E-13  1.00E-07
  1.675E+01 1.84080E-16  5.916E-05  9.492E-09  9.694E-09  1.291E-13  7.055E-13  1.00E-07
  1.700E+01 1.80281E-16  6.067E-05  9.335E-09  9.651E-09  1.237E-13  7.137E-13  1.00E-07
  1.725E+01 1.76532E-16  6.220E-05  9.177E-09  9.608E-09  1.181E-13  7.219E-13  1.00E-07
  1.750E+01 1.72834E-16  6.377E-05  9.020E-09  9.564E-09  1.123E-13  7.300E-13  1.00E-07
  1.775E+01 1.69188E-16  6.536E-05  8.863E-09  9.520E-09  1.063E-13  7.380E-13  1.00E-07
  1.800E+01 1.65595E-16  6.698E-05  8.707E-09  9.476E-09  1.001E-13  7.459E-13  1.00E-07
  1.825E+01 1.62056E-16  6.863E-05  8.551E-09  9.431E-09  9.367E-14  7.536E-13  1.00E-07
  1.850E+01 1.58570E-16  7.031E-05  8.395E-09  9.386E-09  8.709E-14  7.613E-13  1.00E-07
  1.875E+01 1.55139E-16  7.202E-05  8.241E-09  9.340E-09  8.033E-14  7.690E-13  1.00E-07
  1.900E+01 1.51763E-16  7.376E-05  8.086E-09  9.294E-09  7.338E-14  7.765E-13  1.00E-07
  1.925E+01 1.48443E-16  7.553E-05  7.933E-09  9.247E-09  6.626E-14  7.839E-13  1.00E-07
  1.950E+01 1.45178E-16  7.733E-05  7.780E-09  9.200E-09  5.897E-14  7.912E-13  1.00E-07
  1.975E+01 1.41970E-16  7.916E-05  7.628E-09  9.153E-09  5.150E-14  7.984E-13  1.00E-07
  2.000E+01 1.38817E-16  8.102E-05  7.477E-09  9.106E-09  4.387E-14  8.055E-13  1.00E-07
  2.025E+01 1.35721E-16  8.291E-05  7.326E-09  9.058E-09  3.607E-14  8.126E-13  1.00E-07
  2.050E+01 1.32681E-16  8.484E-05  7.177E-09  9.010E-09  2.812E-14  8.195E-13  1.00E-07
  2.075E+01 1.29697E-16  8.679E-05  7.028E-09  8.961E-09  2.001E-14  8.263E-13  1.00E-07
  2.100E+01 1.26768E-16  8.878E-05  6.880E-09  8.912E-09  1.175E-14  8.331E-13  1.00E-07
  2.125E+01 1.23896E-16  9.079E-05  6.733E-09  8.863E-09  3.336E-15  8.397E-13  1.00E-07
  2.150E+01 1.21080E-16  9.284E-05  6.588E-09  8.814E-09 -5.219E-15  8.462E-13  1.00E-07
  2.175E+01 1.18318E-16  9.492E-05  6.443E-09  8.764E-09 -1.391E-14  8.527E-13  1.00E-07
  2.200E+01 1.15612E-16  9.703E-05  6.299E-09  8.714E-09 -2.275E-14  8.590E-13  1.00E-07
  2.225E+01 1.12960E-16  9.917E-05  6.156E-09  8.664E-09 -3.171E-14  8.652E-13  1.00E-07
  2.250E+01 1.10363E-16  1.013E-04  6.015E-09  8.613E-09 -4.081E-14  8.713E-13  1.00E-07
  2.275E+01 1.07820E-16  1.036E-04  5.874E-09  8.562E-09 -5.003E-14  8.774E-13  1.00E-07
  2.300E+01 1.05329E-16  1.058E-04  5.735E-09  8.511E-09 -5.938E-14  8.833E-13  1.00E-07
  2.325E+01 1.02892E-16  1.080E-04  5.597E-09  8.460E-09 -6.884E-14  8.891E-13  1.00E-07
  2.350E+01 1.00507E-16  1.103E-04  5.460E-09  8.408E-09 -7.842E-14  8.949E-13  1.00E-07
  2.375E+01 9.81733E-17  1.127E-04  5.324E-09  8.356E-09 -8.811E-14  9.005E-13  1.00E-07
  2.400E+01 9.58909E-17  1.150E-04  5.189E-09  8.304E-09 -9.791E-14  9.060E-13  1.00E-07
  2.425E+01 9.36590E-17  1.174E-04  5.056E-09  8.252E-09 -1.078E-13  9.114E-13  1.00E-07
  2.450E+01 9.14769E-17  1.198E-04  4.924E-09  8.200E-09 -1.178E-13  9.168E-13  1.00E-07
  2.475E+01 8.93440E-17  1.222E-04  4.793E-09  8.147E-09 -1.279E-13  9.220E-13  1.00E-07
  2.500E+01 8.72595E-17  1.247E-04  4.663E-09  8.094E-09 -1.381E-13  9.271E-13  1.00E-07
  2.550E+01 8.32332E-17  1.297E-04  4.408E-09  7.988E-09 -1.588E-13  9.370E-13  1.00E-07
  2.600E+01 7.93921E-17  1.348E-04  4.158E-09  7.881E-09 -1.798E-13  9.465E-13  1.00E-07
  2.650E+01 7.57304E-17  1.400E-04  3.913E-09  7.773E-09 -2.011E-13  9.557E-13  1.00E-07
  2.700E+01 7.22420E-17  1.453E-04  3.673E-09  7.665E-09 -2.227E-13  9.644E-13  1.00E-07
  2.750E+01 6.89207E-17  1.507E-04  3.439E-09  7.556E-09 -2.445E-13  9.727E-13  1.00E-07
  2.800E+01 6.57603E-17  1.561E-04  3.210E-09  7.447E-09 -2.666E-13  9.806E-13  1.00E-07
  2.850E+01 6.27547E-17  1.616E-04  2.987E-09  7.337E-09 -2.889E-13  9.881E-13  1.00E-07
  2.900E+01 5.98977E-17  1.671E-04  2.769E-09  7.227E-09 -3.114E-13  9.952E-13  1.00E-07
  2.950E+01 5.71832E-17  1.727E-04  2.556E-09  7.117E-09 -3.340E-13  1.002E-12  1.00E-07
  3.000E+01 5.46052E-17  1.783E-04  2.349E-09  7.006E-09 -3.568E-13  1.008E-12  1.00E-07
  3.050E+01 5.21577E-17  1.839E-04  2.147E-09  6.896E-09 -3.797E-13  1.014E-12  1.00E-07
  3.100E+01 4.98350E-17  1.895E-04  1.950E-09  6.785E-09 -4.027E-13  1.020E-12  1.00E-07
  3.150E+01 4.76314E-17  1.950E-04  1.759E-09  6.674E-09 -4.258E-13  1.025E-12  1.00E-07
  3.200E+01 4.55413E-17  2.005E-04  1.573E-09  6.562E-09 -4.490E-13  1.030E-12  1.00E-07
  3.250E+01 4.35593E-17  2.060E-04  1.393E-09  6.451E-09 -4.722E-13  1.034E-12  1.00E-07
  3.300E+01 4.16804E-17  2.113E-04  1.217E-09  6.340E-09 -4.954E-13  1.038E-12  1.00E-07
  3.350E+01 3.98994E-17  2.166E-04  1.047E-09  6.229E-09 -5.187E-13  1.042E-12  1.00E-07
  3.400E+01 3.82115E-17  2.217E-04  8.813E-10  6.118E-09 -5.419E-13  1.045E-12  1.00E-07
  3.450E+01 3.66121E-17  2.267E-04  7.210E-10  6.008E-09 -5.651E-13  1.048E-12  1.00E-07
  3.500E+01 3.50965E-17  2.315E-04  5.655E-10  5.897E-09 -5.883E-13  1.050E-12  1.00E-07
  3.550E+01 3.36606E-17  2.362E-04  4.149E-10  5.787E-09 -6.114E-13  1.052E-12  1.00E-07
  3.600E+01 3.23000E-17  2.406E-04  2.691E-10  5.677E-09 -6.344E-13  1.054E-12  1.00E-07
  3.650E+01 3.10110E-17  2.448E-04  1.280E-10  5.567E-09 -6.574E-13  1.056E-12  1.00E-07
  3.700E+01 2.97897E-17  2.487E-04 -8.504E-12  5.458E-09 -6.803E-13  1.057E-12  1.00E-07
  3.750E+01 2.86324E-17  2.523E-04 -1.405E-10  5.349E-09 -7.031E-13  1.058E-12  1.00E-07
  3.800E+01 2.75358E-17  2.556E-04 -2.679E-10  5.241E-09 -7.257E-13  1.058E-12  1.00E-07
  3.850E+01 2.64965E-17  2.587E-04 -3.910E-10  5.133E-09 -7.483E-13  1.058E-12  1.00E-07
  3.900E+01 2.55114E-17  2.613E-04 -5.098E-10  5.025E-09 -7.707E-13  1.058E-12  1.00E-07
  3.950E+01 2.45775E-17  2.636E-04 -6.244E-10  4.918E-09 -7.929E-13  1.058E-12  1.00E-07
  4.000E+01 2.36920E-17  2.655E-04 -7.348E-10  4.812E-09 -8.150E-13  1.057E-12  1.00E-07
  4.050E+01 2.28522E-17  2.670E-04 -8.412E-10  4.706E-09 -8.370E-13  1.056E-12  1.00E-07
  4.100E+01 2.20557E-17  2.680E-04 -9.437E-10  4.601E-09 -8.587E-13  1.054E-12  1.00E-07
  4.150E+01 2.12998E-17  2.686E-04 -1.042E-09  4.496E-09 -8.803E-13  1.052E-12  1.00E-07
  4.200E+01 2.05825E-17  2.688E-04 -1.137E-09  4.392E-09 -9.017E-13  1.050E-12  1.00E-07
  4.250E+01 1.99015E-17  2.684E-04 -1.228E-09  4.289E-09 -9.229E-13  1.048E-12  1.00E-07
  4.300E+01 1.92547E-17  2.676E-04 -1.315E-09  4.186E-09 -9.439E-13  1.046E-12  1.00E-07
  4.350E+01 1.86403E-17  2.662E-04 -1.399E-09  4.084E-09 -9.647E-13  1.043E-12  1.00E-07
  4.400E+01 1.80565E-17  2.643E-04 -1.480E-09  3.983E-09 -9.852E-13  1.040E-12  1.00E-07
  4.450E+01 1.75014E-17  2.619E-04 -1.557E-09  3.883E-09 -1.006E-12  1.036E-12  1.00E-07
  4.500E+01 1.69736E-17  2.589E-04 -1.630E-09  3.784E-09 -1.026E-12  1.033E-12  1.00E-07
  4.550E+01 1.64714E-17  2.554E-04 -1.701E-09  3.685E-09 -1.046E-12  1.029E-12  1.00E-07
  4.600E+01 1.59934E-17  2.513E-04 -1.768E-09  3.587E-09 -1.065E-12  1.025E-12  1.00E-07
  4.650E+01 1.55382E-17  2.466E-04 -1.832E-09  3.490E-09 -1.085E-12  1.020E-12  1.00E-07
  4.700E+01 1.51047E-17  2.413E-04 -1.894E-09  3.394E-09 -1.104E-12  1.016E-12  1.00E-07
  4.750E+01 1.46915E-17  2.355E-04 -1.952E-09  3.299E-09 -1.123E-12  1.011E-12  1.00E-07
  4.800E+01 1.42975E-17  2.291E-04 -2.007E-09  3.204E-09 -1.141E-12  1.006E-12  1.00E-07
  4.850E+01 1.39217E-17  2.221E-04 -2.060E-09  3.111E-09 -1.160E-12  1.001E-12  1.00E-07
  4.900E+01 1.35631E-17  2.146E-04 -2.110E-09  3.018E-09 -1.178E-12  9.954E-13  1.00E-07
  4.950E+01 1.32207E-17  2.064E-04 -2.158E-09  2.927E-09 -1.196E-12  9.897E-13  1.00E-07
  5.000E+01 1.28936E-17  1.977E-04 -2.202E-09  2.836E-09 -1.213E-12  9.839E-13  1.00E-07
  5.050E+01 1.25810E-17  1.884E-04 -2.245E-09  2.746E-09 -1.231E-12  9.779E-13  1.00E-07
  5.100E+01 1.22821E-17  1.786E-04 -2.285E-09  2.658E-09 -1.248E-12  9.717E-13  1.00E-07
  5.150E+01 1.19961E-17  1.682E-04 -2.322E-09  2.570E-09 -1.265E-12  9.653E-13  1.00E-07
  5.200E+01 1.17224E-17  1.572E-04 -2.357E-09  2.483E-09 -1.281E-12  9.587E-13  1.00E-07
  5.250E+01 1.14604E-17  1.457E-04 -2.391E-09  2.397E-09 -1.298E-12  9.520E-13  1.00E-07
  5.300E+01 1.12093E-17  1.336E-04 -2.421E-09  2.312E-09 -1.314E-12  9.451E-13  1.00E-07
  5.350E+01 1.09686E-17  1.210E-04 -2.450E-09  2.228E-09 -1.329E-12  9.380E-13  1.00E-07
  5.400E+01 1.07379E-17  1.079E-04 -2.477E-09  2.145E-09 -1.345E-12  9.308E-13  1.00E-07
  5.450E+01 1.05164E-17  9.432E-05 -2.502E-09  2.063E-09 -1.360E-12  9.234E-13  1.00E-07
  5.500E+01 1.03039E-17  8.022E-05 -2.525E-09  1.983E-09 -1.375E-12  9.159E-13  1.00E-07
  5.550E+01 1.00998E-17  6.564E-05 -2.546E-09  1.903E-09 -1.389E-12  9.083E-13  1.00E-07
  5.600E+01 9.90373E-18  5.059E-05 -2.565E-09  1.824E-09 -1.404E-12  9.005E-13  1.00E-07
  5.650E+01 9.71526E-18  3.508E-05 -2.582E-09  1.746E-09 -1.418E-12  8.926E-13  1.00E-07
  5.700E+01 9.53403E-18  1.913E-05 -2.598E-09  1.669E-09 -1.432E-12  8.846E-13  1.00E-07
  5.750E+01 9.35968E-18  2.752E-06 -2.612E-09  1.593E-09 -1.445E-12  8.765E-13  1.00E-07
  5.800E+01 9.19189E-18 -1.404E-05 -2.624E-09  1.518E-09 -1.458E-12  8.683E-13  1.00E-07
  5.850E+01 9.03033E-18 -3.123E-05 -2.635E-09  1.444E-09 -1.471E-12  8.599E-13  1.00E-07
  5.900E+01 8.87471E-18 -4.880E-05 -2.645E-09  1.372E-09 -1.484E-12  8.515E-13  1.00E-07
  5.950E+01 8.72477E-18 -6.675E-05 -2.652E-09  1.300E-09 -1.496E-12  8.429E-13  1.00E-07
  6.000E+01 8.58023E-18 -8.504E-05 -2.659E-09  1.229E-09 -1.508E-12  8.343E-13  1.00E-07
  6.050E+01 8.44085E-18 -1.037E-04 -2.664E-09  1.159E-09 -1.520E-12  8.255E-13  1.00E-07
  6.100E+01 8.30640E-18 -1.226E-04 -2.668E-09  1.090E-09 -1.532E-12  8.167E-13  1.00E-07
  6.150E+01 8.17666E-18 -1.419E-04 -2.670E-09  1.022E-09 -1.543E-12  8.078E-13  1.00E-07
  6.200E+01 8.05142E-18 -1.614E-04 -2.672E-09  9.555E-10 -1.554E-12  7.989E-13  1.00E-07
  6.250E+01 7.93049E-18 -1.812E-04 -2.672E-09  8.896E-10 -1.565E-12  7.899E-13  1.00E-07
  6.300E+01 7.81369E-18 -2.013E-04 -2.671E-09  8.247E-10 -1.575E-12  7.808E-13  1.00E-07
  6.350E+01 7.70083E-18 -2.216E-04 -2.669E-09  7.608E-10 -1.585E-12  7.716E-13  1.00E-07
  6.400E+01 7.59176E-18 -2.421E-04 -2.665E-09  6.979E-10 -1.595E-12  7.624E-13  1.00E-07
  6.450E+01 7.48633E-18 -2.628E-04 -2.661E-09  6.360E-10 -1.605E-12  7.531E-13  1.00E-07
  6.500E+01 7.38437E-18 -2.837E-04 -2.656E-09  5.750E-10 -1.614E-12  7.438E-13  1.00E-07
  6.550E+01 7.28577E-18 -3.048E-04 -2.650E-09  5.149E-10 -1.623E-12  7.344E-13  1.00E-07
  6.600E+01 7.19038E-18 -3.260E-04 -2.642E-09  4.559E-10 -1.632E-12  7.250E-13  1.00E-07
  6.650E+01 7.09807E-18 -3.473E-04 -2.634E-09  3.977E-10 -1.640E-12  7.156E-13  1.00E-07
  6.700E+01 7.00874E-18 -3.688E-04 -2.625E-09  3.405E-10 -1.649E-12  7.061E-13  1.00E-07
  6.750E+01 6.92226E-18 -3.904E-04 -2.616E-09  2.843E-10 -1.657E-12  6.966E-13  1.00E-07
  6.800E+01 6.83854E-18 -4.120E-04 -2.605E-09  2.289E-10 -1.664E-12  6.871E-13  1.00E-07
  6.850E+01 6.75747E-18 -4.337E-04 -2.594E-09  1.745E-10 -1.672E-12  6.775E-13  1.00E-07
  6.900E+01 6.67895E-18 -4.555E-04 -2.582E-09  1.210E-10 -1.679E-12  6.680E-13  1.00E-07
  6.950E+01 6.60290E-18 -4.773E-04 -2.569E-09  6.844E-11 -1.686E-12  6.584E-13  1.00E-07
  7.000E+01 6.52922E-18 -4.991E-04 -2.555E-09  1.674E-11 -1.693E-12  6.488E-13  1.00E-07
  7.050E+01 6.45783E-18 -5.209E-04 -2.541E-09 -3.406E-11 -1.699E-12  6.392E-13  1.00E-07
  7.100E+01 6.38866E-18 -5.427E-04 -2.526E-09 -8.399E-11 -1.706E-12  6.295E-13  1.00E-07
  7.150E+01 6.32162E-18 -5.645E-04 -2.511E-09 -1.330E-10 -1.712E-12  6.199E-13  1.00E-07
  7.200E+01 6.25666E-18 -5.862E-04 -2.495E-09 -1.812E-10 -1.717E-12  6.103E-13  1.00E-07
  7.250E+01 6.19369E-18 -6.078E-04 -2.478E-09 -2.285E-10 -1.723E-12  6.007E-13  1.00E-07
  7.300E+01 6.13265E-18 -6.294E-04 -2.461E-09 -2.750E-10 -1.728E-12  5.911E-13  1.00E-07
  7.350E+01 6.07348E-18 -6.509E-04 -2.443E-09 -3.207E-10 -1.733E-12  5.814E-13  1.00E-07
  7.400E+01 6.01612E-18 -6.722E-04 -2.425E-09 -3.655E-10 -1.738E-12  5.719E-13  1.00E-07
  7.450E+01 5.96051E-18 -6.935E-04 -2.407E-09 -4.094E-10 -1.742E-12  5.623E-13  1.00E-07
  7.500E+01 5.90660E-18 -7.146E-04 -2.388E-09 -4.526E-10 -1.747E-12  5.527E-13  1.00E-07
  7.550E+01 5.85433E-18 -7.355E-04 -2.368E-09 -4.950E-10 -1.751E-12  5.432E-13  1.00E-07
  7.600E+01 5.80366E-18 -7.563E-04 -2.349E-09 -5.365E-10 -1.754E-12  5.336E-13  1.00E-07
  7.650E+01 5.75453E-18 -7.769E-04 -2.328E-09 -5.773E-10 -1.758E-12  5.241E-13  1.00E-07
  7.700E+01 5.70690E-18 -7.973E-04 -2.308E-09 -6.173E-10 -1.761E-12  5.147E-13  1.00E-07
  7.750E+01 5.66072E-18 -8.175E-04 -2.287E-09 -6.565E-10 -1.765E-12  5.052E-13  1.00E-07
  7.800E+01 5.61595E-18 -8.375E-04 -2.266E-09 -6.950E-10 -1.768E-12  4.958E-13  1.00E-07
  7.850E+01 5.57255E-18 -8.573E-04 -2.244E-09 -7.327E-10 -1.770E-12  4.864E-13  1.00E-07
  7.900E+01 5.53047E-18 -8.768E-04 -2.222E-09 -7.696E-10 -1.773E-12  4.771E-13  1.00E-07
  7.950E+01 5.48969E-18 -8.961E-04 -2.200E-09 -8.059E-10 -1.775E-12  4.678E-13  1.00E-07
  8.000E+01 5.45015E-18 -9.151E-04 -2.178E-09 -8.414E-10 -1.777E-12  4.585E-13  1.00E-07
  8.050E+01 5.41184E-18 -9.338E-04 -2.155E-09 -8.762E-10 -1.779E-12  4.493E-13  1.00E-07
  8.100E+01 5.37470E-18 -9.523E-04 -2.132E-09 -9.103E-10 -1.780E-12  4.401E-13  1.00E-07
  8.150E+01 5.33872E-18 -9.704E-04 -2.109E-09 -9.436E-10 -1.782E-12  4.310E-13  1.00E-07
  8.200E+01 5.30384E-18 -9.883E-04 -2.086E-09 -9.763E-10 -1.783E-12  4.219E-13  1.00E-07
  8.250E+01 5.27006E-18 -1.006E-03 -2.062E-09 -1.008E-09 -1.784E-12  4.128E-13  1.00E-07
  8.300E+01 5.23733E-18 -1.023E-03 -2.039E-09 -1.040E-09 -1.785E-12  4.039E-13  1.00E-07
  8.350E+01 5.20562E-18 -1.040E-03 -2.015E-09 -1.070E-09 -1.785E-12  3.949E-13  1.00E-07
  8.400E+01 5.17491E-18 -1.057E-03 -1.991E-09 -1.100E-09 -1.786E-12  3.860E-13  1.00E-07
  8.450E+01 5.14517E-18 -1.073E-03 -1.967E-09 -1.130E-09 -1.786E-12  3.772E-13  1.00E-07
  8.500E+01 5.11637E-18 -1.089E-03 -1.943E-09 -1.159E-09 -1.786E-12  3.684E-13  1.00E-07
  8.550E+01 5.08849E-18 -1.104E-03 -1.918E-09 -1.187E-09 -1.786E-12  3.597E-13  1.00E-07
  8.600E+01 5.06150E-18 -1.119E-03 -1.894E-09 -1.214E-09 -1.786E-12  3.511E-13  1.00E-07
  8.650E+01 5.03538E-18 -1.134E-03 -1.869E-09 -1.241E-09 -1.785E-12  3.425E-13  1.00E-07
  8.700E+01 5.01011E-18 -1.149E-03 -1.845E-09 -1.267E-09 -1.784E-12  3.340E-13  1.00E-07
  8.750E+01 4.98566E-18 -1.163E-03 -1.820E-09 -1.293E-09 -1.783E-12  3.255E-13  1.00E-07
  8.800E+01 4.96200E-18 -1.177E-03 -1.796E-09 -1.318E-09 -1.782E-12  3.171E-13  1.00E-07
  8.850E+01 4.93913E-18 -1.190E-03 -1.771E-09 -1.343E-09 -1.781E-12  3.088E-13  1.00E-07
  8.900E+01 4.91701E-18 -1.203E-03 -1.746E-09 -1.367E-09 -1.779E-12  3.005E-13  1.00E-07
  8.950E+01 4.89563E-18 -1.215E-03 -1.721E-09 -1.390E-09 -1.778E-12  2.923E-13  1.00E-07
  9.000E+01 4.87497E-18 -1.228E-03 -1.696E-09 -1.413E-09 -1.776E-12  2.842E-13  1.00E-07
  9.050E+01 4.85501E-18 -1.239E-03 -1.671E-09 -1.436E-09 -1.774E-12  2.762E-13  1.00E-07
  9.100E+01 4.83572E-18 -1.251E-03 -1.647E-09 -1.458E-09 -1.772E-12  2.682E-13  1.00E-07
  9.150E+01 4.81710E-18 -1.262E-03 -1.622E-09 -1.479E-09 -1.770E-12  2.603E-13  1.00E-07
  9.200E+01 4.79913E-18 -1.272E-03 -1.597E-09 -1.500E-09 -1.767E-12  2.524E-13  1.00E-07
  9.250E+01 4.78177E-18 -1.283E-03 -1.572E-09 -1.520E-09 -1.764E-12  2.447E-13  1.00E-07
  9.300E+01 4.76503E-18 -1.292E-03 -1.547E-09 -1.540E-09 -1.762E-12  2.370E-13  1.00E-07
  9.350E+01 4.74889E-18 -1.302E-03 -1.522E-09 -1.559E-09 -1.759E-12  2.294E-13  1.00E-07
  9.400E+01 4.73332E-18 -1.311E-03 -1.498E-09 -1.578E-09 -1.755E-12  2.219E-13  1.00E-07
  9.450E+01 4.71832E-18 -1.320E-03 -1.473E-09 -1.596E-09 -1.752E-12  2.144E-13  1.00E-07
  9.500E+01 4.70386E-18 -1.328E-03 -1.448E-09 -1.614E-09 -1.749E-12  2.070E-13  1.00E-07
  9.550E+01 4.68993E-18 -1.336E-03 -1.424E-09 -1.632E-09 -1.745E-12  1.998E-13  1.00E-07
  9.600E+01 4.67653E-18 -1.343E-03 -1.399E-09 -1.649E-09 -1.741E-12  1.925E-13  1.00E-07
  9.650E+01 4.66363E-18 -1.350E-03 -1.375E-09 -1.665E-09 -1.737E-12  1.854E-13  1.00E-07
  9.700E+01 4.65122E-18 -1.357E-03 -1.350E-09 -1.682E-09 -1.733E-12  1.784E-13  1.00E-07
  9.750E+01 4.63929E-18 -1.363E-03 -1.326E-09 -1.697E-09 -1.729E-12  1.714E-13  1.00E-07
  9.800E+01 4.62782E-18 -1.369E-03 -1.302E-09 -1.713E-09 -1.725E-12  1.645E-13  1.00E-07
  9.850E+01 4.61681E-18 -1.375E-03 -1.278E-09 -1.728E-09 -1.720E-12  1.577E-13  1.00E-07
  9.900E+01 4.60624E-18 -1.380E-03 -1.254E-09 -1.742E-09 -1.716E-12  1.510E-13  1.00E-07
  9.950E+01 4.59610E-18 -1.385E-03 -1.230E-09 -1.756E-09 -1.711E-12  1.444E-13  1.00E-07
  1.000E+02 4.58637E-18 -1.389E-03 -1.206E-09 -1.770E-09 -1.706E-12  1.378E-13  1.00E-07
  1.005E+02 4.57705E-18 -1.393E-03 -1.182E-09 -1.783E-09 -1.701E-12  1.313E-13  1.00E-07
  1.010E+02 4.56813E-18 -1.397E-03 -1.158E-09 -1.796E-09 -1.696E-12  1.250E-13  1.00E-07
  1.015E+02 4.55959E-18 -1.400E-03 -1.135E-09 -1.809E-09 -1.691E-12  1.187E-13  1.00E-07
  1.020E+02 4.55142E-18 -1.403E-03 -1.111E-09 -1.821E-09 -1.685E-12  1.124E-13  1.00E-07
  1.025E+02 4.54362E-18 -1.406E-03 -1.088E-09 -1.833E-09 -1.680E-12  1.063E-13  1.00E-07
  1.030E+02 4.53616E-18 -1.408E-03 -1.065E-09 -1.844E-09 -1.674E-12  1.003E-13  1.00E-07
  1.035E+02 4.52905E-18 -1.410E-03 -1.042E-09 -1.856E-09 -1.668E-12  9.433E-14  1.00E-07
  1.040E+02 4.52228E-18 -1.412E-03 -1.019E-09 -1.866E-09 -1.662E-12  8.846E-14  1.00E-07
