

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.06000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -5.64390226E-01      0.00000000E+00
       1      1.36742663E+00      1.36856319E+00
       2      7.56795777E-01      7.57073115E-01
       3      4.40951171E-01      4.41071728E-01
       4      2.60329960E-01      2.60393272E-01
       5      1.54800935E-01      1.54836368E-01
       6      9.27133219E-02      9.27337538E-02
       7      5.59176754E-02      5.59296785E-02
       8      3.39415075E-02      3.39486523E-02
       9      2.07195452E-02      2.07238404E-02
      10      1.27119462E-02      1.27145486E-02
      11      7.83399481E-03      7.83558162E-03
      12      4.84717437E-03      4.84814715E-03
      13      3.00990455E-03      3.01050368E-03
      14      1.87509007E-03      1.87546059E-03
      15      1.17154677E-03      1.17177675E-03
      16      7.33905594E-04      7.34048814E-04
      17      4.60838394E-04      4.60927848E-04
      18      2.89986854E-04      2.90042876E-04
      19      1.82822755E-04      1.82857924E-04
      20      1.15455057E-04      1.15477182E-04
      21      7.30200476E-05      7.30339940E-05
      22      4.62424013E-05      4.62512073E-05
      23      2.93181952E-05      2.93237638E-05
      24      1.86066714E-05      1.86101975E-05
      25      1.18188986E-05      1.18211340E-05
      26      7.51294700E-06      7.51436557E-06
      27      4.77883776E-06      4.77973877E-06
      28      3.04138659E-06      3.04195931E-06
      29      1.93651884E-06      1.93688313E-06
      30      1.23350322E-06      1.23373505E-06
      31      7.85957071E-07      7.86104686E-07
      32      5.00924483E-07      5.01018512E-07
      33      3.19329358E-07      3.19389267E-07
      34      2.03600782E-07      2.03638965E-07
      35      1.29830672E-07      1.29855015E-07
      36      8.27976041E-08      8.28131243E-08
      37      5.28066754E-08      5.28165755E-08
      38      3.36805823E-08      3.36868918E-08
      39      2.14822214E-08      2.14862450E-08
      40      1.37018981E-08      1.37044659E-08
      41      8.73935862E-09      8.74099461E-09
      42      5.57397787E-09      5.57502338E-09
      43      3.55489737E-09      3.55556820E-09
      44      2.26712890E-09      2.26755354E-09
      45      1.44577670E-09      1.44604848E-09
      46      9.21942699E-10      9.22113605E-10
      47      5.87820244E-10      5.87929065E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.29810E-16  0.000E+00  1.777E-08  1.067E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.29810E-16  2.204E-10  1.777E-08  1.067E-08  5.299E-18  5.846E-18  1.00E-07
  1.250E-04 4.29810E-16  2.755E-10  1.777E-08  1.067E-08  6.624E-18  7.307E-18  1.00E-07
  1.500E-04 4.29810E-16  3.306E-10  1.777E-08  1.067E-08  7.948E-18  8.769E-18  1.00E-07
  1.750E-04 4.29810E-16  3.857E-10  1.777E-08  1.067E-08  9.273E-18  1.023E-17  1.00E-07
  2.000E-04 4.29810E-16  4.408E-10  1.777E-08  1.067E-08  1.060E-17  1.169E-17  1.00E-07
  2.250E-04 4.29810E-16  4.959E-10  1.777E-08  1.067E-08  1.192E-17  1.315E-17  1.00E-07
  2.500E-04 4.29810E-16  5.510E-10  1.777E-08  1.067E-08  1.325E-17  1.461E-17  1.00E-07
  2.750E-04 4.29810E-16  6.061E-10  1.777E-08  1.067E-08  1.457E-17  1.608E-17  1.00E-07
  3.000E-04 4.29810E-16  6.613E-10  1.777E-08  1.067E-08  1.590E-17  1.754E-17  1.00E-07
  3.250E-04 4.29810E-16  7.164E-10  1.777E-08  1.067E-08  1.722E-17  1.900E-17  1.00E-07
  3.500E-04 4.29810E-16  7.715E-10  1.777E-08  1.067E-08  1.855E-17  2.046E-17  1.00E-07
  3.750E-04 4.29810E-16  8.266E-10  1.777E-08  1.067E-08  1.987E-17  2.192E-17  1.00E-07
  4.000E-04 4.29810E-16  8.817E-10  1.777E-08  1.067E-08  2.120E-17  2.338E-17  1.00E-07
  4.250E-04 4.29810E-16  9.368E-10  1.777E-08  1.067E-08  2.252E-17  2.485E-17  1.00E-07
  4.500E-04 4.29810E-16  9.919E-10  1.777E-08  1.067E-08  2.385E-17  2.631E-17  1.00E-07
  4.750E-04 4.29810E-16  1.047E-09  1.777E-08  1.067E-08  2.517E-17  2.777E-17  1.00E-07
  5.000E-04 4.29810E-16  1.102E-09  1.777E-08  1.067E-08  2.649E-17  2.923E-17  1.00E-07
  5.250E-04 4.29810E-16  1.157E-09  1.777E-08  1.067E-08  2.782E-17  3.069E-17  1.00E-07
  5.500E-04 4.29810E-16  1.212E-09  1.777E-08  1.067E-08  2.914E-17  3.215E-17  1.00E-07
  5.750E-04 4.29810E-16  1.267E-09  1.777E-08  1.067E-08  3.047E-17  3.361E-17  1.00E-07
