

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.28000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -6.30071672E-01      0.00000000E+00
       1      1.34260893E+00      1.34376605E+00
       2      7.58318387E-01      7.58610487E-01
       3      4.52775894E-01      4.52906056E-01
       4      2.74277893E-01      2.74348060E-01
       5      1.67238478E-01      1.67278784E-01
       6      1.02603219E-01      1.02627044E-01
       7      6.33368025E-02      6.33511330E-02
       8      3.93238114E-02      3.93325378E-02
       9      2.45428952E-02      2.45482591E-02
      10      1.53897963E-02      1.53931178E-02
      11      9.69097933E-03      9.69304877E-03
      12      6.12560895E-03      6.12690494E-03
      13      3.88526832E-03      3.88608358E-03
      14      2.47198060E-03      2.47249549E-03
      15      1.57723955E-03      1.57756589E-03
      16      1.00894111E-03      1.00914860E-03
      17      6.46911777E-04      6.47044095E-04
      18      4.15659900E-04      4.15744499E-04
      19      2.67580389E-04      2.67634607E-04
      20      1.72547591E-04      1.72582414E-04
      21      1.11435441E-04      1.11457850E-04
      22      7.20650645E-05      7.20795102E-05
      23      4.66601538E-05      4.66694806E-05
      24      3.02430809E-05      3.02491110E-05
      25      1.96204212E-05      1.96243248E-05
      26      1.27392010E-05      1.27417307E-05
      27      8.27716631E-06      8.27880721E-06
      28      5.38127856E-06      5.38234384E-06
      29      3.50039081E-06      3.50108289E-06
      30      2.27793765E-06      2.27838756E-06
      31      1.48296856E-06      1.48326119E-06
      32      9.65741219E-07      9.65931645E-07
      33      6.29079166E-07      6.29203131E-07
      34      4.09869059E-07      4.09949789E-07
      35      2.67092867E-07      2.67145452E-07
      36      1.74076956E-07      1.74111214E-07
      37      1.13466640E-07      1.13488966E-07
      38      7.39657351E-08      7.39802868E-08
      39      4.82190778E-08      4.82285607E-08
      40      3.14357364E-08      3.14419183E-08
      41      2.04944661E-08      2.04984939E-08
      42      1.33613112E-08      1.33639439E-08
      43      8.71079529E-09      8.71250574E-09
      44      5.67883685E-09      5.67995099E-09
      45      3.70205460E-09      3.70277791E-09
      46      2.41322335E-09      2.41370263E-09
      47      1.57302911E-09      1.57333753E-09
      48      1.02533017E-09      1.02553676E-09
      49      6.68289556E-10      6.68418607E-10
      50      4.35505724E-10      4.35594316E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.38271E-16  0.000E+00  1.812E-08  1.048E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.38271E-16  2.147E-10  1.812E-08  1.048E-08  6.288E-18  6.232E-18  1.00E-07
  1.250E-04 4.38271E-16  2.684E-10  1.812E-08  1.048E-08  7.860E-18  7.790E-18  1.00E-07
  1.500E-04 4.38271E-16  3.220E-10  1.812E-08  1.048E-08  9.432E-18  9.348E-18  1.00E-07
  1.750E-04 4.38271E-16  3.757E-10  1.812E-08  1.048E-08  1.100E-17  1.091E-17  1.00E-07
  2.000E-04 4.38271E-16  4.294E-10  1.812E-08  1.048E-08  1.258E-17  1.246E-17  1.00E-07
  2.250E-04 4.38271E-16  4.831E-10  1.812E-08  1.048E-08  1.415E-17  1.402E-17  1.00E-07
  2.500E-04 4.38271E-16  5.367E-10  1.812E-08  1.048E-08  1.572E-17  1.558E-17  1.00E-07
  2.750E-04 4.38271E-16  5.904E-10  1.812E-08  1.048E-08  1.729E-17  1.714E-17  1.00E-07
  3.000E-04 4.38271E-16  6.441E-10  1.812E-08  1.048E-08  1.886E-17  1.870E-17  1.00E-07
  3.250E-04 4.38271E-16  6.978E-10  1.812E-08  1.048E-08  2.044E-17  2.025E-17  1.00E-07
  3.500E-04 4.38271E-16  7.514E-10  1.812E-08  1.048E-08  2.201E-17  2.181E-17  1.00E-07
  3.750E-04 4.38271E-16  8.051E-10  1.812E-08  1.048E-08  2.358E-17  2.337E-17  1.00E-07
  4.000E-04 4.38271E-16  8.588E-10  1.812E-08  1.048E-08  2.515E-17  2.493E-17  1.00E-07
  4.250E-04 4.38271E-16  9.124E-10  1.812E-08  1.048E-08  2.672E-17  2.649E-17  1.00E-07
  4.500E-04 4.38271E-16  9.661E-10  1.812E-08  1.048E-08  2.830E-17  2.804E-17  1.00E-07
  4.750E-04 4.38271E-16  1.020E-09  1.812E-08  1.048E-08  2.987E-17  2.960E-17  1.00E-07
  5.000E-04 4.38271E-16  1.073E-09  1.812E-08  1.048E-08  3.144E-17  3.116E-17  1.00E-07
  5.250E-04 4.38271E-16  1.127E-09  1.812E-08  1.048E-08  3.301E-17  3.272E-17  1.00E-07
  5.500E-04 4.38271E-16  1.181E-09  1.812E-08  1.048E-08  3.458E-17  3.428E-17  1.00E-07
  5.750E-04 4.38271E-16  1.234E-09  1.812E-08  1.048E-08  3.616E-17  3.583E-17  1.00E-07
  6.000E-04 4.38271E-16  1.288E-09  1.812E-08  1.048E-08  3.773E-17  3.739E-17  1.00E-07
