  8.500E+00 1.96895E-16  3.840E-05  1.111E-08  8.566E-09  2.738E-13  5.512E-13  1.00E-07
  8.600E+00 1.95782E-16  3.897E-05  1.107E-08  8.558E-09  2.750E-13  5.572E-13  1.00E-07
  8.700E+00 1.94665E-16  3.955E-05  1.103E-08  8.549E-09  2.762E-13  5.632E-13  1.00E-07
  8.800E+00 1.93543E-16  4.013E-05  1.098E-08  8.541E-09  2.773E-13  5.693E-13  1.00E-07
  8.900E+00 1.92418E-16  4.072E-05  1.094E-08  8.532E-09  2.783E-13  5.753E-13  1.00E-07
  9.000E+00 1.91288E-16  4.131E-05  1.089E-08  8.523E-09  2.793E-13  5.812E-13  1.00E-07
  9.100E+00 1.90156E-16  4.190E-05  1.085E-08  8.514E-09  2.802E-13  5.872E-13  1.00E-07
  9.200E+00 1.89019E-16  4.250E-05  1.080E-08  8.505E-09  2.811E-13  5.932E-13  1.00E-07
  9.300E+00 1.87880E-16  4.310E-05  1.076E-08  8.496E-09  2.819E-13  5.991E-13  1.00E-07
  9.400E+00 1.86738E-16  4.371E-05  1.071E-08  8.487E-09  2.826E-13  6.050E-13  1.00E-07
  9.500E+00 1.85593E-16  4.433E-05  1.066E-08  8.478E-09  2.833E-13  6.109E-13  1.00E-07
  9.600E+00 1.84445E-16  4.494E-05  1.062E-08  8.468E-09  2.839E-13  6.168E-13  1.00E-07
  9.700E+00 1.83296E-16  4.557E-05  1.057E-08  8.459E-09  2.845E-13  6.227E-13  1.00E-07
  9.800E+00 1.82144E-16  4.620E-05  1.052E-08  8.449E-09  2.850E-13  6.286E-13  1.00E-07
  9.900E+00 1.80990E-16  4.683E-05  1.048E-08  8.439E-09  2.854E-13  6.344E-13  1.00E-07
  1.000E+01 1.79835E-16  4.747E-05  1.043E-08  8.430E-09  2.858E-13  6.402E-13  1.00E-07
  1.025E+01 1.76939E-16  4.909E-05  1.031E-08  8.405E-09  2.864E-13  6.547E-13  1.00E-07
  1.050E+01 1.74038E-16  5.074E-05  1.019E-08  8.380E-09  2.867E-13  6.691E-13  1.00E-07
  1.075E+01 1.71133E-16  5.242E-05  1.007E-08  8.354E-09  2.865E-13  6.834E-13  1.00E-07
  1.100E+01 1.68226E-16  5.414E-05  9.944E-09  8.328E-09  2.860E-13  6.975E-13  1.00E-07
  1.125E+01 1.65322E-16  5.590E-05  9.819E-09  8.301E-09  2.850E-13  7.115E-13  1.00E-07
  1.150E+01 1.62422E-16  5.769E-05  9.694E-09  8.274E-09  2.837E-13  7.255E-13  1.00E-07
  1.175E+01 1.59528E-16  5.952E-05  9.567E-09  8.246E-09  2.820E-13  7.393E-13  1.00E-07
  1.200E+01 1.56645E-16  6.139E-05  9.440E-09  8.218E-09  2.799E-13  7.530E-13  1.00E-07
  1.225E+01 1.53772E-16  6.329E-05  9.312E-09  8.189E-09  2.774E-13  7.665E-13  1.00E-07
  1.250E+01 1.50914E-16  6.524E-05  9.183E-09  8.160E-09  2.745E-13  7.800E-13  1.00E-07
  1.275E+01 1.48071E-16  6.723E-05  9.054E-09  8.130E-09  2.712E-13  7.933E-13  1.00E-07
  1.300E+01 1.45246E-16  6.926E-05  8.924E-09  8.100E-09  2.675E-13  8.065E-13  1.00E-07
  1.325E+01 1.42441E-16  7.133E-05  8.794E-09  8.069E-09  2.635E-13  8.195E-13  1.00E-07
  1.350E+01 1.39657E-16  7.345E-05  8.663E-09  8.038E-09  2.591E-13  8.325E-13  1.00E-07
  1.375E+01 1.36897E-16  7.561E-05  8.532E-09  8.007E-09  2.543E-13  8.453E-13  1.00E-07
  1.400E+01 1.34162E-16  7.782E-05  8.401E-09  7.975E-09  2.491E-13  8.579E-13  1.00E-07
  1.425E+01 1.31453E-16  8.007E-05  8.269E-09  7.942E-09  2.436E-13  8.705E-13  1.00E-07
  1.450E+01 1.28772E-16  8.238E-05  8.137E-09  7.909E-09  2.377E-13  8.828E-13  1.00E-07
  1.475E+01 1.26120E-16  8.473E-05  8.006E-09  7.876E-09  2.315E-13  8.951E-13  1.00E-07
  1.500E+01 1.23498E-16  8.712E-05  7.874E-09  7.842E-09  2.249E-13  9.072E-13  1.00E-07
  1.525E+01 1.20907E-16  8.957E-05  7.742E-09  7.808E-09  2.179E-13  9.192E-13  1.00E-07
  1.550E+01 1.18349E-16  9.207E-05  7.611E-09  7.774E-09  2.106E-13  9.310E-13  1.00E-07
  1.575E+01 1.15825E-16  9.462E-05  7.479E-09  7.739E-09  2.030E-13  9.427E-13  1.00E-07
  1.600E+01 1.13334E-16  9.722E-05  7.348E-09  7.703E-09  1.950E-13  9.543E-13  1.00E-07
  1.625E+01 1.10879E-16  9.988E-05  7.217E-09  7.668E-09  1.867E-13  9.656E-13  1.00E-07
  1.650E+01 1.08459E-16  1.026E-04  7.086E-09  7.632E-09  1.781E-13  9.769E-13  1.00E-07
  1.675E+01 1.06075E-16  1.054E-04  6.956E-09  7.595E-09  1.692E-13  9.880E-13  1.00E-07
  1.700E+01 1.03729E-16  1.082E-04  6.826E-09  7.558E-09  1.599E-13  9.990E-13  1.00E-07
  1.725E+01 1.01419E-16  1.111E-04  6.697E-09  7.521E-09  1.503E-13  1.010E-12  1.00E-07
  1.750E+01 9.91478E-17  1.140E-04  6.568E-09  7.484E-09  1.405E-13  1.020E-12  1.00E-07
  1.775E+01 9.69142E-17  1.170E-04  6.440E-09  7.446E-09  1.303E-13  1.031E-12  1.00E-07
  1.800E+01 9.47188E-17  1.200E-04  6.312E-09  7.408E-09  1.199E-13  1.041E-12  1.00E-07
  1.825E+01 9.25620E-17  1.231E-04  6.185E-09  7.369E-09  1.092E-13  1.051E-12  1.00E-07
  1.850E+01 9.04439E-17  1.263E-04  6.059E-09  7.331E-09  9.818E-14  1.061E-12  1.00E-07
  1.875E+01 8.83645E-17  1.295E-04  5.933E-09  7.291E-09  8.690E-14  1.071E-12  1.00E-07
  1.900E+01 8.63239E-17  1.328E-04  5.808E-09  7.252E-09  7.537E-14  1.081E-12  1.00E-07
  1.925E+01 8.43221E-17  1.362E-04  5.684E-09  7.212E-09  6.358E-14  1.091E-12  1.00E-07
  1.950E+01 8.23590E-17  1.396E-04  5.560E-09  7.172E-09  5.153E-14  1.100E-12  1.00E-07
  1.975E+01 8.04345E-17  1.430E-04  5.438E-09  7.132E-09  3.924E-14  1.109E-12  1.00E-07
  2.000E+01 7.85485E-17  1.466E-04  5.316E-09  7.091E-09  2.671E-14  1.118E-12  1.00E-07
  2.025E+01 7.67008E-17  1.501E-04  5.195E-09  7.051E-09  1.395E-14  1.127E-12  1.00E-07
  2.050E+01 7.48911E-17  1.538E-04  5.075E-09  7.010E-09  9.563E-16  1.136E-12  1.00E-07
  2.075E+01 7.31193E-17  1.575E-04  4.956E-09  6.968E-09 -1.226E-14  1.145E-12  1.00E-07
  2.100E+01 7.13850E-17  1.613E-04  4.838E-09  6.927E-09 -2.568E-14  1.153E-12  1.00E-07
  2.125E+01 6.96879E-17  1.651E-04  4.721E-09  6.885E-09 -3.932E-14  1.161E-12  1.00E-07
  2.150E+01 6.80277E-17  1.690E-04  4.605E-09  6.843E-09 -5.315E-14  1.170E-12  1.00E-07
  2.175E+01 6.64040E-17  1.730E-04  4.490E-09  6.800E-09 -6.719E-14  1.178E-12  1.00E-07
  2.200E+01 6.48164E-17  1.770E-04  4.376E-09  6.758E-09 -8.141E-14  1.185E-12  1.00E-07
  2.225E+01 6.32645E-17  1.811E-04  4.263E-09  6.715E-09 -9.582E-14  1.193E-12  1.00E-07
  2.250E+01 6.17478E-17  1.853E-04  4.151E-09  6.672E-09 -1.104E-13  1.200E-12  1.00E-07
  2.275E+01 6.02659E-17  1.895E-04  4.040E-09  6.629E-09 -1.252E-13  1.208E-12  1.00E-07
  2.300E+01 5.88183E-17  1.937E-04  3.930E-09  6.586E-09 -1.401E-13  1.215E-12  1.00E-07
  2.325E+01 5.74046E-17  1.981E-04  3.822E-09  6.542E-09 -1.552E-13  1.222E-12  1.00E-07
  2.350E+01 5.60242E-17  2.024E-04  3.714E-09  6.499E-09 -1.704E-13  1.229E-12  1.00E-07
  2.375E+01 5.46766E-17  2.069E-04  3.608E-09  6.455E-09 -1.858E-13  1.235E-12  1.00E-07
  2.400E+01 5.33613E-17  2.114E-04  3.502E-09  6.411E-09 -2.013E-13  1.242E-12  1.00E-07
  2.425E+01 5.20779E-17  2.159E-04  3.398E-09  6.366E-09 -2.170E-13  1.248E-12  1.00E-07
  2.450E+01 5.08256E-17  2.206E-04  3.295E-09  6.322E-09 -2.328E-13  1.254E-12  1.00E-07
  2.475E+01 4.96040E-17  2.252E-04  3.193E-09  6.278E-09 -2.488E-13  1.260E-12  1.00E-07
  2.500E+01 4.84126E-17  2.299E-04  3.092E-09  6.233E-09 -2.648E-13  1.266E-12  1.00E-07
  2.550E+01 4.61180E-17  2.395E-04  2.894E-09  6.143E-09 -2.973E-13  1.277E-12  1.00E-07
  2.600E+01 4.39373E-17  2.493E-04  2.701E-09  6.053E-09 -3.301E-13  1.288E-12  1.00E-07
  2.650E+01 4.18660E-17  2.593E-04  2.512E-09  5.963E-09 -3.634E-13  1.298E-12  1.00E-07
  2.700E+01 3.98998E-17  2.694E-04  2.329E-09  5.872E-09 -3.970E-13  1.307E-12  1.00E-07
  2.750E+01 3.80342E-17  2.797E-04  2.149E-09  5.781E-09 -4.309E-13  1.316E-12  1.00E-07
  2.800E+01 3.62648E-17  2.901E-04  1.975E-09  5.689E-09 -4.650E-13  1.324E-12  1.00E-07
  2.850E+01 3.45873E-17  3.006E-04  1.805E-09  5.597E-09 -4.994E-13  1.331E-12  1.00E-07
  2.900E+01 3.29976E-17  3.111E-04  1.640E-09  5.505E-09 -5.340E-13  1.338E-12  1.00E-07
  2.950E+01 3.14915E-17  3.218E-04  1.479E-09  5.413E-09 -5.688E-13  1.344E-12  1.00E-07
  3.000E+01 3.00650E-17  3.324E-04  1.323E-09  5.321E-09 -6.037E-13  1.349E-12  1.00E-07
  3.050E+01 2.87143E-17  3.431E-04  1.172E-09  5.229E-09 -6.387E-13  1.354E-12  1.00E-07
  3.100E+01 2.74356E-17  3.537E-04  1.025E-09  5.137E-09 -6.737E-13  1.358E-12  1.00E-07
  3.150E+01 2.62253E-17  3.643E-04  8.820E-10  5.045E-09 -7.088E-13  1.362E-12  1.00E-07
  3.200E+01 2.50799E-17  3.748E-04  7.438E-10  4.952E-09 -7.439E-13  1.365E-12  1.00E-07
  3.250E+01 2.39959E-17  3.851E-04  6.100E-10  4.860E-09 -7.791E-13  1.367E-12  1.00E-07
  3.300E+01 2.29703E-17  3.953E-04  4.804E-10  4.769E-09 -8.141E-13  1.369E-12  1.00E-07
  3.350E+01 2.19999E-17  4.053E-04  3.550E-10  4.677E-09 -8.491E-13  1.371E-12  1.00E-07
  3.400E+01 2.10817E-17  4.150E-04  2.337E-10  4.586E-09 -8.840E-13  1.371E-12  1.00E-07
  3.450E+01 2.02129E-17  4.244E-04  1.165E-10  4.494E-09 -9.188E-13  1.371E-12  1.00E-07
  3.500E+01 1.93908E-17  4.335E-04  3.305E-12  4.403E-09 -9.535E-13  1.371E-12  1.00E-07
  3.550E+01 1.86128E-17  4.423E-04 -1.060E-10  4.313E-09 -9.880E-13  1.370E-12  1.00E-07
  3.600E+01 1.78765E-17  4.506E-04 -2.114E-10  4.223E-09 -1.022E-12  1.369E-12  1.00E-07
  3.650E+01 1.71796E-17  4.586E-04 -3.131E-10  4.133E-09 -1.057E-12  1.367E-12  1.00E-07
  3.700E+01 1.65198E-17  4.660E-04 -4.111E-10  4.044E-09 -1.091E-12  1.364E-12  1.00E-07
  3.750E+01 1.58951E-17  4.729E-04 -5.055E-10  3.955E-09 -1.124E-12  1.361E-12  1.00E-07
  3.800E+01 1.53034E-17  4.792E-04 -5.963E-10  3.866E-09 -1.158E-12  1.358E-12  1.00E-07
  3.850E+01 1.47429E-17  4.849E-04 -6.836E-10  3.778E-09 -1.191E-12  1.354E-12  1.00E-07
  3.900E+01 1.42117E-17  4.900E-04 -7.675E-10  3.691E-09 -1.224E-12  1.349E-12  1.00E-07
  3.950E+01 1.37083E-17  4.945E-04 -8.481E-10  3.604E-09 -1.257E-12  1.344E-12  1.00E-07
  4.000E+01 1.32310E-17  4.982E-04 -9.255E-10  3.518E-09 -1.289E-12  1.339E-12  1.00E-07
  4.050E+01 1.27783E-17  5.012E-04 -9.997E-10  3.432E-09 -1.321E-12  1.333E-12  1.00E-07
  4.100E+01 1.23488E-17  5.034E-04 -1.071E-09  3.347E-09 -1.353E-12  1.327E-12  1.00E-07
  4.150E+01 1.19411E-17  5.048E-04 -1.139E-09  3.263E-09 -1.385E-12  1.320E-12  1.00E-07
  4.200E+01 1.15540E-17  5.054E-04 -1.204E-09  3.179E-09 -1.416E-12  1.313E-12  1.00E-07
  4.250E+01 1.11863E-17  5.051E-04 -1.266E-09  3.096E-09 -1.446E-12  1.305E-12  1.00E-07
  4.300E+01 1.08369E-17  5.039E-04 -1.326E-09  3.013E-09 -1.477E-12  1.297E-12  1.00E-07
  4.350E+01 1.05047E-17  5.019E-04 -1.382E-09  2.932E-09 -1.507E-12  1.289E-12  1.00E-07
  4.400E+01 1.01888E-17  4.989E-04 -1.436E-09  2.851E-09 -1.537E-12  1.280E-12  1.00E-07
  4.450E+01 9.88813E-18  4.950E-04 -1.488E-09  2.770E-09 -1.566E-12  1.271E-12  1.00E-07
  4.500E+01 9.60188E-18  4.901E-04 -1.536E-09  2.691E-09 -1.595E-12  1.262E-12  1.00E-07
  4.550E+01 9.32923E-18  4.843E-04 -1.583E-09  2.612E-09 -1.623E-12  1.252E-12  1.00E-07
  4.600E+01 9.06940E-18  4.775E-04 -1.627E-09  2.534E-09 -1.651E-12  1.242E-12  1.00E-07
  4.650E+01 8.82165E-18  4.698E-04 -1.668E-09  2.457E-09 -1.679E-12  1.231E-12  1.00E-07
  4.700E+01 8.58530E-18  4.610E-04 -1.708E-09  2.381E-09 -1.706E-12  1.220E-12  1.00E-07
  4.750E+01 8.35972E-18  4.513E-04 -1.745E-09  2.305E-09 -1.733E-12  1.209E-12  1.00E-07
  4.800E+01 8.14429E-18  4.405E-04 -1.780E-09  2.231E-09 -1.760E-12  1.198E-12  1.00E-07
  4.850E+01 7.93845E-18  4.288E-04 -1.813E-09  2.157E-09 -1.786E-12  1.186E-12  1.00E-07
  4.900E+01 7.74166E-18  4.161E-04 -1.844E-09  2.084E-09 -1.811E-12  1.174E-12  1.00E-07
  4.950E+01 7.55343E-18  4.024E-04 -1.872E-09  2.012E-09 -1.837E-12  1.162E-12  1.00E-07
  5.000E+01 7.37329E-18  3.877E-04 -1.899E-09  1.941E-09 -1.861E-12  1.149E-12  1.00E-07
  5.050E+01 7.20079E-18  3.720E-04 -1.924E-09  1.870E-09 -1.886E-12  1.136E-12  1.00E-07
  5.100E+01 7.03553E-18  3.554E-04 -1.948E-09  1.801E-09 -1.910E-12  1.123E-12  1.00E-07
  5.150E+01 6.87711E-18  3.378E-04 -1.969E-09  1.732E-09 -1.933E-12  1.110E-12  1.00E-07
  5.200E+01 6.72516E-18  3.192E-04 -1.989E-09  1.664E-09 -1.956E-12  1.097E-12  1.00E-07
  5.250E+01 6.57936E-18  2.997E-04 -2.007E-09  1.597E-09 -1.979E-12  1.083E-12  1.00E-07
  5.300E+01 6.43937E-18  2.793E-04 -2.024E-09  1.531E-09 -2.001E-12  1.069E-12  1.00E-07
  5.350E+01 6.30489E-18  2.580E-04 -2.039E-09  1.466E-09 -2.022E-12  1.055E-12  1.00E-07
  5.400E+01 6.17565E-18  2.359E-04 -2.052E-09  1.401E-09 -2.044E-12  1.041E-12  1.00E-07
  5.450E+01 6.05137E-18  2.128E-04 -2.064E-09  1.338E-09 -2.064E-12  1.026E-12  1.00E-07
  5.500E+01 5.93180E-18  1.889E-04 -2.075E-09  1.275E-09 -2.085E-12  1.011E-12  1.00E-07
  5.550E+01 5.81671E-18  1.641E-04 -2.084E-09  1.214E-09 -2.105E-12  9.967E-13  1.00E-07
  5.600E+01 5.70588E-18  1.385E-04 -2.092E-09  1.153E-09 -2.124E-12  9.817E-13  1.00E-07
  5.650E+01 5.59911E-18  1.122E-04 -2.099E-09  1.093E-09 -2.143E-12  9.666E-13  1.00E-07
  5.700E+01 5.49618E-18  8.501E-05 -2.104E-09  1.034E-09 -2.162E-12  9.513E-13  1.00E-07
  5.750E+01 5.39693E-18  5.710E-05 -2.108E-09  9.759E-10 -2.180E-12  9.359E-13  1.00E-07
  5.800E+01 5.30118E-18  2.846E-05 -2.111E-09  9.187E-10 -2.197E-12  9.204E-13  1.00E-07
  5.850E+01 5.20876E-18  0.000E+00 -2.113E-09  8.623E-10 -2.215E-12  9.048E-13  1.00E-07
  5.900E+01 5.11953E-18 -3.094E-05 -2.114E-09  8.068E-10 -2.231E-12  8.891E-13  1.00E-07
  5.950E+01 5.03334E-18 -6.164E-05 -2.114E-09  7.522E-10 -2.248E-12  8.732E-13  1.00E-07
  6.000E+01 4.95004E-18 -9.299E-05 -2.112E-09  6.984E-10 -2.264E-12  8.573E-13  1.00E-07
  6.050E+01 4.86953E-18 -1.250E-04 -2.110E-09  6.455E-10 -2.279E-12  8.413E-13  1.00E-07
  6.100E+01 4.79166E-18 -1.575E-04 -2.107E-09  5.934E-10 -2.294E-12  8.252E-13  1.00E-07
  6.150E+01 4.71634E-18 -1.906E-04 -2.103E-09  5.422E-10 -2.309E-12  8.091E-13  1.00E-07
  6.200E+01 4.64344E-18 -2.243E-04 -2.098E-09  4.919E-10 -2.323E-12  7.929E-13  1.00E-07
  6.250E+01 4.57288E-18 -2.585E-04 -2.092E-09  4.424E-10 -2.337E-12  7.766E-13  1.00E-07
  6.300E+01 4.50455E-18 -2.932E-04 -2.086E-09  3.938E-10 -2.350E-12  7.603E-13  1.00E-07
  6.350E+01 4.43836E-18 -3.283E-04 -2.078E-09  3.459E-10 -2.363E-12  7.440E-13  1.00E-07
  6.400E+01 4.37423E-18 -3.639E-04 -2.070E-09  2.989E-10 -2.375E-12  7.276E-13  1.00E-07
  6.450E+01 4.31208E-18 -3.999E-04 -2.061E-09  2.528E-10 -2.387E-12  7.111E-13  1.00E-07
  6.500E+01 4.25182E-18 -4.363E-04 -2.052E-09  2.074E-10 -2.399E-12  6.947E-13  1.00E-07
  6.550E+01 4.19339E-18 -4.731E-04 -2.041E-09  1.629E-10 -2.410E-12  6.782E-13  1.00E-07
  6.600E+01 4.13671E-18 -5.101E-04 -2.030E-09  1.192E-10 -2.421E-12  6.618E-13  1.00E-07
  6.650E+01 4.08173E-18 -5.475E-04 -2.019E-09  7.623E-11 -2.432E-12  6.453E-13  1.00E-07
  6.700E+01 4.02837E-18 -5.852E-04 -2.007E-09  3.409E-11 -2.442E-12  6.288E-13  1.00E-07
  6.750E+01 3.97658E-18 -6.231E-04 -1.994E-09 -7.262E-12 -2.451E-12  6.124E-13  1.00E-07
  6.800E+01 3.92630E-18 -6.613E-04 -1.981E-09 -4.784E-11 -2.461E-12  5.959E-13  1.00E-07
  6.850E+01 3.87748E-18 -6.996E-04 -1.967E-09 -8.765E-11 -2.469E-12  5.795E-13  1.00E-07
  6.900E+01 3.83007E-18 -7.382E-04 -1.953E-09 -1.267E-10 -2.478E-12  5.631E-13  1.00E-07
  6.950E+01 3.78401E-18 -7.768E-04 -1.938E-09 -1.650E-10 -2.486E-12  5.467E-13  1.00E-07
  7.000E+01 3.73927E-18 -8.156E-04 -1.923E-09 -2.025E-10 -2.494E-12  5.303E-13  1.00E-07
  7.050E+01 3.69579E-18 -8.545E-04 -1.907E-09 -2.393E-10 -2.501E-12  5.140E-13  1.00E-07
  7.100E+01 3.65354E-18 -8.935E-04 -1.891E-09 -2.754E-10 -2.508E-12  4.978E-13  1.00E-07
  7.150E+01 3.61248E-18 -9.325E-04 -1.875E-09 -3.107E-10 -2.515E-12  4.816E-13  1.00E-07
  7.200E+01 3.57256E-18 -9.715E-04 -1.858E-09 -3.453E-10 -2.521E-12  4.654E-13  1.00E-07
  7.250E+01 3.53376E-18 -1.010E-03 -1.841E-09 -3.793E-10 -2.527E-12  4.493E-13  1.00E-07
  7.300E+01 3.49602E-18 -1.049E-03 -1.824E-09 -4.125E-10 -2.532E-12  4.332E-13  1.00E-07
  7.350E+01 3.45933E-18 -1.088E-03 -1.806E-09 -4.450E-10 -2.537E-12  4.172E-13  1.00E-07
  7.400E+01 3.42365E-18 -1.127E-03 -1.788E-09 -4.768E-10 -2.542E-12  4.013E-13  1.00E-07
  7.450E+01 3.38895E-18 -1.166E-03 -1.769E-09 -5.080E-10 -2.546E-12  3.855E-13  1.00E-07
  7.500E+01 3.35519E-18 -1.204E-03 -1.751E-09 -5.385E-10 -2.550E-12  3.697E-13  1.00E-07
  7.550E+01 3.32235E-18 -1.243E-03 -1.732E-09 -5.683E-10 -2.554E-12  3.541E-13  1.00E-07
  7.600E+01 3.29041E-18 -1.281E-03 -1.713E-09 -5.975E-10 -2.557E-12  3.385E-13  1.00E-07
  7.650E+01 3.25933E-18 -1.319E-03 -1.693E-09 -6.260E-10 -2.561E-12  3.230E-13  1.00E-07
  7.700E+01 3.22909E-18 -1.357E-03 -1.674E-09 -6.539E-10 -2.563E-12  3.076E-13  1.00E-07
  7.750E+01 3.19966E-18 -1.394E-03 -1.654E-09 -6.811E-10 -2.566E-12  2.922E-13  1.00E-07
  7.800E+01 3.17103E-18 -1.432E-03 -1.634E-09 -7.078E-10 -2.568E-12  2.770E-13  1.00E-07
  7.850E+01 3.14317E-18 -1.469E-03 -1.614E-09 -7.338E-10 -2.569E-12  2.619E-13  1.00E-07
  7.900E+01 3.11605E-18 -1.505E-03 -1.594E-09 -7.593E-10 -2.571E-12  2.469E-13  1.00E-07
  7.950E+01 3.08967E-18 -1.542E-03 -1.573E-09 -7.841E-10 -2.572E-12  2.320E-13  1.00E-07
  8.000E+01 3.06399E-18 -1.578E-03 -1.553E-09 -8.084E-10 -2.573E-12  2.172E-13  1.00E-07
  8.050E+01 3.03899E-18 -1.613E-03 -1.532E-09 -8.320E-10 -2.573E-12  2.026E-13  1.00E-07
  8.100E+01 3.01467E-18 -1.648E-03 -1.511E-09 -8.551E-10 -2.573E-12  1.880E-13  1.00E-07
  8.150E+01 2.99099E-18 -1.683E-03 -1.490E-09 -8.777E-10 -2.573E-12  1.736E-13  1.00E-07
  8.200E+01 2.96795E-18 -1.718E-03 -1.469E-09 -8.997E-10 -2.573E-12  1.593E-13  1.00E-07
  8.250E+01 2.94552E-18 -1.751E-03 -1.448E-09 -9.211E-10 -2.572E-12  1.451E-13  1.00E-07
  8.300E+01 2.92369E-18 -1.785E-03 -1.427E-09 -9.420E-10 -2.571E-12  1.310E-13  1.00E-07
  8.350E+01 2.90244E-18 -1.818E-03 -1.406E-09 -9.624E-10 -2.570E-12  1.171E-13  1.00E-07
  8.400E+01 2.88176E-18 -1.850E-03 -1.385E-09 -9.823E-10 -2.568E-12  1.033E-13  1.00E-07
  8.450E+01 2.86163E-18 -1.882E-03 -1.363E-09 -1.002E-09 -2.567E-12  8.965E-14  1.00E-07
  8.500E+01 2.84204E-18 -1.914E-03 -1.342E-09 -1.020E-09 -2.564E-12  7.613E-14  1.00E-07
  8.550E+01 2.82297E-18 -1.944E-03 -1.321E-09 -1.039E-09 -2.562E-12  6.274E-14  1.00E-07
  8.600E+01 2.80441E-18 -1.975E-03 -1.299E-09 -1.057E-09 -2.559E-12  4.950E-14  1.00E-07
  8.650E+01 2.78635E-18 -2.004E-03 -1.278E-09 -1.074E-09 -2.557E-12  3.639E-14  1.00E-07
  8.700E+01 2.76877E-18 -2.034E-03 -1.256E-09 -1.091E-09 -2.553E-12  2.343E-14  1.00E-07
  8.750E+01 2.75166E-18 -2.062E-03 -1.235E-09 -1.107E-09 -2.550E-12  1.062E-14  1.00E-07
  8.800E+01 2.73501E-18 -2.090E-03 -1.214E-09 -1.123E-09 -2.546E-12 -2.044E-15  1.00E-07
  8.850E+01 2.71881E-18 -2.117E-03 -1.192E-09 -1.139E-09 -2.542E-12 -1.456E-14  1.00E-07
  8.900E+01 2.70304E-18 -2.144E-03 -1.171E-09 -1.154E-09 -2.538E-12 -2.693E-14  1.00E-07
  8.950E+01 2.68770E-18 -2.170E-03 -1.150E-09 -1.169E-09 -2.534E-12 -3.914E-14  1.00E-07
  9.000E+01 2.67277E-18 -2.196E-03 -1.128E-09 -1.183E-09 -2.529E-12 -5.120E-14  1.00E-07
  9.050E+01 2.65824E-18 -2.221E-03 -1.107E-09 -1.197E-09 -2.524E-12 -6.311E-14  1.00E-07
  9.100E+01 2.64411E-18 -2.245E-03 -1.086E-09 -1.210E-09 -2.519E-12 -7.486E-14  1.00E-07
  9.150E+01 2.63036E-18 -2.268E-03 -1.065E-09 -1.223E-09 -2.514E-12 -8.646E-14  1.00E-07
  9.200E+01 2.61698E-18 -2.291E-03 -1.044E-09 -1.236E-09 -2.508E-12 -9.790E-14  1.00E-07
  9.250E+01 2.60397E-18 -2.313E-03 -1.023E-09 -1.248E-09 -2.503E-12 -1.092E-13  1.00E-07
  9.300E+01 2.59131E-18 -2.335E-03 -1.002E-09 -1.260E-09 -2.497E-12 -1.203E-13  1.00E-07
  9.350E+01 2.57899E-18 -2.356E-03 -9.811E-10 -1.271E-09 -2.490E-12 -1.313E-13  1.00E-07
  9.400E+01 2.56702E-18 -2.376E-03 -9.604E-10 -1.282E-09 -2.484E-12 -1.420E-13  1.00E-07
  9.450E+01 2.55537E-18 -2.395E-03 -9.397E-10 -1.293E-09 -2.477E-12 -1.527E-13  1.00E-07
  9.500E+01 2.54404E-18 -2.414E-03 -9.191E-10 -1.304E-09 -2.471E-12 -1.632E-13  1.00E-07
  9.550E+01 2.53302E-18 -2.432E-03 -8.986E-10 -1.314E-09 -2.464E-12 -1.735E-13  1.00E-07
  9.600E+01 2.52231E-18 -2.449E-03 -8.782E-10 -1.323E-09 -2.456E-12 -1.836E-13  1.00E-07
  9.650E+01 2.51189E-18 -2.466E-03 -8.579E-10 -1.333E-09 -2.449E-12 -1.936E-13  1.00E-07
  9.700E+01 2.50176E-18 -2.482E-03 -8.377E-10 -1.342E-09 -2.441E-12 -2.034E-13  1.00E-07
  9.750E+01 2.49192E-18 -2.498E-03 -8.176E-10 -1.350E-09 -2.433E-12 -2.130E-13  1.00E-07
  9.800E+01 2.48235E-18 -2.512E-03 -7.976E-10 -1.359E-09 -2.425E-12 -2.225E-13  1.00E-07
  9.850E+01 2.47305E-18 -2.526E-03 -7.777E-10 -1.367E-09 -2.417E-12 -2.318E-13  1.00E-07
  9.900E+01 2.46401E-18 -2.540E-03 -7.579E-10 -1.375E-09 -2.409E-12 -2.410E-13  1.00E-07
  9.950E+01 2.45522E-18 -2.552E-03 -7.383E-10 -1.382E-09 -2.400E-12 -2.500E-13  1.00E-07
  1.000E+02 2.44668E-18 -2.564E-03 -7.187E-10 -1.389E-09 -2.392E-12 -2.588E-13  1.00E-07
  1.005E+02 2.43839E-18 -2.575E-03 -6.993E-10 -1.396E-09 -2.383E-12 -2.674E-13  1.00E-07
  1.010E+02 2.43033E-18 -2.586E-03 -6.800E-10 -1.403E-09 -2.374E-12 -2.759E-13  1.00E-07
  1.015E+02 2.42250E-18 -2.596E-03 -6.609E-10 -1.409E-09 -2.365E-12 -2.842E-13  1.00E-07
  1.020E+02 2.41489E-18 -2.605E-03 -6.418E-10 -1.415E-09 -2.355E-12 -2.923E-13  1.00E-07
  1.025E+02 2.40751E-18 -2.614E-03 -6.229E-10 -1.421E-09 -2.346E-12 -3.003E-13  1.00E-07
  1.030E+02 2.40033E-18 -2.622E-03 -6.042E-10 -1.427E-09 -2.336E-12 -3.081E-13  1.00E-07
