

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.46000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.66288900E-01      0.00000000E+00
       1      2.65988439E-01      2.66063075E-01
       2      1.39461091E-01      1.39490340E-01
       3      7.58167838E-02      7.58311707E-02
       4      4.18974905E-02      4.19050955E-02
       5      2.33479385E-02      2.33520850E-02
       6      1.30683175E-02      1.30706130E-02
       7      7.33073602E-03      7.33201677E-03
       8      4.11604119E-03      4.11675865E-03
       9      2.31148366E-03      2.31188634E-03
      10      1.29774841E-03      1.29797458E-03
      11      7.28232563E-04      7.28359599E-04
      12      4.08386106E-04      4.08457432E-04
      13      2.28857432E-04      2.28897457E-04
      14      1.28157119E-04      1.28179564E-04
      15      7.17142725E-05      7.17268491E-05
      16      4.01015801E-05      4.01086222E-05
      17      2.24089648E-05      2.24129050E-05
      18      1.25141010E-05      1.25163041E-05
      19      6.98407450E-06      6.98530546E-06
      20      3.89550006E-06      3.89618740E-06
      21      2.17158169E-06      2.17196526E-06
      22      1.20993097E-06      1.21014489E-06
      23      6.73796359E-07      6.73915602E-07
      24      3.75052391E-07      3.75118825E-07
      25      2.08670527E-07      2.08707517E-07
      26      1.16050242E-07      1.16070833E-07
      27      6.45144054E-08      6.45258610E-08
      28      3.58510344E-08      3.58574000E-08
      29      1.99153584E-08      1.99189029E-08
      30      1.10591885E-08      1.10611551E-08
      31      6.13927500E-09      6.14036947E-09
      32      3.40701761E-09      3.40762868E-09
      33      1.89011989E-09      1.89045681E-09
      34      1.04829632E-09      1.04848396E-09
      35      5.81235846E-10      5.81338389E-10
      36      3.22195124E-10      3.22255099E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.35939E-17  0.000E+00  5.698E-09  1.062E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.35939E-17 -1.288E-11  5.698E-09  1.062E-09  1.512E-18  2.438E-19  1.00E-07
  1.250E-04 3.35939E-17 -1.609E-11  5.698E-09  1.062E-09  1.890E-18  3.047E-19  1.00E-07
  1.500E-04 3.35939E-17 -1.931E-11  5.698E-09  1.062E-09  2.268E-18  3.657E-19  1.00E-07
  1.750E-04 3.35939E-17 -2.253E-11  5.698E-09  1.062E-09  2.646E-18  4.266E-19  1.00E-07
  2.000E-04 3.35939E-17 -2.575E-11  5.698E-09  1.062E-09  3.024E-18  4.875E-19  1.00E-07
  2.250E-04 3.35939E-17 -2.897E-11  5.698E-09  1.062E-09  3.402E-18  5.485E-19  1.00E-07
  2.500E-04 3.35939E-17 -3.219E-11  5.698E-09  1.062E-09  3.780E-18  6.094E-19  1.00E-07
  2.750E-04 3.35939E-17 -3.541E-11  5.698E-09  1.062E-09  4.158E-18  6.704E-19  1.00E-07
  3.000E-04 3.35939E-17 -3.863E-11  5.698E-09  1.062E-09  4.536E-18  7.313E-19  1.00E-07
  3.250E-04 3.35939E-17 -4.184E-11  5.698E-09  1.062E-09  4.914E-18  7.923E-19  1.00E-07
  3.500E-04 3.35939E-17 -4.506E-11  5.698E-09  1.062E-09  5.292E-18  8.532E-19  1.00E-07
  3.750E-04 3.35939E-17 -4.828E-11  5.698E-09  1.062E-09  5.670E-18  9.141E-19  1.00E-07
  4.000E-04 3.35939E-17 -5.150E-11  5.698E-09  1.062E-09  6.048E-18  9.751E-19  1.00E-07
  4.250E-04 3.35939E-17 -5.472E-11  5.698E-09  1.062E-09  6.426E-18  1.036E-18  1.00E-07
