

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.26000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.91272048E-01      0.00000000E+00
       1      2.68584019E-01      2.68653435E-01
       2      1.35492102E-01      1.35518349E-01
       3      7.07647974E-02      7.07772401E-02
       4      3.75442427E-02      3.75505732E-02
       5      2.00772849E-02      2.00806035E-02
       6      1.07794386E-02      1.07812035E-02
       7      5.79798146E-03      5.79892672E-03
       8      3.12041027E-03      3.12091826E-03
       9      1.67917275E-03      1.67944613E-03
      10      9.03144860E-04      9.03292025E-04
      11      4.85408611E-04      4.85487809E-04
      12      2.60677022E-04      2.60719616E-04
      13      1.39871210E-04      1.39894100E-04
      14      7.49868974E-05      7.49991873E-05
      15      4.01683518E-05      4.01749448E-05
      16      2.15000265E-05      2.15035604E-05
      17      1.14991902E-05      1.15010829E-05
      18      6.14591286E-06      6.14692568E-06
      19      3.28256878E-06      3.28311038E-06
      20      1.75213006E-06      1.75241947E-06
      21      9.34673273E-07      9.34827821E-07
      22      4.98321078E-07      4.98403560E-07
      23      2.65539108E-07      2.65583101E-07
      24      1.41426400E-07      1.41449852E-07
      25      7.52883129E-08      7.53008055E-08
      26      4.00617814E-08      4.00684367E-08
      27      2.13082804E-08      2.13118211E-08
      28      1.13290476E-08      1.13309323E-08
      29      6.02107947E-09      6.02208049E-09
      30      3.19885046E-09      3.19938410E-09
      31      1.69884797E-09      1.69913048E-09
      32      9.01933495E-10      9.02085566E-10
      33      4.78708421E-10      4.78790529E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.44595E-17  0.000E+00  5.754E-09  1.161E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.44595E-17 -1.345E-11  5.754E-09  1.161E-09  1.330E-18  2.281E-19  1.00E-07
  1.250E-04 3.44595E-17 -1.682E-11  5.754E-09  1.161E-09  1.663E-18  2.851E-19  1.00E-07
  1.500E-04 3.44595E-17 -2.018E-11  5.754E-09  1.161E-09  1.996E-18  3.422E-19  1.00E-07
  1.750E-04 3.44595E-17 -2.354E-11  5.754E-09  1.161E-09  2.328E-18  3.992E-19  1.00E-07
  2.000E-04 3.44595E-17 -2.691E-11  5.754E-09  1.161E-09  2.661E-18  4.562E-19  1.00E-07
  2.250E-04 3.44595E-17 -3.027E-11  5.754E-09  1.161E-09  2.993E-18  5.133E-19  1.00E-07
  2.500E-04 3.44595E-17 -3.363E-11  5.754E-09  1.161E-09  3.326E-18  5.703E-19  1.00E-07
  2.750E-04 3.44595E-17 -3.700E-11  5.754E-09  1.161E-09  3.659E-18  6.273E-19  1.00E-07
  3.000E-04 3.44595E-17 -4.036E-11  5.754E-09  1.161E-09  3.991E-18  6.843E-19  1.00E-07
  3.250E-04 3.44595E-17 -4.372E-11  5.754E-09  1.161E-09  4.324E-18  7.414E-19  1.00E-07
  3.500E-04 3.44595E-17 -4.709E-11  5.754E-09  1.161E-09  4.656E-18  7.984E-19  1.00E-07
  3.750E-04 3.44595E-17 -5.045E-11  5.754E-09  1.161E-09  4.989E-18  8.554E-19  1.00E-07
  4.000E-04 3.44595E-17 -5.381E-11  5.754E-09  1.161E-09  5.322E-18  9.125E-19  1.00E-07
