

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 9.60000E+01 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -6.13277697E-02      0.00000000E+00
       1      1.55239509E+00      1.55342026E+00
       2      7.01013007E-01      7.01195437E-01
       3      3.19135562E-01      3.19195835E-01
       4      1.48343203E-01      1.48367759E-01
       5      7.05286318E-02      7.05395517E-02
       6      3.41411962E-02      3.41462805E-02
       7      1.67536378E-02      1.67560701E-02
       8      8.30840542E-03      8.30958978E-03
       9      4.15525490E-03      4.15583888E-03
      10      2.09271855E-03      2.09300928E-03
      11      1.06017238E-03      1.06031824E-03
      12      5.39768897E-04      5.39842549E-04
      13      2.75980405E-04      2.76017800E-04
      14      1.41613360E-04      1.41632435E-04
      15      7.28848602E-05      7.28946285E-05
      16      3.76062233E-05      3.76112424E-05
      17      1.94438149E-05      1.94464011E-05
      18      1.00702039E-05      1.00715396E-05
      19      5.22262787E-06      5.22331900E-06
      20      2.71152701E-06      2.71188519E-06
      21      1.40900172E-06      1.40918757E-06
      22      7.32650572E-07      7.32747108E-07
      23      3.81152864E-07      3.81203046E-07
      24      1.98362651E-07      1.98388749E-07
      25      1.03259693E-07      1.03273273E-07
      26      5.37615470E-08      5.37686179E-08
      27      2.79931111E-08      2.79967928E-08
      28      1.45761550E-08      1.45780735E-08
      29      7.58972740E-09      7.59072562E-09
      30      3.95164269E-09      3.95216448E-09
      31      2.05723831E-09      2.05750548E-09
      32      1.07090398E-09      1.07104350E-09
      33      5.57397054E-10      5.57471987E-10
      34      2.90050580E-10      2.90092086E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.76952E-16  0.000E+00  1.523E-08  1.204E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.76952E-16  2.436E-10  1.523E-08  1.204E-08  1.314E-19  3.119E-18  1.00E-07
  1.250E-04 3.76952E-16  3.046E-10  1.523E-08  1.204E-08  1.642E-19  3.899E-18  1.00E-07
  1.500E-04 3.76952E-16  3.655E-10  1.523E-08  1.204E-08  1.971E-19  4.679E-18  1.00E-07
  1.750E-04 3.76952E-16  4.264E-10  1.523E-08  1.204E-08  2.299E-19  5.458E-18  1.00E-07
  2.000E-04 3.76952E-16  4.873E-10  1.523E-08  1.204E-08  2.628E-19  6.238E-18  1.00E-07
  2.250E-04 3.76952E-16  5.482E-10  1.523E-08  1.204E-08  2.956E-19  7.018E-18  1.00E-07
  2.500E-04 3.76952E-16  6.091E-10  1.523E-08  1.204E-08  3.285E-19  7.798E-18  1.00E-07
  2.750E-04 3.76952E-16  6.700E-10  1.523E-08  1.204E-08  3.613E-19  8.577E-18  1.00E-07
  3.000E-04 3.76952E-16  7.309E-10  1.523E-08  1.204E-08  3.942E-19  9.357E-18  1.00E-07
  3.250E-04 3.76952E-16  7.919E-10  1.523E-08  1.204E-08  4.270E-19  1.014E-17  1.00E-07
  3.500E-04 3.76952E-16  8.528E-10  1.523E-08  1.204E-08  4.598E-19  1.092E-17  1.00E-07
  3.750E-04 3.76952E-16  9.137E-10  1.523E-08  1.204E-08  4.927E-19  1.170E-17  1.00E-07
  4.000E-04 3.76952E-16  9.746E-10  1.523E-08  1.204E-08  5.255E-19  1.248E-17  1.00E-07
  4.250E-04 3.76952E-16  1.036E-09  1.523E-08  1.204E-08  5.584E-19  1.326E-17  1.00E-07
  4.500E-04 3.76952E-16  1.096E-09  1.523E-08  1.204E-08  5.912E-19  1.404E-17  1.00E-07
  4.750E-04 3.76952E-16  1.157E-09  1.523E-08  1.204E-08  6.241E-19  1.482E-17  1.00E-07
  5.000E-04 3.76952E-16  1.218E-09  1.523E-08  1.204E-08  6.569E-19  1.560E-17  1.00E-07
  5.250E-04 3.76952E-16  1.279E-09  1.523E-08  1.204E-08  6.898E-19  1.638E-17  1.00E-07
  5.500E-04 3.76952E-16  1.340E-09  1.523E-08  1.204E-08  7.226E-19  1.715E-17  1.00E-07
  5.750E-04 3.76952E-16  1.401E-09  1.523E-08  1.204E-08  7.555E-19  1.793E-17  1.00E-07
  6.000E-04 3.76952E-16  1.462E-09  1.523E-08  1.204E-08  7.883E-19  1.871E-17  1.00E-07
  6.250E-04 3.76952E-16  1.523E-09  1.523E-08  1.204E-08  8.211E-19  1.949E-17  1.00E-07
  6.500E-04 3.76952E-16  1.584E-09  1.523E-08  1.204E-08  8.540E-19  2.027E-17  1.00E-07
  6.750E-04 3.76952E-16  1.645E-09  1.523E-08  1.204E-08  8.868E-19  2.105E-17  1.00E-07
  7.000E-04 3.76952E-16  1.706E-09  1.523E-08  1.204E-08  9.197E-19  2.183E-17  1.00E-07
  7.250E-04 3.76952E-16  1.766E-09  1.523E-08  1.204E-08  9.525E-19  2.261E-17  1.00E-07
  7.500E-04 3.76952E-16  1.827E-09  1.523E-08  1.204E-08  9.854E-19  2.339E-17  1.00E-07
  7.750E-04 3.76952E-16  1.888E-09  1.523E-08  1.204E-08  1.018E-18  2.417E-17  1.00E-07
  8.000E-04 3.76952E-16  1.949E-09  1.523E-08  1.204E-08  1.051E-18  2.495E-17  1.00E-07
  8.250E-04 3.76952E-16  2.010E-09  1.523E-08  1.204E-08  1.084E-18  2.573E-17  1.00E-07
  8.500E-04 3.76952E-16  2.071E-09  1.523E-08  1.204E-08  1.117E-18  2.651E-17  1.00E-07
  8.750E-04 3.76952E-16  2.132E-09  1.523E-08  1.204E-08  1.150E-18  2.729E-17  1.00E-07
  9.000E-04 3.76952E-16  2.193E-09  1.523E-08  1.204E-08  1.182E-18  2.807E-17  1.00E-07
  9.250E-04 3.76952E-16  2.254E-09  1.523E-08  1.204E-08  1.215E-18  2.885E-17  1.00E-07
  9.500E-04 3.76952E-16  2.315E-09  1.523E-08  1.204E-08  1.248E-18  2.963E-17  1.00E-07
  9.750E-04 3.76952E-16  2.376E-09  1.523E-08  1.204E-08  1.281E-18  3.041E-17  1.00E-07
  1.000E-03 3.76952E-16  2.436E-09  1.523E-08  1.204E-08  1.314E-18  3.119E-17  1.00E-07
  1.250E-03 3.76952E-16  3.046E-09  1.523E-08  1.204E-08  1.642E-18  3.899E-17  1.00E-07
  1.500E-03 3.76952E-16  3.655E-09  1.523E-08  1.204E-08  1.971E-18  4.679E-17  1.00E-07
  1.750E-03 3.76952E-16  4.264E-09  1.523E-08  1.204E-08  2.299E-18  5.458E-17  1.00E-07
  2.000E-03 3.76952E-16  4.873E-09  1.523E-08  1.204E-08  2.628E-18  6.238E-17  1.00E-07
  2.250E-03 3.76952E-16  5.482E-09  1.523E-08  1.204E-08  2.956E-18  7.018E-17  1.00E-07
  2.500E-03 3.76952E-16  6.091E-09  1.523E-08  1.204E-08  3.285E-18  7.798E-17  1.00E-07
  2.750E-03 3.76952E-16  6.700E-09  1.523E-08  1.204E-08  3.613E-18  8.577E-17  1.00E-07
  3.000E-03 3.76952E-16  7.309E-09  1.523E-08  1.204E-08  3.942E-18  9.357E-17  1.00E-07
  3.250E-03 3.76952E-16  7.919E-09  1.523E-08  1.204E-08  4.270E-18  1.014E-16  1.00E-07
  3.500E-03 3.76952E-16  8.528E-09  1.523E-08  1.204E-08  4.598E-18  1.092E-16  1.00E-07
  3.750E-03 3.76952E-16  9.137E-09  1.523E-08  1.204E-08  4.927E-18  1.170E-16  1.00E-07
  4.000E-03 3.76952E-16  9.746E-09  1.523E-08  1.204E-08  5.255E-18  1.248E-16  1.00E-07
