

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.30000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -2.62414641E-01      0.00000000E+00
       1      1.47932900E+00      1.48038984E+00
       2      7.33271430E-01      7.33488625E-01
       3      3.73463318E-01      3.73544990E-01
       4      1.92681446E-01      1.92718648E-01
       5      1.00850750E-01      1.00868989E-01
       6      5.34972346E-02      5.35065326E-02
       7      2.86965436E-02      2.87014005E-02
       8      1.55340677E-02      1.55366469E-02
       9      8.47252693E-03      8.47391286E-03
      10      4.65051070E-03      4.65126226E-03
      11      2.56658600E-03      2.56699656E-03
      12      1.42319298E-03      1.42341864E-03
      13      7.92428975E-04      7.92553665E-04
      14      4.42808261E-04      4.42877474E-04
      15      2.48213727E-04      2.48252300E-04
      16      1.39510715E-04      1.39532286E-04
      17      7.85953128E-05      7.86074131E-05
      18      4.43655554E-05      4.43723606E-05
      19      2.50855984E-05      2.50894342E-05
      20      1.42041927E-05      1.42063590E-05
      21      8.05231274E-06      8.05353807E-06
      22      4.56928399E-06      4.56997805E-06
      23      2.59491064E-06      2.59530421E-06
      24      1.47461063E-06      1.47483402E-06
      25      8.38409871E-07      8.38536757E-07
      26      4.76882324E-07      4.76954442E-07
      27      2.71332017E-07      2.71373031E-07
      28      1.54415557E-07      1.54438884E-07
      29      8.78925335E-08      8.79058118E-08
      30      5.00334035E-08      5.00409602E-08
      31      2.84835583E-08      2.84878617E-08
      32      1.62157664E-08      1.62182144E-08
      33      9.23153545E-09      9.23292992E-09
      34      5.25529177E-09      5.25608377E-09
      35      2.99152946E-09      2.99198288E-09
      36      1.70271322E-09      1.70296993E-09
      37      9.69030319E-10      9.69179600E-10
      38      5.51457122E-10      5.51539436E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.95064E-16  0.000E+00  1.622E-08  1.149E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.95064E-16  2.396E-10  1.622E-08  1.149E-08  1.789E-18  4.185E-18  1.00E-07
  1.250E-04 3.95064E-16  2.994E-10  1.622E-08  1.149E-08  2.236E-18  5.231E-18  1.00E-07
  1.500E-04 3.95064E-16  3.593E-10  1.622E-08  1.149E-08  2.684E-18  6.278E-18  1.00E-07
  1.750E-04 3.95064E-16  4.192E-10  1.622E-08  1.149E-08  3.131E-18  7.324E-18  1.00E-07
  2.000E-04 3.95064E-16  4.791E-10  1.622E-08  1.149E-08  3.578E-18  8.370E-18  1.00E-07
  2.250E-04 3.95064E-16  5.390E-10  1.622E-08  1.149E-08  4.026E-18  9.416E-18  1.00E-07
  2.500E-04 3.95064E-16  5.989E-10  1.622E-08  1.149E-08  4.473E-18  1.046E-17  1.00E-07
  2.750E-04 3.95064E-16  6.588E-10  1.622E-08  1.149E-08  4.920E-18  1.151E-17  1.00E-07
  3.000E-04 3.95064E-16  7.187E-10  1.622E-08  1.149E-08  5.368E-18  1.256E-17  1.00E-07
  3.250E-04 3.95064E-16  7.785E-10  1.622E-08  1.149E-08  5.815E-18  1.360E-17  1.00E-07
  3.500E-04 3.95064E-16  8.384E-10  1.622E-08  1.149E-08  6.262E-18  1.465E-17  1.00E-07
  3.750E-04 3.95064E-16  8.983E-10  1.622E-08  1.149E-08  6.709E-18  1.569E-17  1.00E-07
  4.000E-04 3.95064E-16  9.582E-10  1.622E-08  1.149E-08  7.157E-18  1.674E-17  1.00E-07
  4.250E-04 3.95064E-16  1.018E-09  1.622E-08  1.149E-08  7.604E-18  1.779E-17  1.00E-07
  4.500E-04 3.95064E-16  1.078E-09  1.622E-08  1.149E-08  8.051E-18  1.883E-17  1.00E-07
  4.750E-04 3.95064E-16  1.138E-09  1.622E-08  1.149E-08  8.499E-18  1.988E-17  1.00E-07
  5.000E-04 3.95064E-16  1.198E-09  1.622E-08  1.149E-08  8.946E-18  2.093E-17  1.00E-07
