

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.52000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -2.22573894E-01      0.00000000E+00
       1     -1.56818566E+00     -1.56611889E+00
       2      8.01745592E-01      8.02206815E-01
       3      4.14366053E-01      4.14539968E-01
       4      2.18210878E-01      2.18290111E-01
       5      1.17377259E-01      1.17416533E-01
       6      6.43408463E-02      6.43612777E-02
       7      3.58178750E-02      3.58288430E-02
       8      2.01896694E-02      2.01956875E-02
       9      1.14964625E-02      1.14998184E-02
      10      6.60127453E-03      6.60316931E-03
      11      3.81692841E-03      3.81800889E-03
      12      2.21993315E-03      2.22055431E-03
      13      1.29751451E-03      1.29787402E-03
      14      7.61562370E-04      7.61771629E-04
      15      4.48587366E-04      4.48709754E-04
      16      2.65037234E-04      2.65109107E-04
      17      1.56996568E-04      1.57038922E-04
      18      9.32033213E-05      9.32283540E-05
      19      5.54357597E-05      5.54505924E-05
      20      3.30252834E-05      3.30340912E-05
      21      1.97015121E-05      1.97067519E-05
      22      1.17669212E-05      1.17700432E-05
      23      7.03498562E-06      7.03684835E-06
      24      4.20957755E-06      4.21069021E-06
      25      2.52078588E-06      2.52145116E-06
      26      1.51046490E-06      1.51086302E-06
      27      9.05574887E-07      9.05813302E-07
      28      5.43181135E-07      5.43324002E-07
      29      3.25944589E-07      3.26030243E-07
      30      1.95658112E-07      1.95709493E-07
      31      1.17486177E-07      1.17517005E-07
      32      7.05656282E-08      7.05841348E-08
      33      4.23937282E-08      4.24048405E-08
      34      2.54741231E-08      2.54807996E-08
      35      1.53100339E-08      1.53140411E-08
      36      9.20281608E-09      9.20522499E-09
      37      5.53250214E-09      5.53395173E-09
      38      3.32641514E-09      3.32728584E-09
      39      2.00024614E-09      2.00076204E-09
      40      1.20289888E-09      1.20321069E-09
      41      7.23415317E-10      7.23606452E-10
      42      4.35064858E-10      4.35177865E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.45041E-16  0.000E+00  1.272E-08  9.126E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.45041E-16  3.930E-10  1.272E-08  9.126E-09  2.800E-18  5.795E-18  1.00E-07
  1.250E-04 2.45041E-16  4.913E-10  1.272E-08  9.126E-09  3.500E-18  7.244E-18  1.00E-07
  1.500E-04 2.45041E-16  5.895E-10  1.272E-08  9.126E-09  4.199E-18  8.693E-18  1.00E-07
  1.750E-04 2.45041E-16  6.878E-10  1.272E-08  9.126E-09  4.899E-18  1.014E-17  1.00E-07
  2.000E-04 2.45041E-16  7.860E-10  1.272E-08  9.126E-09  5.599E-18  1.159E-17  1.00E-07
  2.250E-04 2.45041E-16  8.843E-10  1.272E-08  9.126E-09  6.299E-18  1.304E-17  1.00E-07
  2.500E-04 2.45041E-16  9.825E-10  1.272E-08  9.126E-09  6.999E-18  1.449E-17  1.00E-07
  2.750E-04 2.45041E-16  1.081E-09  1.272E-08  9.126E-09  7.699E-18  1.594E-17  1.00E-07
  3.000E-04 2.45041E-16  1.179E-09  1.272E-08  9.126E-09  8.399E-18  1.739E-17  1.00E-07
  3.250E-04 2.45041E-16  1.277E-09  1.272E-08  9.126E-09  9.099E-18  1.883E-17  1.00E-07
  3.500E-04 2.45041E-16  1.376E-09  1.272E-08  9.126E-09  9.799E-18  2.028E-17  1.00E-07
  3.750E-04 2.45041E-16  1.474E-09  1.272E-08  9.126E-09  1.050E-17  2.173E-17  1.00E-07
  4.000E-04 2.45041E-16  1.572E-09  1.272E-08  9.126E-09  1.120E-17  2.318E-17  1.00E-07
  4.250E-04 2.45041E-16  1.670E-09  1.272E-08  9.126E-09  1.190E-17  2.463E-17  1.00E-07
  4.500E-04 2.45041E-16  1.769E-09  1.272E-08  9.126E-09  1.260E-17  2.608E-17  1.00E-07
  4.750E-04 2.45041E-16  1.867E-09  1.272E-08  9.126E-09  1.330E-17  2.753E-17  1.00E-07
  5.000E-04 2.45041E-16  1.965E-09  1.272E-08  9.126E-09  1.400E-17  2.898E-17  1.00E-07
  5.250E-04 2.45041E-16  2.063E-09  1.272E-08  9.126E-09  1.470E-17  3.042E-17  1.00E-07
  5.500E-04 2.45041E-16  2.162E-09  1.272E-08  9.126E-09  1.540E-17  3.187E-17  1.00E-07
  5.750E-04 2.45041E-16  2.260E-09  1.272E-08  9.126E-09  1.610E-17  3.332E-17  1.00E-07
  6.000E-04 2.45041E-16  2.358E-09  1.272E-08  9.126E-09  1.680E-17  3.477E-17  1.00E-07
  6.250E-04 2.45041E-16  2.456E-09  1.272E-08  9.126E-09  1.750E-17  3.622E-17  1.00E-07
  6.500E-04 2.45041E-16  2.555E-09  1.272E-08  9.126E-09  1.820E-17  3.767E-17  1.00E-07
  6.750E-04 2.45041E-16  2.653E-09  1.272E-08  9.126E-09  1.890E-17  3.912E-17  1.00E-07
  7.000E-04 2.45041E-16  2.751E-09  1.272E-08  9.126E-09  1.960E-17  4.057E-17  1.00E-07
  7.250E-04 2.45041E-16  2.849E-09  1.272E-08  9.126E-09  2.030E-17  4.201E-17  1.00E-07
  7.500E-04 2.45041E-16  2.948E-09  1.272E-08  9.126E-09  2.100E-17  4.346E-17  1.00E-07
  7.750E-04 2.45041E-16  3.046E-09  1.272E-08  9.126E-09  2.170E-17  4.491E-17  1.00E-07
  8.000E-04 2.45041E-16  3.144E-09  1.272E-08  9.126E-09  2.240E-17  4.636E-17  1.00E-07
  8.250E-04 2.45041E-16  3.242E-09  1.272E-08  9.126E-09  2.310E-17  4.781E-17  1.00E-07
  8.500E-04 2.45041E-16  3.341E-09  1.272E-08  9.126E-09  2.380E-17  4.926E-17  1.00E-07
  8.750E-04 2.45041E-16  3.439E-09  1.272E-08  9.126E-09  2.450E-17  5.071E-17  1.00E-07
  9.000E-04 2.45041E-16  3.537E-09  1.272E-08  9.126E-09  2.520E-17  5.216E-17  1.00E-07
  9.250E-04 2.45041E-16  3.635E-09  1.272E-08  9.126E-09  2.590E-17  5.360E-17  1.00E-07
  9.500E-04 2.45041E-16  3.734E-09  1.272E-08  9.126E-09  2.660E-17  5.505E-17  1.00E-07
  9.750E-04 2.45041E-16  3.832E-09  1.272E-08  9.126E-09  2.730E-17  5.650E-17  1.00E-07
  1.000E-03 2.45041E-16  3.930E-09  1.272E-08  9.126E-09  2.800E-17  5.795E-17  1.00E-07
  1.250E-03 2.45041E-16  4.913E-09  1.272E-08  9.126E-09  3.500E-17  7.244E-17  1.00E-07
  1.500E-03 2.45041E-16  5.895E-09  1.272E-08  9.126E-09  4.199E-17  8.693E-17  1.00E-07
  1.750E-03 2.45041E-16  6.878E-09  1.272E-08  9.126E-09  4.899E-17  1.014E-16  1.00E-07
