

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.76000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      4.68919470E-01      0.00000000E+00
       1      2.49135687E-01      2.49237210E-01
       2      1.49828921E-01      1.49873877E-01
       3      9.39464163E-02      9.39715394E-02
       4      6.00548383E-02      6.00700251E-02
       5      3.87894511E-02      3.87989656E-02
       6      2.52049106E-02      2.52109845E-02
       7      1.64369641E-02      1.64408835E-02
       8      1.07424529E-02      1.07449983E-02
       9      7.02979757E-03      7.03145710E-03
      10      4.60350760E-03      4.60459213E-03
      11      3.01561759E-03      3.01632735E-03
      12      1.97558193E-03      1.97604679E-03
      13      1.29411230E-03      1.29441687E-03
      14      8.47536947E-04      8.47736511E-04
      15      5.54911419E-04      5.55042170E-04
      16      3.63201242E-04      3.63286890E-04
      17      2.37639158E-04      2.37695246E-04
      18      1.55428145E-04      1.55464862E-04
      19      1.01620215E-04      1.01644243E-04
      20      6.64155509E-05      6.64312693E-05
      21      4.33911235E-05      4.34014020E-05
      22      2.83384993E-05      2.83452181E-05
      23      1.85012805E-05      1.85056707E-05
      24      1.20748102E-05      1.20776778E-05
      25      7.87802357E-06      7.87989601E-06
      26      5.13827838E-06      5.13950058E-06
      27      3.35032017E-06      3.35111768E-06
      28      2.18387722E-06      2.18439744E-06
      29      1.42314160E-06      1.42348084E-06
      30      9.27151229E-07      9.27372384E-07
      31      6.03865375E-07      6.04009506E-07
      32      3.93206799E-07      3.93300710E-07
      33      2.55974814E-07      2.56035980E-07
      34      1.66599190E-07      1.66639024E-07
      35      1.08405597E-07      1.08431531E-07
      36      7.05240391E-08      7.05409170E-08
      37      4.58703671E-08      4.58813524E-08
      38      2.98291571E-08      2.98363046E-08
      39      1.93939509E-08      1.93985967E-08
      40      1.26069237E-08      1.26099435E-08
      41      8.19357649E-09      8.19554504E-09
      42      5.32433738E-09      5.32561523E-09
      43      3.45924627E-09      3.46007774E-09
      44      2.24706976E-09      2.24760923E-09
      45      1.45943983E-09      1.45978934E-09
      46      9.47776052E-10      9.48003534E-10
      47      6.15403006E-10      6.15552286E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.10062E-17  0.000E+00  5.520E-09  7.339E-10  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.10062E-17 -1.061E-11  5.520E-09  7.339E-10  2.690E-18  3.279E-19  1.00E-07
  1.250E-04 3.10062E-17 -1.326E-11  5.520E-09  7.339E-10  3.363E-18  4.099E-19  1.00E-07
  1.500E-04 3.10062E-17 -1.592E-11  5.520E-09  7.339E-10  4.036E-18  4.919E-19  1.00E-07
  1.750E-04 3.10062E-17 -1.857E-11  5.520E-09  7.339E-10  4.708E-18  5.739E-19  1.00E-07
  2.000E-04 3.10062E-17 -2.122E-11  5.520E-09  7.339E-10  5.381E-18  6.559E-19  1.00E-07
  2.250E-04 3.10062E-17 -2.387E-11  5.520E-09  7.339E-10  6.054E-18  7.378E-19  1.00E-07
  2.500E-04 3.10062E-17 -2.653E-11  5.520E-09  7.339E-10  6.726E-18  8.198E-19  1.00E-07
  2.750E-04 3.10062E-17 -2.918E-11  5.520E-09  7.339E-10  7.399E-18  9.018E-19  1.00E-07
  3.000E-04 3.10062E-17 -3.183E-11  5.520E-09  7.339E-10  8.071E-18  9.838E-19  1.00E-07
  3.250E-04 3.10062E-17 -3.448E-11  5.520E-09  7.339E-10  8.744E-18  1.066E-18  1.00E-07
  3.500E-04 3.10062E-17 -3.714E-11  5.520E-09  7.339E-10  9.417E-18  1.148E-18  1.00E-07
  3.750E-04 3.10062E-17 -3.979E-11  5.520E-09  7.339E-10  1.009E-17  1.230E-18  1.00E-07
  4.000E-04 3.10062E-17 -4.244E-11  5.520E-09  7.339E-10  1.076E-17  1.312E-18  1.00E-07
  4.250E-04 3.10062E-17 -4.509E-11  5.520E-09  7.339E-10  1.143E-17  1.394E-18  1.00E-07
  4.500E-04 3.10062E-17 -4.775E-11  5.520E-09  7.339E-10  1.211E-17  1.476E-18  1.00E-07
  4.750E-04 3.10062E-17 -5.040E-11  5.520E-09  7.339E-10  1.278E-17  1.558E-18  1.00E-07
  5.000E-04 3.10062E-17 -5.305E-11  5.520E-09  7.339E-10  1.345E-17  1.640E-18  1.00E-07
  5.250E-04 3.10062E-17 -5.570E-11  5.520E-09  7.339E-10  1.412E-17  1.722E-18  1.00E-07
