

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.92000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -3.77273076E-02      0.00000000E+00
       1     -1.49308573E+00     -1.49107115E+00
       2      7.75560580E-01      7.75959723E-01
       3      3.63953684E-01      3.64087264E-01
       4      1.75611218E-01      1.75666434E-01
       5      8.72904414E-02      8.73156672E-02
       6      4.44300193E-02      4.44422074E-02
       7      2.30268889E-02      2.30329862E-02
       8      1.21017487E-02      1.21048716E-02
       9      6.43034348E-03      6.43197031E-03
      10      3.44712875E-03      3.44798721E-03
      11      1.86127308E-03      1.86173070E-03
      12      1.01097124E-03      1.01121720E-03
      13      5.51824215E-04      5.51957291E-04
      14      3.02437366E-04      3.02509770E-04
      15      1.66320756E-04      1.66360330E-04
      16      9.17251950E-05      9.17469090E-05
      17      5.07059338E-05      5.07178861E-05
      18      2.80858877E-05      2.80924843E-05
      19      1.55824822E-05      1.55861311E-05
      20      8.65740773E-06      8.65942989E-06
      21      4.81554198E-06      4.81666439E-06
      22      2.68119381E-06      2.68181762E-06
      23      1.49406733E-06      1.49441442E-06
      24      8.33135010E-07      8.33328309E-07
      25      4.64854994E-07      4.64962736E-07
      26      2.59500278E-07      2.59560363E-07
      27      1.44925126E-07      1.44958660E-07
      28      8.09670222E-08      8.09857402E-08
      29      4.52489266E-08      4.52593790E-08
      30      2.52944200E-08      2.53002652E-08
      31      1.41429421E-08      1.41462070E-08
      32      7.90933757E-09      7.91116664E-09
      33      4.42401798E-09      4.42504341E-09
      34      2.47488336E-09      2.47545607E-09
      35      1.38462589E-09      1.38494399E-09
      36      7.74756044E-10      7.74940203E-10
      37      4.33551123E-10      4.33648783E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.32440E-16  0.000E+00  1.195E-08  9.462E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.32440E-16  3.786E-10  1.195E-08  9.462E-09  6.456E-19  4.192E-18  1.00E-07
  1.250E-04 2.32440E-16  4.733E-10  1.195E-08  9.462E-09  8.070E-19  5.240E-18  1.00E-07
  1.500E-04 2.32440E-16  5.679E-10  1.195E-08  9.462E-09  9.684E-19  6.288E-18  1.00E-07
  1.750E-04 2.32440E-16  6.626E-10  1.195E-08  9.462E-09  1.130E-18  7.336E-18  1.00E-07
  2.000E-04 2.32440E-16  7.572E-10  1.195E-08  9.462E-09  1.291E-18  8.384E-18  1.00E-07
  2.250E-04 2.32440E-16  8.519E-10  1.195E-08  9.462E-09  1.453E-18  9.432E-18  1.00E-07
  2.500E-04 2.32440E-16  9.465E-10  1.195E-08  9.462E-09  1.614E-18  1.048E-17  1.00E-07
  2.750E-04 2.32440E-16  1.041E-09  1.195E-08  9.462E-09  1.775E-18  1.153E-17  1.00E-07
  3.000E-04 2.32440E-16  1.136E-09  1.195E-08  9.462E-09  1.937E-18  1.258E-17  1.00E-07
  3.250E-04 2.32440E-16  1.231E-09  1.195E-08  9.462E-09  2.098E-18  1.362E-17  1.00E-07
  3.500E-04 2.32440E-16  1.325E-09  1.195E-08  9.462E-09  2.260E-18  1.467E-17  1.00E-07
  3.750E-04 2.32440E-16  1.420E-09  1.195E-08  9.462E-09  2.421E-18  1.572E-17  1.00E-07
  4.000E-04 2.32440E-16  1.514E-09  1.195E-08  9.462E-09  2.582E-18  1.677E-17  1.00E-07
  4.250E-04 2.32440E-16  1.609E-09  1.195E-08  9.462E-09  2.744E-18  1.782E-17  1.00E-07
  4.500E-04 2.32440E-16  1.704E-09  1.195E-08  9.462E-09  2.905E-18  1.886E-17  1.00E-07
  4.750E-04 2.32440E-16  1.798E-09  1.195E-08  9.462E-09  3.067E-18  1.991E-17  1.00E-07
  5.000E-04 2.32440E-16  1.893E-09  1.195E-08  9.462E-09  3.228E-18  2.096E-17  1.00E-07
  5.250E-04 2.32440E-16  1.988E-09  1.195E-08  9.462E-09  3.389E-18  2.201E-17  1.00E-07
  5.500E-04 2.32440E-16  2.082E-09  1.195E-08  9.462E-09  3.551E-18  2.306E-17  1.00E-07
  5.750E-04 2.32440E-16  2.177E-09  1.195E-08  9.462E-09  3.712E-18  2.410E-17  1.00E-07
  6.000E-04 2.32440E-16  2.272E-09  1.195E-08  9.462E-09  3.873E-18  2.515E-17  1.00E-07
