

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.94000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -7.92554925E-01      0.00000000E+00
       1      1.28029292E+00      1.28150837E+00
       2      7.57082389E-01      7.57414403E-01
       3      4.77206724E-01      4.77362726E-01
       4      3.06420710E-01      3.06509733E-01
       5      1.97987547E-01      1.98041817E-01
       6      1.28487279E-01      1.28521272E-01
       7      8.37457928E-02      8.37674077E-02
       8      5.48188383E-02      5.48327251E-02
       9      3.60309543E-02      3.60399469E-02
      10      2.37728320E-02      2.37786925E-02
      11      1.57404886E-02      1.57443284E-02
      12      1.04560227E-02      1.04585499E-02
      13      6.96650348E-03      6.96817347E-03
      14      4.65438596E-03      4.65549342E-03
      15      3.11757555E-03      3.11831232E-03
      16      2.09311724E-03      2.09360883E-03
      17      1.40835677E-03      1.40868565E-03
      18      9.49510256E-04      9.49730827E-04
      19      6.41333347E-04      6.41481611E-04
      20      4.33908572E-04      4.34008440E-04
      21      2.94021771E-04      2.94089170E-04
      22      1.99511393E-04      1.99556960E-04
      23      1.35552166E-04      1.35583021E-04
      24      9.22025345E-05      9.22234589E-05
      25      6.27808936E-05      6.27951022E-05
      26      4.27872555E-05      4.27969154E-05
      27      2.91850978E-05      2.91916724E-05
      28      1.99217955E-05      1.99262745E-05
      29      1.36075651E-05      1.36106192E-05
      30      9.30002420E-06      9.30210832E-06
      31      6.35930220E-06      6.36072537E-06
      32      4.35040127E-06      4.35137372E-06
      33      2.97727509E-06      2.97793991E-06
      34      2.03824377E-06      2.03869850E-06
      35      1.39579192E-06      1.39610308E-06
      36      9.56080805E-07      9.56293797E-07
      37      6.55030814E-07      6.55176655E-07
      38      4.48856458E-07      4.48956346E-07
      39      3.07623108E-07      3.07691538E-07
      40      2.10855420E-07      2.10902305E-07
      41      1.44542086E-07      1.44574221E-07
      42      9.90920611E-08      9.91140898E-08
      43      6.79375633E-08      6.79526602E-08
      44      4.65801673E-08      4.65905155E-08
      45      3.19377793E-08      3.19448735E-08
      46      2.18985483E-08      2.19034125E-08
      47      1.50151608E-08      1.50184943E-08
      48      1.02953884E-08      1.02976799E-08
      49      7.05904821E-09      7.06061914E-09
      50      4.83994908E-09      4.84101916E-09
      51      3.31840127E-09      3.31913702E-09
      52      2.27508844E-09      2.27559324E-09
      53      1.55974216E-09      1.56009084E-09
      54      1.06921823E-09      1.06946071E-09
      55      7.32937693E-10      7.33100793E-10
      56      5.02418389E-10      5.02532791E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.60024E-16  0.000E+00  1.899E-08  9.970E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.60024E-16  1.989E-10  1.899E-08  9.970E-09  9.216E-18  7.248E-18  1.00E-07
  1.250E-04 4.60024E-16  2.486E-10  1.899E-08  9.970E-09  1.152E-17  9.059E-18  1.00E-07
  1.500E-04 4.60024E-16  2.983E-10  1.899E-08  9.970E-09  1.382E-17  1.087E-17  1.00E-07
  1.750E-04 4.60024E-16  3.480E-10  1.899E-08  9.970E-09  1.613E-17  1.268E-17  1.00E-07
  2.000E-04 4.60024E-16  3.977E-10  1.899E-08  9.970E-09  1.843E-17  1.450E-17  1.00E-07
  2.250E-04 4.60024E-16  4.474E-10  1.899E-08  9.970E-09  2.074E-17  1.631E-17  1.00E-07
  2.500E-04 4.60024E-16  4.972E-10  1.899E-08  9.970E-09  2.304E-17  1.812E-17  1.00E-07
  2.750E-04 4.60024E-16  5.469E-10  1.899E-08  9.970E-09  2.534E-17  1.993E-17  1.00E-07
  3.000E-04 4.60024E-16  5.966E-10  1.899E-08  9.970E-09  2.765E-17  2.174E-17  1.00E-07
  3.250E-04 4.60024E-16  6.463E-10  1.899E-08  9.970E-09  2.995E-17  2.355E-17  1.00E-07
  3.500E-04 4.60024E-16  6.960E-10  1.899E-08  9.970E-09  3.226E-17  2.537E-17  1.00E-07
  3.750E-04 4.60024E-16  7.457E-10  1.899E-08  9.970E-09  3.456E-17  2.718E-17  1.00E-07
  4.000E-04 4.60024E-16  7.955E-10  1.899E-08  9.970E-09  3.686E-17  2.899E-17  1.00E-07
  4.250E-04 4.60024E-16  8.452E-10  1.899E-08  9.970E-09  3.917E-17  3.080E-17  1.00E-07
  4.500E-04 4.60024E-16  8.949E-10  1.899E-08  9.970E-09  4.147E-17  3.261E-17  1.00E-07
  4.750E-04 4.60024E-16  9.446E-10  1.899E-08  9.970E-09  4.378E-17  3.443E-17  1.00E-07
  5.000E-04 4.60024E-16  9.943E-10  1.899E-08  9.970E-09  4.608E-17  3.624E-17  1.00E-07
  5.250E-04 4.60024E-16  1.044E-09  1.899E-08  9.970E-09  4.838E-17  3.805E-17  1.00E-07
  5.500E-04 4.60024E-16  1.094E-09  1.899E-08  9.970E-09  5.069E-17  3.986E-17  1.00E-07
  5.750E-04 4.60024E-16  1.143E-09  1.899E-08  9.970E-09  5.299E-17  4.167E-17  1.00E-07
  6.000E-04 4.60024E-16  1.193E-09  1.899E-08  9.970E-09  5.530E-17  4.349E-17  1.00E-07
  6.250E-04 4.60024E-16  1.243E-09  1.899E-08  9.970E-09  5.760E-17  4.530E-17  1.00E-07
  6.500E-04 4.60024E-16  1.293E-09  1.899E-08  9.970E-09  5.990E-17  4.711E-17  1.00E-07
