

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 5.60000E+01 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      8.10649471E-01      0.00000000E+00
       1     -1.14118997E+00     -1.13924779E+00
       2      5.01299355E-01      5.01458681E-01
       3      1.28906734E-01      1.28931594E-01
       4      3.81932141E-02      3.81995205E-02
       5      1.20533898E-02      1.20552544E-02
       6      3.93524035E-03      3.93582724E-03
       7      1.31274495E-03      1.31293601E-03
       8      4.44493612E-04      4.44557176E-04
       9      1.52131207E-04      1.52152682E-04
      10      5.24796459E-05      5.24869831E-05
      11      1.82090465E-05      1.82115741E-05
      12      6.34532427E-06      6.34620040E-06
      13      2.21825605E-06      2.21856112E-06
      14      7.77335875E-07      7.77442461E-07
      15      2.72888734E-07      2.72926070E-07
      16      9.59291743E-08      9.59422789E-08
      17      3.37568410E-08      3.37614471E-08
      18      1.18881250E-08      1.18897479E-08
      19      4.18912099E-09      4.18969229E-09
      20      1.47679412E-09      1.47699451E-09
      21      5.20798648E-10      5.20869318E-10
      22      1.83711310E-10      1.83739342E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 1.83191E-16  0.000E+00  7.619E-09  1.119E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 1.83191E-16  2.910E-11  7.619E-09  1.119E-08 -3.422E-18 -4.674E-18  1.00E-07
  1.250E-04 1.83191E-16  3.637E-11  7.619E-09  1.119E-08 -4.277E-18 -5.843E-18  1.00E-07
  1.500E-04 1.83191E-16  4.365E-11  7.619E-09  1.119E-08 -5.132E-18 -7.011E-18  1.00E-07
  1.750E-04 1.83191E-16  5.092E-11  7.619E-09  1.119E-08 -5.988E-18 -8.180E-18  1.00E-07
  2.000E-04 1.83191E-16  5.819E-11  7.619E-09  1.119E-08 -6.843E-18 -9.348E-18  1.00E-07
  2.250E-04 1.83191E-16  6.547E-11  7.619E-09  1.119E-08 -7.699E-18 -1.052E-17  1.00E-07
  2.500E-04 1.83191E-16  7.274E-11  7.619E-09  1.119E-08 -8.554E-18 -1.169E-17  1.00E-07
  2.750E-04 1.83191E-16  8.002E-11  7.619E-09  1.119E-08 -9.410E-18 -1.285E-17  1.00E-07
  3.000E-04 1.83191E-16  8.729E-11  7.619E-09  1.119E-08 -1.026E-17 -1.402E-17  1.00E-07
  3.250E-04 1.83191E-16  9.457E-11  7.619E-09  1.119E-08 -1.112E-17 -1.519E-17  1.00E-07
  3.500E-04 1.83191E-16  1.018E-10  7.619E-09  1.119E-08 -1.198E-17 -1.636E-17  1.00E-07
  3.750E-04 1.83191E-16  1.091E-10  7.619E-09  1.119E-08 -1.283E-17 -1.753E-17  1.00E-07
  4.000E-04 1.83191E-16  1.164E-10  7.619E-09  1.119E-08 -1.369E-17 -1.870E-17  1.00E-07
