

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.68000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -7.33763908E-01      0.00000000E+00
       1      1.30300236E+00      1.30419540E+00
       2      7.58327439E-01      7.58644402E-01
       3      4.69170927E-01      4.69317212E-01
       4      2.95232731E-01      2.95314611E-01
       5      1.86925182E-01      1.86974076E-01
       6      1.18932702E-01      1.18962710E-01
       7      7.60461917E-02      7.60649014E-02
       8      4.88586700E-02      4.88704646E-02
       9      3.15327634E-02      3.15402616E-02
      10      2.04352558E-02      2.04400551E-02
      11      1.32935136E-02      1.32966027E-02
      12      8.67758016E-03      8.67957802E-03
      13      5.68236692E-03      5.68366444E-03
      14      3.73179427E-03      3.73264008E-03
      15      2.45731378E-03      2.45786697E-03
      16      1.62204597E-03      1.62240887E-03
      17      1.07309238E-03      1.07333112E-03
      18      7.11376968E-04      7.11534415E-04
      19      4.72469076E-04      4.72573155E-04
      20      3.14329059E-04      3.14398006E-04
      21      2.09442208E-04      2.09487969E-04
      22      1.39748657E-04      1.39779084E-04
      23      9.33628948E-05      9.33831579E-05
      24      6.24435928E-05      6.24571069E-05
      25      4.18057679E-05      4.18147926E-05
      26      2.80137465E-05      2.80197802E-05
      27      1.87866230E-05      1.87906612E-05
      28      1.26074851E-05      1.26101903E-05
      29      8.46591149E-06      8.46772523E-06
      30      5.68789036E-06      5.68910728E-06
      31      3.82323401E-06      3.82405102E-06
      32      2.57090254E-06      2.57145137E-06
      33      1.72938257E-06      1.72975143E-06
      34      1.16365843E-06      1.16390644E-06
      35      7.83194167E-07      7.83360984E-07
      36      5.27236467E-07      5.27348703E-07
      37      3.54991650E-07      3.55067185E-07
      38      2.39052829E-07      2.39103678E-07
      39      1.60997948E-07      1.61032186E-07
      40      1.08439340E-07      1.08462394E-07
      41      7.30439667E-08      7.30594860E-08
      42      4.92043818E-08      4.92148391E-08
      43      3.31464909E-08      3.31535334E-08
      44      2.23295905E-08      2.23343351E-08
      45      1.50427401E-08      1.50459378E-08
      46      1.01337012E-08      1.01358512E-08
      47      6.82656503E-09      6.82801668E-09
      48      4.59865765E-09      4.59963425E-09
      49      3.09775184E-09      3.09840837E-09
      50      2.08659471E-09      2.08704167E-09
      51      1.40539363E-09      1.40569504E-09
      52      9.46546682E-10      9.46748438E-10
      53      6.37503535E-10      6.37636772E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.52051E-16  0.000E+00  1.868E-08  1.016E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.52051E-16  2.048E-10  1.868E-08  1.016E-08  8.068E-18  6.869E-18  1.00E-07
  1.250E-04 4.52051E-16  2.560E-10  1.868E-08  1.016E-08  1.009E-17  8.586E-18  1.00E-07
  1.500E-04 4.52051E-16  3.072E-10  1.868E-08  1.016E-08  1.210E-17  1.030E-17  1.00E-07
  1.750E-04 4.52051E-16  3.585E-10  1.868E-08  1.016E-08  1.412E-17  1.202E-17  1.00E-07
  2.000E-04 4.52051E-16  4.097E-10  1.868E-08  1.016E-08  1.614E-17  1.374E-17  1.00E-07
  2.250E-04 4.52051E-16  4.609E-10  1.868E-08  1.016E-08  1.815E-17  1.545E-17  1.00E-07
  2.500E-04 4.52051E-16  5.121E-10  1.868E-08  1.016E-08  2.017E-17  1.717E-17  1.00E-07
  2.750E-04 4.52051E-16  5.633E-10  1.868E-08  1.016E-08  2.219E-17  1.889E-17  1.00E-07
  3.000E-04 4.52051E-16  6.145E-10  1.868E-08  1.016E-08  2.420E-17  2.061E-17  1.00E-07
  3.250E-04 4.52051E-16  6.657E-10  1.868E-08  1.016E-08  2.622E-17  2.232E-17  1.00E-07
  3.500E-04 4.52051E-16  7.169E-10  1.868E-08  1.016E-08  2.824E-17  2.404E-17  1.00E-07
  3.750E-04 4.52051E-16  7.681E-10  1.868E-08  1.016E-08  3.026E-17  2.576E-17  1.00E-07
  4.000E-04 4.52051E-16  8.193E-10  1.868E-08  1.016E-08  3.227E-17  2.747E-17  1.00E-07
  4.250E-04 4.52051E-16  8.705E-10  1.868E-08  1.016E-08  3.429E-17  2.919E-17  1.00E-07
  4.500E-04 4.52051E-16  9.217E-10  1.868E-08  1.016E-08  3.631E-17  3.091E-17  1.00E-07
  4.750E-04 4.52051E-16  9.729E-10  1.868E-08  1.016E-08  3.832E-17  3.263E-17  1.00E-07
  5.000E-04 4.52051E-16  1.024E-09  1.868E-08  1.016E-08  4.034E-17  3.434E-17  1.00E-07
  5.250E-04 4.52051E-16  1.075E-09  1.868E-08  1.016E-08  4.236E-17  3.606E-17  1.00E-07
  5.500E-04 4.52051E-16  1.127E-09  1.868E-08  1.016E-08  4.438E-17  3.778E-17  1.00E-07
  5.750E-04 4.52051E-16  1.178E-09  1.868E-08  1.016E-08  4.639E-17  3.949E-17  1.00E-07
  6.000E-04 4.52051E-16  1.229E-09  1.868E-08  1.016E-08  4.841E-17  4.121E-17  1.00E-07
  6.250E-04 4.52051E-16  1.280E-09  1.868E-08  1.016E-08  5.043E-17  4.293E-17  1.00E-07
