

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.90000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.24043103E-01      0.00000000E+00
       1      2.60051012E-01      2.60135862E-01
       2      1.45096409E-01      1.45131594E-01
       3      8.41535539E-02      8.41719086E-02
       4      4.96741208E-02      4.96844373E-02
       5      2.95926389E-02      2.95986312E-02
       6      1.77193533E-02      1.77228926E-02
       7      1.06399265E-02      1.06420359E-02
       8      6.39846923E-03      6.39973285E-03
       9      3.85040390E-03      3.85116296E-03
      10      2.31744752E-03      2.31790413E-03
      11      1.39460438E-03      1.39487923E-03
      12      8.38970308E-04      8.39135761E-04
      13      5.04484081E-04      5.04583664E-04
      14      3.03198037E-04      3.03257951E-04
      15      1.82125251E-04      1.82161281E-04
      16      1.09338883E-04      1.09360539E-04
      17      6.56056624E-05      6.56186714E-05
      18      3.93437088E-05      3.93515191E-05
      19      2.35821663E-05      2.35868528E-05
      20      1.41278100E-05      1.41306205E-05
      21      8.45975155E-06      8.46143622E-06
      22      5.06338588E-06      5.06439517E-06
      23      3.02924270E-06      3.02984707E-06
      24      1.81152968E-06      1.81189142E-06
      25      1.08288806E-06      1.08310448E-06
      26      6.47077776E-07      6.47207203E-07
      27      3.86519817E-07      3.86597186E-07
      28      2.30800465E-07      2.30846698E-07
      29      1.37771060E-07      1.37798681E-07
      30      8.22133533E-08      8.22298439E-08
      31      4.90450583E-08      4.90549018E-08
      32      2.92497735E-08      2.92556491E-08
      33      1.74393616E-08      1.74428685E-08
      34      1.03949607E-08      1.03970513E-08
      35      6.19442561E-09      6.19567517E-09
      36      3.69041309E-09      3.69115466E-09
      37      2.19811890E-09      2.19856186E-09
      38      1.30896984E-09      1.30923422E-09
      39      7.79274229E-10      7.79431183E-10
      40      4.63809777E-10      4.63902554E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.23244E-17  0.000E+00  5.612E-09  9.084E-10  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.23244E-17 -1.189E-11  5.612E-09  9.084E-10  1.911E-18  2.751E-19  1.00E-07
  1.250E-04 3.23244E-17 -1.487E-11  5.612E-09  9.084E-10  2.389E-18  3.439E-19  1.00E-07
  1.500E-04 3.23244E-17 -1.784E-11  5.612E-09  9.084E-10  2.867E-18  4.127E-19  1.00E-07
  1.750E-04 3.23244E-17 -2.081E-11  5.612E-09  9.084E-10  3.345E-18  4.814E-19  1.00E-07
  2.000E-04 3.23244E-17 -2.378E-11  5.612E-09  9.084E-10  3.823E-18  5.502E-19  1.00E-07
  2.250E-04 3.23244E-17 -2.676E-11  5.612E-09  9.084E-10  4.300E-18  6.190E-19  1.00E-07
  2.500E-04 3.23244E-17 -2.973E-11  5.612E-09  9.084E-10  4.778E-18  6.878E-19  1.00E-07
  2.750E-04 3.23244E-17 -3.270E-11  5.612E-09  9.084E-10  5.256E-18  7.565E-19  1.00E-07
  3.000E-04 3.23244E-17 -3.568E-11  5.612E-09  9.084E-10  5.734E-18  8.253E-19  1.00E-07
  3.250E-04 3.23244E-17 -3.865E-11  5.612E-09  9.084E-10  6.212E-18  8.941E-19  1.00E-07
  3.500E-04 3.23244E-17 -4.162E-11  5.612E-09  9.084E-10  6.689E-18  9.629E-19  1.00E-07
  3.750E-04 3.23244E-17 -4.460E-11  5.612E-09  9.084E-10  7.167E-18  1.032E-18  1.00E-07
  4.000E-04 3.23244E-17 -4.757E-11  5.612E-09  9.084E-10  7.645E-18  1.100E-18  1.00E-07
  4.250E-04 3.23244E-17 -5.054E-11  5.612E-09  9.084E-10  8.123E-18  1.169E-18  1.00E-07
  4.500E-04 3.23244E-17 -5.351E-11  5.612E-09  9.084E-10  8.601E-18  1.238E-18  1.00E-07
  4.750E-04 3.23244E-17 -5.649E-11  5.612E-09  9.084E-10  9.079E-18  1.307E-18  1.00E-07
