

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.34000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      4.92645361E-01      0.00000000E+00
       1      2.54290706E-01      2.54384515E-01
       2      1.48202926E-01      1.48243356E-01
       3      8.99437319E-02      8.99656913E-02
       4      5.56092132E-02      5.56220922E-02
       5      3.47216170E-02      3.47294353E-02
       6      2.18015555E-02      2.18063872E-02
       7      1.37339435E-02      1.37369595E-02
       8      8.66805774E-03      8.66995135E-03
       9      5.47638246E-03      5.47757544E-03
      10      3.46157196E-03      3.46232502E-03
      11      2.18830176E-03      2.18877763E-03
      12      1.38323594E-03      1.38353679E-03
      13      8.74132279E-04      8.74322506E-04
      14      5.52217589E-04      5.52337854E-04
      15      3.48715877E-04      3.48791891E-04
      16      2.20114419E-04      2.20162447E-04
      17      1.38878355E-04      1.38908689E-04
      18      8.75847912E-05      8.76039407E-05
      19      5.52119120E-05      5.52239957E-05
      20      3.47897040E-05      3.47973256E-05
      21      2.19122867E-05      2.19170917E-05
      22      1.37958861E-05      1.37989141E-05
      23      8.68245856E-06      8.68436595E-06
      24      5.46227442E-06      5.46347541E-06
      25      3.43517155E-06      3.43592746E-06
      26      2.15960238E-06      2.16007797E-06
      27      1.35723721E-06      1.35753633E-06
      28      8.52707900E-07      8.52895961E-07
      29      5.35566017E-07      5.35684218E-07
      30      3.36278734E-07      3.36352992E-07
      31      2.11088574E-07      2.11135220E-07
      32      1.32468832E-07      1.32498120E-07
      33      8.31095600E-08      8.31279438E-08
      34      5.21292548E-08      5.21407913E-08
      35      3.26895407E-08      3.26967787E-08
      36      2.04944389E-08      2.04989787E-08
      37      1.28460303E-08      1.28488799E-08
      38      8.05028078E-09      8.05207070E-09
      39      5.04387788E-09      5.04499098E-09
      40      3.15955688E-09      3.16025563E-09
      41      1.97881444E-09      1.97925422E-09
      42      1.23911830E-09      1.23939454E-09
      43      7.75768921E-10      7.75939129E-10
      44      4.85551057E-10      4.85659180E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.15293E-17  0.000E+00  5.557E-09  8.057E-10  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.15293E-17 -1.116E-11  5.557E-09  8.057E-10  2.310E-18  3.033E-19  1.00E-07
  1.250E-04 3.15293E-17 -1.395E-11  5.557E-09  8.057E-10  2.888E-18  3.791E-19  1.00E-07
  1.500E-04 3.15293E-17 -1.674E-11  5.557E-09  8.057E-10  3.465E-18  4.549E-19  1.00E-07
  1.750E-04 3.15293E-17 -1.953E-11  5.557E-09  8.057E-10  4.043E-18  5.307E-19  1.00E-07
  2.000E-04 3.15293E-17 -2.232E-11  5.557E-09  8.057E-10  4.620E-18  6.065E-19  1.00E-07
  2.250E-04 3.15293E-17 -2.511E-11  5.557E-09  8.057E-10  5.198E-18  6.823E-19  1.00E-07
  2.500E-04 3.15293E-17 -2.790E-11  5.557E-09  8.057E-10  5.775E-18  7.582E-19  1.00E-07
  2.750E-04 3.15293E-17 -3.069E-11  5.557E-09  8.057E-10  6.353E-18  8.340E-19  1.00E-07
  3.000E-04 3.15293E-17 -3.348E-11  5.557E-09  8.057E-10  6.930E-18  9.098E-19  1.00E-07
  3.250E-04 3.15293E-17 -3.627E-11  5.557E-09  8.057E-10  7.508E-18  9.856E-19  1.00E-07
  3.500E-04 3.15293E-17 -3.906E-11  5.557E-09  8.057E-10  8.085E-18  1.061E-18  1.00E-07
  3.750E-04 3.15293E-17 -4.185E-11  5.557E-09  8.057E-10  8.663E-18  1.137E-18  1.00E-07
  4.000E-04 3.15293E-17 -4.464E-11  5.557E-09  8.057E-10  9.240E-18  1.213E-18  1.00E-07
  4.250E-04 3.15293E-17 -4.743E-11  5.557E-09  8.057E-10  9.818E-18  1.289E-18  1.00E-07
  4.500E-04 3.15293E-17 -5.022E-11  5.557E-09  8.057E-10  1.040E-17  1.365E-18  1.00E-07
  4.750E-04 3.15293E-17 -5.301E-11  5.557E-09  8.057E-10  1.097E-17  1.440E-18  1.00E-07
  5.000E-04 3.15293E-17 -5.580E-11  5.557E-09  8.057E-10  1.155E-17  1.516E-18  1.00E-07
