 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   8,   projectile: electron
 #  Kinetic energy = 1.74000E+02 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  1.825E+01  2.51504E-02  6.73282E-09  8.26060E-09 -2.87801E-13  5.66323E-13
  1.850E+01  2.58382E-02  6.62941E-09  8.22648E-09 -2.97846E-13  5.71688E-13
  1.875E+01  2.65349E-02  6.52600E-09  8.19203E-09 -3.08056E-13  5.76965E-13
  1.900E+01  2.72407E-02  6.42260E-09  8.15724E-09 -3.18429E-13  5.82150E-13
  1.925E+01  2.79555E-02  6.31926E-09  8.12212E-09 -3.28963E-13  5.87246E-13
  1.950E+01  2.86793E-02  6.21600E-09  8.08668E-09 -3.39656E-13  5.92249E-13
  1.975E+01  2.94120E-02  6.11286E-09  8.05092E-09 -3.50507E-13  5.97161E-13
  2.000E+01  3.01537E-02  6.00985E-09  8.01484E-09 -3.61512E-13  6.01980E-13
  2.025E+01  3.09043E-02  5.90700E-09  7.97845E-09 -3.72670E-13  6.06705E-13
  2.050E+01  3.16639E-02  5.80436E-09  7.94175E-09 -3.83979E-13  6.11337E-13
  2.075E+01  3.24324E-02  5.70193E-09  7.90475E-09 -3.95436E-13  6.15874E-13
  2.100E+01  3.32098E-02  5.59974E-09  7.86746E-09 -4.07039E-13  6.20316E-13
  2.125E+01  3.39961E-02  5.49783E-09  7.82987E-09 -4.18785E-13  6.24663E-13
  2.150E+01  3.47912E-02  5.39621E-09  7.79199E-09 -4.30673E-13  6.28913E-13
  2.175E+01  3.55952E-02  5.29490E-09  7.75384E-09 -4.42700E-13  6.33067E-13
  2.200E+01  3.64081E-02  5.19394E-09  7.71540E-09 -4.54863E-13  6.37124E-13
  2.225E+01  3.72297E-02  5.09334E-09  7.67669E-09 -4.67160E-13  6.41084E-13
  2.250E+01  3.80602E-02  4.99313E-09  7.63771E-09 -4.79588E-13  6.44945E-13
  2.275E+01  3.88995E-02  4.89331E-09  7.59847E-09 -4.92146E-13  6.48709E-13
  2.300E+01  3.97476E-02  4.79393E-09  7.55896E-09 -5.04830E-13  6.52373E-13
  2.325E+01  4.06044E-02  4.69499E-09  7.51921E-09 -5.17637E-13  6.55938E-13
  2.350E+01  4.14700E-02  4.59651E-09  7.47920E-09 -5.30566E-13  6.59404E-13
  2.375E+01  4.23443E-02  4.49852E-09  7.43895E-09 -5.43614E-13  6.62770E-13
  2.400E+01  4.32273E-02  4.40102E-09  7.39846E-09 -5.56778E-13  6.66035E-13
  2.425E+01  4.41190E-02  4.30404E-09  7.35773E-09 -5.70055E-13  6.69200E-13
  2.450E+01  4.50194E-02  4.20760E-09  7.31677E-09 -5.83443E-13  6.72265E-13
  2.475E+01  4.59284E-02  4.11170E-09  7.27558E-09 -5.96939E-13  6.75228E-13
  2.500E+01  4.68461E-02  4.01637E-09  7.23418E-09 -6.10541E-13  6.78089E-13
  2.550E+01  4.87074E-02  3.82746E-09  7.15072E-09 -6.38050E-13  6.83508E-13
  2.600E+01  5.06030E-02  3.64097E-09  7.06644E-09 -6.65950E-13  6.88517E-13
  2.650E+01  5.25328E-02  3.45702E-09  6.98137E-09 -6.94219E-13  6.93117E-13
  2.700E+01  5.44967E-02  3.27568E-09  6.89554E-09 -7.22836E-13  6.97306E-13
  2.750E+01  5.64946E-02  3.09706E-09  6.80900E-09 -7.51780E-13  7.01083E-13
  2.800E+01  5.85262E-02  2.92122E-09  6.72179E-09 -7.81030E-13  7.04446E-13
  2.850E+01  6.05914E-02  2.74824E-09  6.63394E-09 -8.10565E-13  7.07397E-13
  2.900E+01  6.26901E-02  2.57818E-09  6.54548E-09 -8.40365E-13  7.09934E-13
  2.950E+01  6.48222E-02  2.41110E-09  6.45647E-09 -8.70408E-13  7.12057E-13
  3.000E+01  6.69873E-02  2.24704E-09  6.36692E-09 -9.00676E-13  7.13768E-13
  3.050E+01  6.91854E-02  2.08605E-09  6.27689E-09 -9.31147E-13  7.15065E-13
  3.100E+01  7.14163E-02  1.92817E-09  6.18640E-09 -9.61802E-13  7.15951E-13
  3.150E+01  7.36799E-02  1.77342E-09  6.09549E-09 -9.92623E-13  7.16426E-13
  3.200E+01  7.59760E-02  1.62184E-09  6.00420E-09 -1.02359E-12  7.16492E-13
  3.250E+01  7.83043E-02  1.47344E-09  5.91256E-09 -1.05468E-12  7.16149E-13
  3.300E+01  8.06647E-02  1.32824E-09  5.82061E-09 -1.08588E-12  7.15400E-13
  3.350E+01  8.30571E-02  1.18625E-09  5.72838E-09 -1.11718E-12  7.14247E-13
  3.400E+01  8.54812E-02  1.04749E-09  5.63590E-09 -1.14854E-12  7.12691E-13
  3.450E+01  8.79369E-02  9.11945E-10  5.54322E-09 -1.17996E-12  7.10735E-13
  3.500E+01  9.04240E-02  7.79625E-10  5.45036E-09 -1.21142E-12  7.08382E-13
  3.550E+01  9.29422E-02  6.50522E-10  5.35735E-09 -1.24291E-12  7.05634E-13
  3.600E+01  9.54915E-02  5.24631E-10  5.26423E-09 -1.27440E-12  7.02494E-13
  3.650E+01  9.80716E-02  4.01941E-10  5.17103E-09 -1.30588E-12  6.98966E-13
  3.700E+01  1.00682E-01  2.82438E-10  5.07778E-09 -1.33733E-12  6.95052E-13
  3.750E+01  1.03323E-01  1.66106E-10  4.98451E-09 -1.36875E-12  6.90757E-13
  3.800E+01  1.05995E-01  5.29270E-11  4.89126E-09 -1.40011E-12  6.86083E-13
  3.850E+01  1.08696E-01 -5.71206E-11  4.79804E-09 -1.43140E-12  6.81035E-13
  3.900E+01  1.11427E-01 -1.64060E-10  4.70490E-09 -1.46261E-12  6.75617E-13
  3.950E+01  1.14188E-01 -2.67915E-10  4.61185E-09 -1.49372E-12  6.69833E-13
  4.000E+01  1.16978E-01 -3.68715E-10  4.51894E-09 -1.52472E-12  6.63686E-13
  4.050E+01  1.19797E-01 -4.66486E-10  4.42617E-09 -1.55560E-12  6.57182E-13
  4.100E+01  1.22645E-01 -5.61260E-10  4.33359E-09 -1.58635E-12  6.50325E-13
  4.150E+01  1.25522E-01 -6.53068E-10  4.24122E-09 -1.61695E-12  6.43120E-13
  4.200E+01  1.28428E-01 -7.41943E-10  4.14908E-09 -1.64740E-12  6.35572E-13
  4.250E+01  1.31361E-01 -8.27920E-10  4.05719E-09 -1.67767E-12  6.27685E-13
  4.300E+01  1.34323E-01 -9.11033E-10  3.96560E-09 -1.70777E-12  6.19465E-13
  4.350E+01  1.37313E-01 -9.91318E-10  3.87431E-09 -1.73767E-12  6.10917E-13
  4.400E+01  1.40330E-01 -1.06881E-09  3.78335E-09 -1.76738E-12  6.02046E-13
  4.450E+01  1.43375E-01 -1.14356E-09  3.69275E-09 -1.79687E-12  5.92857E-13
  4.500E+01  1.46447E-01 -1.21558E-09  3.60252E-09 -1.82615E-12  5.83357E-13
  4.550E+01  1.49545E-01 -1.28494E-09  3.51269E-09 -1.85519E-12  5.73550E-13
  4.600E+01  1.52671E-01 -1.35166E-09  3.42328E-09 -1.88400E-12  5.63443E-13
  4.650E+01  1.55823E-01 -1.41578E-09  3.33431E-09 -1.91256E-12  5.53041E-13
  4.700E+01  1.59001E-01 -1.47735E-09  3.24580E-09 -1.94087E-12  5.42350E-13
  4.750E+01  1.62205E-01 -1.53640E-09  3.15777E-09 -1.96892E-12  5.31376E-13
  4.800E+01  1.65435E-01 -1.59298E-09  3.07023E-09 -1.99669E-12  5.20124E-13
  4.850E+01  1.68690E-01 -1.64713E-09  2.98322E-09 -2.02419E-12  5.08602E-13
  4.900E+01  1.71970E-01 -1.69888E-09  2.89673E-09 -2.05140E-12  4.96815E-13
  4.950E+01  1.75276E-01 -1.74829E-09  2.81080E-09 -2.07832E-12  4.84769E-13
  5.000E+01  1.78606E-01 -1.79539E-09  2.72544E-09 -2.10495E-12  4.72470E-13
  5.050E+01  1.81961E-01 -1.84022E-09  2.64066E-09 -2.13127E-12  4.59925E-13
  5.100E+01  1.85340E-01 -1.88282E-09  2.55648E-09 -2.15728E-12  4.47141E-13
  5.150E+01  1.88743E-01 -1.92324E-09  2.47291E-09 -2.18297E-12  4.34122E-13
  5.200E+01  1.92169E-01 -1.96152E-09  2.38997E-09 -2.20835E-12  4.20877E-13
  5.250E+01  1.95619E-01 -1.99769E-09  2.30767E-09 -2.23340E-12  4.07411E-13
  5.300E+01  1.99092E-01 -2.03180E-09  2.22603E-09 -2.25811E-12  3.93730E-13
  5.350E+01  2.02589E-01 -2.06390E-09  2.14505E-09 -2.28250E-12  3.79841E-13
  5.400E+01  2.06107E-01 -2.09401E-09  2.06476E-09 -2.30654E-12  3.65751E-13
  5.450E+01  2.09649E-01 -2.12218E-09  1.98515E-09 -2.33023E-12  3.51467E-13
  5.500E+01  2.13212E-01 -2.14844E-09  1.90625E-09 -2.35358E-12  3.36993E-13
  5.550E+01  2.16797E-01 -2.17285E-09  1.82807E-09 -2.37658E-12  3.22338E-13
  5.600E+01  2.20404E-01 -2.19544E-09  1.75060E-09 -2.39922E-12  3.07508E-13
  5.650E+01  2.24032E-01 -2.21624E-09  1.67387E-09 -2.42150E-12  2.92508E-13
  5.700E+01  2.27680E-01 -2.23529E-09  1.59788E-09 -2.44341E-12  2.77347E-13
  5.750E+01  2.31350E-01 -2.25264E-09  1.52264E-09 -2.46497E-12  2.62029E-13
  5.800E+01  2.35040E-01 -2.26832E-09  1.44817E-09 -2.48615E-12  2.46563E-13
  5.850E+01  2.38751E-01 -2.28237E-09  1.37445E-09 -2.50696E-12  2.30953E-13
  5.900E+01  2.42481E-01 -2.29482E-09  1.30152E-09 -2.52740E-12  2.15208E-13
  5.950E+01  2.46231E-01 -2.30572E-09  1.22936E-09 -2.54746E-12  1.99332E-13
  6.000E+01  2.50000E-01 -2.31509E-09  1.15799E-09 -2.56715E-12  1.83333E-13
  6.050E+01  2.53788E-01 -2.32298E-09  1.08741E-09 -2.58645E-12  1.67218E-13
  6.100E+01  2.57595E-01 -2.32941E-09  1.01763E-09 -2.60537E-12  1.50991E-13
  6.150E+01  2.61421E-01 -2.33443E-09  9.48659E-10 -2.62391E-12  1.34661E-13
  6.200E+01  2.65264E-01 -2.33806E-09  8.80493E-10 -2.64207E-12  1.18233E-13
  6.250E+01  2.69126E-01 -2.34035E-09  8.13140E-10 -2.65983E-12  1.01713E-13
  6.300E+01  2.73005E-01 -2.34132E-09  7.46604E-10 -2.67722E-12  8.51086E-14
  6.350E+01  2.76901E-01 -2.34101E-09  6.80888E-10 -2.69421E-12  6.84250E-14
  6.400E+01  2.80814E-01 -2.33945E-09  6.15995E-10 -2.71081E-12  5.16687E-14
  6.450E+01  2.84744E-01 -2.33667E-09  5.51928E-10 -2.72703E-12  3.48459E-14
  6.500E+01  2.88691E-01 -2.33271E-09  4.88690E-10 -2.74285E-12  1.79628E-14
  6.550E+01  2.92653E-01 -2.32759E-09  4.26282E-10 -2.75828E-12  1.02537E-15
  6.600E+01  2.96632E-01 -2.32135E-09  3.64706E-10 -2.77332E-12 -1.59602E-14
  6.650E+01  3.00625E-01 -2.31402E-09  3.03964E-10 -2.78797E-12 -3.29881E-14
  6.700E+01  3.04634E-01 -2.30562E-09  2.44057E-10 -2.80223E-12 -5.00521E-14
  6.750E+01  3.08658E-01 -2.29619E-09  1.84985E-10 -2.81610E-12 -6.71466E-14
  6.800E+01  3.12697E-01 -2.28575E-09  1.26749E-10 -2.82957E-12 -8.42655E-14
  6.850E+01  3.16749E-01 -2.27434E-09  6.93480E-11 -2.84265E-12 -1.01403E-13
  6.900E+01  3.20816E-01 -2.26197E-09  1.27830E-11 -2.85535E-12 -1.18554E-13
  6.950E+01  3.24896E-01 -2.24869E-09 -4.29471E-11 -2.86765E-12 -1.35712E-13
  7.000E+01  3.28990E-01 -2.23451E-09 -9.78428E-11 -2.87956E-12 -1.52871E-13
  7.050E+01  3.33097E-01 -2.21946E-09 -1.51905E-10 -2.89108E-12 -1.70026E-13
  7.100E+01  3.37216E-01 -2.20358E-09 -2.05136E-10 -2.90222E-12 -1.87173E-13
  7.150E+01  3.41348E-01 -2.18687E-09 -2.57537E-10 -2.91297E-12 -2.04304E-13
  7.200E+01  3.45492E-01 -2.16938E-09 -3.09109E-10 -2.92333E-12 -2.21414E-13
  7.250E+01  3.49647E-01 -2.15112E-09 -3.59855E-10 -2.93330E-12 -2.38499E-13
  7.300E+01  3.53814E-01 -2.13212E-09 -4.09777E-10 -2.94289E-12 -2.55554E-13
  7.350E+01  3.57992E-01 -2.11240E-09 -4.58878E-10 -2.95210E-12 -2.72572E-13
  7.400E+01  3.62181E-01 -2.09199E-09 -5.07160E-10 -2.96092E-12 -2.89548E-13
  7.450E+01  3.66381E-01 -2.07090E-09 -5.54627E-10 -2.96936E-12 -3.06479E-13
  7.500E+01  3.70590E-01 -2.04917E-09 -6.01282E-10 -2.97743E-12 -3.23358E-13
  7.550E+01  3.74810E-01 -2.02682E-09 -6.47128E-10 -2.98512E-12 -3.40180E-13
  7.600E+01  3.79039E-01 -2.00386E-09 -6.92168E-10 -2.99243E-12 -3.56942E-13
  7.650E+01  3.83277E-01 -1.98032E-09 -7.36408E-10 -2.99936E-12 -3.73637E-13
  7.700E+01  3.87524E-01 -1.95622E-09 -7.79851E-10 -3.00592E-12 -3.90262E-13
  7.750E+01  3.91780E-01 -1.93158E-09 -8.22500E-10 -3.01211E-12 -4.06811E-13
  7.800E+01  3.96044E-01 -1.90642E-09 -8.64361E-10 -3.01794E-12 -4.23281E-13
  7.850E+01  4.00316E-01 -1.88076E-09 -9.05438E-10 -3.02339E-12 -4.39665E-13
  7.900E+01  4.04596E-01 -1.85462E-09 -9.45735E-10 -3.02848E-12 -4.55961E-13
  7.950E+01  4.08882E-01 -1.82802E-09 -9.85259E-10 -3.03320E-12 -4.72163E-13
  8.000E+01  4.13176E-01 -1.80097E-09 -1.02401E-09 -3.03757E-12 -4.88268E-13
  8.050E+01  4.17476E-01 -1.77350E-09 -1.06200E-09 -3.04157E-12 -5.04270E-13
  8.100E+01  4.21783E-01 -1.74563E-09 -1.09923E-09 -3.04522E-12 -5.20167E-13
  8.150E+01  4.26095E-01 -1.71737E-09 -1.13571E-09 -3.04851E-12 -5.35953E-13
  8.200E+01  4.30413E-01 -1.68874E-09 -1.17144E-09 -3.05145E-12 -5.51625E-13
  8.250E+01  4.34737E-01 -1.65976E-09 -1.20643E-09 -3.05404E-12 -5.67178E-13
  8.300E+01  4.39065E-01 -1.63044E-09 -1.24068E-09 -3.05628E-12 -5.82610E-13
  8.350E+01  4.43398E-01 -1.60080E-09 -1.27420E-09 -3.05818E-12 -5.97915E-13
  8.400E+01  4.47736E-01 -1.57085E-09 -1.30700E-09 -3.05973E-12 -6.13091E-13
  8.450E+01  4.52077E-01 -1.54062E-09 -1.33908E-09 -3.06094E-12 -6.28134E-13
  8.500E+01  4.56422E-01 -1.51011E-09 -1.37044E-09 -3.06181E-12 -6.43039E-13
  8.550E+01  4.60770E-01 -1.47934E-09 -1.40110E-09 -3.06235E-12 -6.57804E-13
  8.600E+01  4.65122E-01 -1.44833E-09 -1.43107E-09 -3.06255E-12 -6.72425E-13
  8.650E+01  4.69476E-01 -1.41709E-09 -1.46034E-09 -3.06242E-12 -6.86898E-13
  8.700E+01  4.73832E-01 -1.38564E-09 -1.48892E-09 -3.06197E-12 -7.01221E-13
  8.750E+01  4.78190E-01 -1.35398E-09 -1.51683E-09 -3.06119E-12 -7.15390E-13
  8.800E+01  4.82550E-01 -1.32213E-09 -1.54406E-09 -3.06008E-12 -7.29402E-13
  8.850E+01  4.86912E-01 -1.29011E-09 -1.57063E-09 -3.05866E-12 -7.43254E-13
  8.900E+01  4.91274E-01 -1.25793E-09 -1.59653E-09 -3.05692E-12 -7.56942E-13
  8.950E+01  4.95637E-01 -1.22560E-09 -1.62179E-09 -3.05486E-12 -7.70465E-13
  9.000E+01  5.00000E-01 -1.19313E-09 -1.64640E-09 -3.05249E-12 -7.83818E-13
  9.050E+01  5.04363E-01 -1.16054E-09 -1.67038E-09 -3.04982E-12 -7.97000E-13
  9.100E+01  5.08726E-01 -1.12783E-09 -1.69372E-09 -3.04683E-12 -8.10006E-13
  9.150E+01  5.13088E-01 -1.09502E-09 -1.71644E-09 -3.04355E-12 -8.22836E-13
  9.200E+01  5.17450E-01 -1.06211E-09 -1.73854E-09 -3.03996E-12 -8.35486E-13
  9.250E+01  5.21810E-01 -1.02913E-09 -1.76004E-09 -3.03607E-12 -8.47953E-13
  9.300E+01  5.26168E-01 -9.96082E-10 -1.78093E-09 -3.03189E-12 -8.60235E-13
  9.350E+01  5.30524E-01 -9.62972E-10 -1.80123E-09 -3.02742E-12 -8.72330E-13
  9.400E+01  5.34878E-01 -9.29812E-10 -1.82094E-09 -3.02266E-12 -8.84236E-13
  9.450E+01  5.39230E-01 -8.96614E-10 -1.84007E-09 -3.01761E-12 -8.95949E-13
  9.500E+01  5.43578E-01 -8.63387E-10 -1.85863E-09 -3.01228E-12 -9.07469E-13
  9.550E+01  5.47923E-01 -8.30139E-10 -1.87662E-09 -3.00667E-12 -9.18792E-13
  9.600E+01  5.52264E-01 -7.96880E-10 -1.89406E-09 -3.00078E-12 -9.29917E-13
  9.650E+01  5.56602E-01 -7.63620E-10 -1.91094E-09 -2.99461E-12 -9.40842E-13
  9.700E+01  5.60935E-01 -7.30367E-10 -1.92729E-09 -2.98818E-12 -9.51565E-13
  9.750E+01  5.65263E-01 -6.97129E-10 -1.94309E-09 -2.98147E-12 -9.62083E-13
  9.800E+01  5.69587E-01 -6.63914E-10 -1.95837E-09 -2.97450E-12 -9.72396E-13
  9.850E+01  5.73905E-01 -6.30732E-10 -1.97313E-09 -2.96727E-12 -9.82501E-13
  9.900E+01  5.78217E-01 -5.97588E-10 -1.98738E-09 -2.95977E-12 -9.92397E-13
  9.950E+01  5.82524E-01 -5.64492E-10 -2.00112E-09 -2.95202E-12 -1.00208E-12
  1.000E+02  5.86824E-01 -5.31451E-10 -2.01436E-09 -2.94402E-12 -1.01155E-12
  1.005E+02  5.91118E-01 -4.98471E-10 -2.02711E-09 -2.93576E-12 -1.02081E-12
  1.010E+02  5.95404E-01 -4.65561E-10 -2.03938E-09 -2.92726E-12 -1.02986E-12
  1.015E+02  5.99684E-01 -4.32725E-10 -2.05118E-09 -2.91851E-12 -1.03868E-12
  1.020E+02  6.03956E-01 -3.99973E-10 -2.06250E-09 -2.90951E-12 -1.04729E-12
  1.025E+02  6.08220E-01 -3.67309E-10 -2.07336E-09 -2.90028E-12 -1.05568E-12
  1.030E+02  6.12476E-01 -3.34739E-10 -2.08377E-09 -2.89081E-12 -1.06385E-12
  1.035E+02  6.16723E-01 -3.02272E-10 -2.09374E-09 -2.88111E-12 -1.07180E-12
  1.040E+02  6.20961E-01 -2.69911E-10 -2.10326E-09 -2.87118E-12 -1.07952E-12
  1.045E+02  6.25190E-01 -2.37662E-10 -2.11235E-09 -2.86102E-12 -1.08702E-12
  1.050E+02  6.29410E-01 -2.05532E-10 -2.12102E-09 -2.85063E-12 -1.09430E-12
  1.055E+02  6.33619E-01 -1.73526E-10 -2.12927E-09 -2.84002E-12 -1.10135E-12
  1.060E+02  6.37819E-01 -1.41649E-10 -2.13711E-09 -2.82919E-12 -1.10818E-12
  1.065E+02  6.42008E-01 -1.09906E-10 -2.14455E-09 -2.81815E-12 -1.11478E-12
  1.070E+02  6.46186E-01 -7.83012E-11 -2.15159E-09 -2.80689E-12 -1.12115E-12
  1.075E+02  6.50353E-01 -4.68404E-11 -2.15825E-09 -2.79542E-12 -1.12729E-12
  1.080E+02  6.54508E-01 -1.55278E-11 -2.16452E-09 -2.78375E-12 -1.13320E-12
  1.085E+02  6.58652E-01  1.56321E-11 -2.17042E-09 -2.77186E-12 -1.13889E-12
  1.090E+02  6.62784E-01  4.66350E-11 -2.17595E-09 -2.75978E-12 -1.14434E-12
  1.095E+02  6.66903E-01  7.74768E-11 -2.18112E-09 -2.74749E-12 -1.14956E-12
  1.100E+02  6.71010E-01  1.08154E-10 -2.18594E-09 -2.73501E-12 -1.15455E-12
  1.105E+02  6.75104E-01  1.38661E-10 -2.19041E-09 -2.72234E-12 -1.15932E-12
  1.110E+02  6.79184E-01  1.68996E-10 -2.19454E-09 -2.70947E-12 -1.16384E-12
  1.115E+02  6.83251E-01  1.99155E-10 -2.19834E-09 -2.69642E-12 -1.16814E-12
  1.120E+02  6.87303E-01  2.29133E-10 -2.20182E-09 -2.68318E-12 -1.17221E-12
  1.125E+02  6.91342E-01  2.58929E-10 -2.20497E-09 -2.66975E-12 -1.17604E-12
  1.130E+02  6.95366E-01  2.88538E-10 -2.20781E-09 -2.65615E-12 -1.17964E-12
  1.135E+02  6.99375E-01  3.17958E-10 -2.21035E-09 -2.64236E-12 -1.18301E-12
  1.140E+02  7.03368E-01  3.47185E-10 -2.21259E-09 -2.62840E-12 -1.18615E-12
  1.145E+02  7.07347E-01  3.76216E-10 -2.21453E-09 -2.61427E-12 -1.18905E-12
  1.150E+02  7.11309E-01  4.05050E-10 -2.21619E-09 -2.59997E-12 -1.19172E-12
  1.155E+02  7.15256E-01  4.33683E-10 -2.21757E-09 -2.58550E-12 -1.19416E-12
  1.160E+02  7.19186E-01  4.62112E-10 -2.21868E-09 -2.57087E-12 -1.19637E-12
  1.165E+02  7.23099E-01  4.90336E-10 -2.21952E-09 -2.55607E-12 -1.19835E-12
  1.170E+02  7.26995E-01  5.18352E-10 -2.22010E-09 -2.54112E-12 -1.20009E-12
  1.175E+02  7.30874E-01  5.46157E-10 -2.22042E-09 -2.52600E-12 -1.20160E-12
  1.180E+02  7.34736E-01  5.73751E-10 -2.22050E-09 -2.51073E-12 -1.20289E-12
  1.185E+02  7.38579E-01  6.01129E-10 -2.22034E-09 -2.49531E-12 -1.20394E-12
  1.190E+02  7.42405E-01  6.28292E-10 -2.21994E-09 -2.47974E-12 -1.20476E-12
  1.195E+02  7.46212E-01  6.55236E-10 -2.21931E-09 -2.46402E-12 -1.20536E-12
  1.200E+02  7.50000E-01  6.81960E-10 -2.21846E-09 -2.44816E-12 -1.20572E-12
  1.205E+02  7.53769E-01  7.08463E-10 -2.21739E-09 -2.43215E-12 -1.20586E-12
  1.210E+02  7.57519E-01  7.34743E-10 -2.21611E-09 -2.41601E-12 -1.20577E-12
  1.215E+02  7.61249E-01  7.60797E-10 -2.21462E-09 -2.39972E-12 -1.20545E-12
  1.220E+02  7.64960E-01  7.86626E-10 -2.21293E-09 -2.38330E-12 -1.20490E-12
  1.225E+02  7.68650E-01  8.12228E-10 -2.21105E-09 -2.36674E-12 -1.20413E-12
  1.230E+02  7.72320E-01  8.37601E-10 -2.20898E-09 -2.35006E-12 -1.20313E-12
  1.235E+02  7.75968E-01  8.62744E-10 -2.20673E-09 -2.33324E-12 -1.20191E-12
  1.240E+02  7.79596E-01  8.87656E-10 -2.20430E-09 -2.31630E-12 -1.20047E-12
  1.245E+02  7.83203E-01  9.12337E-10 -2.20170E-09 -2.29923E-12 -1.19880E-12
  1.250E+02  7.86788E-01  9.36784E-10 -2.19893E-09 -2.28204E-12 -1.19692E-12
  1.255E+02  7.90351E-01  9.60998E-10 -2.19600E-09 -2.26473E-12 -1.19481E-12
  1.260E+02  7.93893E-01  9.84977E-10 -2.19292E-09 -2.24731E-12 -1.19248E-12
  1.265E+02  7.97411E-01  1.00872E-09 -2.18968E-09 -2.22976E-12 -1.18993E-12
  1.270E+02  8.00908E-01  1.03223E-09 -2.18630E-09 -2.21210E-12 -1.18717E-12
  1.275E+02  8.04381E-01  1.05550E-09 -2.18279E-09 -2.19433E-12 -1.18419E-12
  1.280E+02  8.07831E-01  1.07853E-09 -2.17913E-09 -2.17645E-12 -1.18099E-12
  1.285E+02  8.11257E-01  1.10133E-09 -2.17535E-09 -2.15847E-12 -1.17758E-12
  1.290E+02  8.14660E-01  1.12389E-09 -2.17144E-09 -2.14037E-12 -1.17395E-12
  1.295E+02  8.18039E-01  1.14621E-09 -2.16741E-09 -2.12218E-12 -1.17011E-12
  1.300E+02  8.21394E-01  1.16829E-09 -2.16327E-09 -2.10388E-12 -1.16607E-12
  1.305E+02  8.24724E-01  1.19013E-09 -2.15902E-09 -2.08548E-12 -1.16181E-12
  1.310E+02  8.28030E-01  1.21173E-09 -2.15466E-09 -2.06698E-12 -1.15734E-12
  1.315E+02  8.31310E-01  1.23309E-09 -2.15020E-09 -2.04839E-12 -1.15267E-12
  1.320E+02  8.34565E-01  1.25422E-09 -2.14565E-09 -2.02970E-12 -1.14779E-12
  1.325E+02  8.37795E-01  1.27510E-09 -2.14101E-09 -2.01092E-12 -1.14271E-12
  1.330E+02  8.40999E-01  1.29574E-09 -2.13628E-09 -1.99205E-12 -1.13742E-12
  1.335E+02  8.44177E-01  1.31614E-09 -2.13146E-09 -1.97309E-12 -1.13193E-12
  1.340E+02  8.47329E-01  1.33630E-09 -2.12657E-09 -1.95404E-12 -1.12625E-12
  1.345E+02  8.50455E-01  1.35623E-09 -2.12161E-09 -1.93491E-12 -1.12036E-12
  1.350E+02  8.53553E-01  1.37591E-09 -2.11658E-09 -1.91569E-12 -1.11428E-12
  1.355E+02  8.56625E-01  1.39535E-09 -2.11148E-09 -1.89639E-12 -1.10800E-12
  1.360E+02  8.59670E-01  1.41455E-09 -2.10632E-09 -1.87701E-12 -1.10152E-12
  1.365E+02  8.62687E-01  1.43352E-09 -2.10111E-09 -1.85755E-12 -1.09486E-12
  1.370E+02  8.65677E-01  1.45224E-09 -2.09584E-09 -1.83802E-12 -1.08800E-12
  1.375E+02  8.68639E-01  1.47072E-09 -2.09052E-09 -1.81841E-12 -1.08095E-12
  1.380E+02  8.71572E-01  1.48897E-09 -2.08517E-09 -1.79872E-12 -1.07372E-12
  1.385E+02  8.74478E-01  1.50698E-09 -2.07977E-09 -1.77897E-12 -1.06630E-12
  1.390E+02  8.77355E-01  1.52475E-09 -2.07433E-09 -1.75914E-12 -1.05869E-12
  1.395E+02  8.80203E-01  1.54228E-09 -2.06886E-09 -1.73924E-12 -1.05090E-12
  1.400E+02  8.83022E-01  1.55957E-09 -2.06337E-09 -1.71928E-12 -1.04294E-12
  1.405E+02  8.85812E-01  1.57663E-09 -2.05784E-09 -1.69924E-12 -1.03479E-12
  1.410E+02  8.88573E-01  1.59345E-09 -2.05230E-09 -1.67915E-12 -1.02646E-12
  1.415E+02  8.91304E-01  1.61003E-09 -2.04674E-09 -1.65899E-12 -1.01796E-12
  1.420E+02  8.94005E-01  1.62638E-09 -2.04117E-09 -1.63877E-12 -1.00929E-12
  1.425E+02  8.96677E-01  1.64250E-09 -2.03558E-09 -1.61848E-12 -1.00044E-12
  1.430E+02  8.99318E-01  1.65837E-09 -2.02999E-09 -1.59814E-12 -9.91421E-13
  1.435E+02  9.01928E-01  1.67402E-09 -2.02439E-09 -1.57774E-12 -9.82235E-13
  1.440E+02  9.04508E-01  1.68943E-09 -2.01879E-09 -1.55728E-12 -9.72883E-13
  1.445E+02  9.07058E-01  1.70461E-09 -2.01320E-09 -1.53677E-12 -9.63366E-13
  1.450E+02  9.09576E-01  1.71955E-09 -2.00761E-09 -1.51621E-12 -9.53686E-13
  1.455E+02  9.12063E-01  1.73427E-09 -2.00203E-09 -1.49559E-12 -9.43845E-13
  1.460E+02  9.14519E-01  1.74875E-09 -1.99646E-09 -1.47492E-12 -9.33846E-13
  1.465E+02  9.16943E-01  1.76300E-09 -1.99090E-09 -1.45420E-12 -9.23690E-13
  1.470E+02  9.19335E-01  1.77702E-09 -1.98537E-09 -1.43343E-12 -9.13378E-13
  1.475E+02  9.21696E-01  1.79082E-09 -1.97986E-09 -1.41261E-12 -9.02914E-13
