

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.74000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      2.94828169E-02      0.00000000E+00
       1     -1.46580029E+00     -1.46380078E+00
       2      7.63033327E-01      7.63411029E-01
       3      3.44484798E-01      3.44605165E-01
       4      1.60710762E-01      1.60758707E-01
       5      7.75039171E-02      7.75251608E-02
       6      3.83377550E-02      3.83477346E-02
       7      1.93257474E-02      1.93306061E-02
       8      9.88291314E-03      9.88533587E-03
       9      5.11097742E-03      5.11220636E-03
      10      2.66690072E-03      2.66753223E-03
      11      1.40169422E-03      1.40202204E-03
      12      7.41085292E-04      7.41256865E-04
      13      3.93725679E-04      3.93816073E-04
      14      2.10019479E-04      2.10067364E-04
      15      1.12399237E-04      1.12424717E-04
      16      6.03194072E-05      6.03330164E-05
      17      3.24441755E-05      3.24514665E-05
      18      1.74837482E-05      1.74876643E-05
      19      9.43652869E-06      9.43863656E-06
      20      5.09983454E-06      5.10097110E-06
      21      2.75913040E-06      2.75974413E-06
      22      1.49411257E-06      1.49444439E-06
      23      8.09702603E-07      8.09882177E-07
      24      4.39082445E-07      4.39179717E-07
      25      2.38232585E-07      2.38285311E-07
      26      1.29316615E-07      1.29345216E-07
      27      7.02223878E-08      7.02379095E-08
      28      3.81451731E-08      3.81536023E-08
      29      2.07264116E-08      2.07309858E-08
      30      1.12645024E-08      1.12669837E-08
      31      6.12336470E-09      6.12471660E-09
      32      3.32920326E-09      3.32994199E-09
      33      1.81032443E-09      1.81072274E-09
      34      9.84492738E-10      9.84712473E-10
      35      5.35464547E-10      5.35581042E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.28291E-16  0.000E+00  1.168E-08  9.586E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.28291E-16  3.685E-10  1.168E-08  9.586E-09  1.829E-21  3.603E-18  1.00E-07
  1.250E-04 2.28291E-16  4.606E-10  1.168E-08  9.586E-09  2.286E-21  4.503E-18  1.00E-07
  1.500E-04 2.28291E-16  5.527E-10  1.168E-08  9.586E-09  2.743E-21  5.404E-18  1.00E-07
  1.750E-04 2.28291E-16  6.448E-10  1.168E-08  9.586E-09  3.200E-21  6.305E-18  1.00E-07
  2.000E-04 2.28291E-16  7.369E-10  1.168E-08  9.586E-09  3.657E-21  7.205E-18  1.00E-07
  2.250E-04 2.28291E-16  8.290E-10  1.168E-08  9.586E-09  4.114E-21  8.106E-18  1.00E-07
  2.500E-04 2.28291E-16  9.211E-10  1.168E-08  9.586E-09  4.571E-21  9.007E-18  1.00E-07
  2.750E-04 2.28291E-16  1.013E-09  1.168E-08  9.586E-09  5.028E-21  9.907E-18  1.00E-07
  3.000E-04 2.28291E-16  1.105E-09  1.168E-08  9.586E-09  5.486E-21  1.081E-17  1.00E-07
  3.250E-04 2.28291E-16  1.197E-09  1.168E-08  9.586E-09  5.943E-21  1.171E-17  1.00E-07
  3.500E-04 2.28291E-16  1.290E-09  1.168E-08  9.586E-09  6.400E-21  1.261E-17  1.00E-07
  3.750E-04 2.28291E-16  1.382E-09  1.168E-08  9.586E-09  6.857E-21  1.351E-17  1.00E-07
  4.000E-04 2.28291E-16  1.474E-09  1.168E-08  9.586E-09  7.314E-21  1.441E-17  1.00E-07
  4.250E-04 2.28291E-16  1.566E-09  1.168E-08  9.586E-09  7.771E-21  1.531E-17  1.00E-07
  4.500E-04 2.28291E-16  1.658E-09  1.168E-08  9.586E-09  8.228E-21  1.621E-17  1.00E-07
  4.750E-04 2.28291E-16  1.750E-09  1.168E-08  9.586E-09  8.686E-21  1.711E-17  1.00E-07
