

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.76000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      2.16729559E-02      0.00000000E+00
       1     -1.46897152E+00     -1.46697036E+00
       2      7.64573700E-01      7.64953866E-01
       3      3.46769850E-01      3.46891712E-01
       4      1.62419292E-01      1.62468044E-01
       5      7.86070177E-02      7.86286962E-02
       6      3.90145341E-02      3.90247517E-02
       7      1.97314232E-02      1.97364137E-02
       8      1.01230024E-02      1.01254988E-02
       9      5.25194680E-03      5.25321707E-03
      10      2.74922693E-03      2.74988173E-03
      11      1.44958409E-03      1.44992508E-03
      12      7.68858045E-04      7.69037070E-04
      13      4.09791212E-04      4.09885830E-04
      14      2.19292389E-04      2.19342670E-04
      15      1.17740853E-04      1.17767694E-04
      16      6.33907278E-05      6.34051095E-05
      17      3.42070251E-05      3.42147548E-05
      18      1.84938733E-05      1.84980385E-05
      19      1.00144012E-05      1.00166504E-05
      20      5.42990803E-06      5.43112472E-06
      21      2.94738046E-06      2.94803961E-06
      22      1.60132114E-06      1.60167868E-06
      23      8.70672818E-07      8.70866954E-07
      24      4.73710170E-07      4.73815675E-07
      25      2.57873998E-07      2.57931379E-07
      26      1.40443859E-07      1.40475081E-07
      27      7.65187714E-08      7.65357706E-08
      28      4.17040145E-08      4.17132762E-08
      29      2.27357897E-08      2.27408327E-08
      30      1.23978534E-08      1.24006030E-08
      31      6.76199203E-09      6.76348693E-09
      32      3.68874461E-09      3.68955658E-09
      33      2.01254686E-09      2.01299540E-09
      34      1.09814005E-09      1.09838211E-09
      35      5.99268823E-10      5.99402060E-10
      36      3.27068841E-10      3.27145159E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.28762E-16  0.000E+00  1.171E-08  9.571E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.28762E-16  3.698E-10  1.171E-08  9.571E-09  7.317E-20  3.671E-18  1.00E-07
  1.250E-04 2.28762E-16  4.622E-10  1.171E-08  9.571E-09  9.146E-20  4.589E-18  1.00E-07
  1.500E-04 2.28762E-16  5.547E-10  1.171E-08  9.571E-09  1.098E-19  5.507E-18  1.00E-07
  1.750E-04 2.28762E-16  6.471E-10  1.171E-08  9.571E-09  1.280E-19  6.425E-18  1.00E-07
  2.000E-04 2.28762E-16  7.396E-10  1.171E-08  9.571E-09  1.463E-19  7.343E-18  1.00E-07
  2.250E-04 2.28762E-16  8.320E-10  1.171E-08  9.571E-09  1.646E-19  8.261E-18  1.00E-07
  2.500E-04 2.28762E-16  9.245E-10  1.171E-08  9.571E-09  1.829E-19  9.179E-18  1.00E-07
  2.750E-04 2.28762E-16  1.017E-09  1.171E-08  9.571E-09  2.012E-19  1.010E-17  1.00E-07
  3.000E-04 2.28762E-16  1.109E-09  1.171E-08  9.571E-09  2.195E-19  1.101E-17  1.00E-07
  3.250E-04 2.28762E-16  1.202E-09  1.171E-08  9.571E-09  2.378E-19  1.193E-17  1.00E-07
  3.500E-04 2.28762E-16  1.294E-09  1.171E-08  9.571E-09  2.561E-19  1.285E-17  1.00E-07
  3.750E-04 2.28762E-16  1.387E-09  1.171E-08  9.571E-09  2.744E-19  1.377E-17  1.00E-07
  4.000E-04 2.28762E-16  1.479E-09  1.171E-08  9.571E-09  2.927E-19  1.469E-17  1.00E-07
  4.250E-04 2.28762E-16  1.572E-09  1.171E-08  9.571E-09  3.110E-19  1.560E-17  1.00E-07
  4.500E-04 2.28762E-16  1.664E-09  1.171E-08  9.571E-09  3.293E-19  1.652E-17  1.00E-07
  4.750E-04 2.28762E-16  1.756E-09  1.171E-08  9.571E-09  3.476E-19  1.744E-17  1.00E-07
  5.000E-04 2.28762E-16  1.849E-09  1.171E-08  9.571E-09  3.659E-19  1.836E-17  1.00E-07
  5.250E-04 2.28762E-16  1.941E-09  1.171E-08  9.571E-09  3.841E-19  1.928E-17  1.00E-07
  5.500E-04 2.28762E-16  2.034E-09  1.171E-08  9.571E-09  4.024E-19  2.019E-17  1.00E-07
  5.750E-04 2.28762E-16  2.126E-09  1.171E-08  9.571E-09  4.207E-19  2.111E-17  1.00E-07
  6.000E-04 2.28762E-16  2.219E-09  1.171E-08  9.571E-09  4.390E-19  2.203E-17  1.00E-07
  6.250E-04 2.28762E-16  2.311E-09  1.171E-08  9.571E-09  4.573E-19  2.295E-17  1.00E-07
  6.500E-04 2.28762E-16  2.404E-09  1.171E-08  9.571E-09  4.756E-19  2.386E-17  1.00E-07
  6.750E-04 2.28762E-16  2.496E-09  1.171E-08  9.571E-09  4.939E-19  2.478E-17  1.00E-07
  7.000E-04 2.28762E-16  2.589E-09  1.171E-08  9.571E-09  5.122E-19  2.570E-17  1.00E-07
  7.250E-04 2.28762E-16  2.681E-09  1.171E-08  9.571E-09  5.305E-19  2.662E-17  1.00E-07
  7.500E-04 2.28762E-16  2.773E-09  1.171E-08  9.571E-09  5.488E-19  2.754E-17  1.00E-07
