

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.58000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      4.78493232E-01      0.00000000E+00
       1      2.51300529E-01      2.51398832E-01
       2      1.49252566E-01      1.49295631E-01
       3      9.23770140E-02      9.24008110E-02
       4      5.82719605E-02      5.82861742E-02
       5      3.71333009E-02      3.71420949E-02
       6      2.38014735E-02      2.38070154E-02
       7      1.53091382E-02      1.53126674E-02
       8      9.86716113E-03      9.86942250E-03
       9      6.36716780E-03      6.36862217E-03
      10      4.11118792E-03      4.11212534E-03
      11      2.65518457E-03      2.65578955E-03
      12      1.71483674E-03      1.71522744E-03
      13      1.10734304E-03      1.10759541E-03
      14      7.14871492E-04      7.15034520E-04
      15      4.61351360E-04      4.61456654E-04
      16      2.97629917E-04      2.97697904E-04
      17      1.91934458E-04      1.91978342E-04
      18      1.23724812E-04      1.23753128E-04
      19      7.97237295E-05      7.97419927E-05
      20      5.13507992E-05      5.13625738E-05
      21      3.30627539E-05      3.30703421E-05
      22      2.12797969E-05      2.12846853E-05
      23      1.36910765E-05      1.36942243E-05
      24      8.80551464E-06      8.80754087E-06
      25      5.66140750E-06      5.66271129E-06
      26      3.63874930E-06      3.63958794E-06
      27      2.33799382E-06      2.33853307E-06
      28      1.50176982E-06      1.50211645E-06
      29      9.64355912E-07      9.64578647E-07
      30      6.19084974E-07      6.19228056E-07
      31      3.97325805E-07      3.97417693E-07
      32      2.54936222E-07      2.54995217E-07
      33      1.63534317E-07      1.63572184E-07
      34      1.04877651E-07      1.04901950E-07
      35      6.72445747E-08      6.72601654E-08
      36      4.31058396E-08      4.31158372E-08
      37      2.76263270E-08      2.76327377E-08
      38      1.77019140E-08      1.77060213E-08
      39      1.13404661E-08      1.13431008E-08
      40      7.26375851E-09      7.26544618E-09
      41      4.65168345E-09      4.65276763E-09
      42      2.97833444E-09      2.97902810E-09
      43      1.90664980E-09      1.90709058E-09
      44      1.22036827E-09      1.22065453E-09
      45      7.80999328E-10      7.81180000E-10
      46      4.99703432E-10      4.99822019E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.12095E-17  0.000E+00  5.534E-09  7.623E-10  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.12095E-17 -1.083E-11  5.534E-09  7.623E-10  2.527E-18  3.176E-19  1.00E-07
  1.250E-04 3.12095E-17 -1.354E-11  5.534E-09  7.623E-10  3.159E-18  3.970E-19  1.00E-07
  1.500E-04 3.12095E-17 -1.625E-11  5.534E-09  7.623E-10  3.791E-18  4.764E-19  1.00E-07
  1.750E-04 3.12095E-17 -1.896E-11  5.534E-09  7.623E-10  4.423E-18  5.558E-19  1.00E-07
  2.000E-04 3.12095E-17 -2.166E-11  5.534E-09  7.623E-10  5.055E-18  6.352E-19  1.00E-07
  2.250E-04 3.12095E-17 -2.437E-11  5.534E-09  7.623E-10  5.687E-18  7.146E-19  1.00E-07
  2.500E-04 3.12095E-17 -2.708E-11  5.534E-09  7.623E-10  6.319E-18  7.940E-19  1.00E-07
  2.750E-04 3.12095E-17 -2.979E-11  5.534E-09  7.623E-10  6.950E-18  8.734E-19  1.00E-07
  3.000E-04 3.12095E-17 -3.250E-11  5.534E-09  7.623E-10  7.582E-18  9.528E-19  1.00E-07
  3.250E-04 3.12095E-17 -3.521E-11  5.534E-09  7.623E-10  8.214E-18  1.032E-18  1.00E-07
  3.500E-04 3.12095E-17 -3.791E-11  5.534E-09  7.623E-10  8.846E-18  1.112E-18  1.00E-07
  3.750E-04 3.12095E-17 -4.062E-11  5.534E-09  7.623E-10  9.478E-18  1.191E-18  1.00E-07
  4.000E-04 3.12095E-17 -4.333E-11  5.534E-09  7.623E-10  1.011E-17  1.270E-18  1.00E-07
  4.250E-04 3.12095E-17 -4.604E-11  5.534E-09  7.623E-10  1.074E-17  1.350E-18  1.00E-07
  4.500E-04 3.12095E-17 -4.875E-11  5.534E-09  7.623E-10  1.137E-17  1.429E-18  1.00E-07
  4.750E-04 3.12095E-17 -5.145E-11  5.534E-09  7.623E-10  1.201E-17  1.509E-18  1.00E-07
  5.000E-04 3.12095E-17 -5.416E-11  5.534E-09  7.623E-10  1.264E-17  1.588E-18  1.00E-07
  5.250E-04 3.12095E-17 -5.687E-11  5.534E-09  7.623E-10  1.327E-17  1.667E-18  1.00E-07
