

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.88000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -3.12784439E-01      0.00000000E+00
       1      1.53663736E+00      1.53873581E+00
       2      8.10329259E-01      8.10822777E-01
       3      4.36749407E-01      4.36945102E-01
       4      2.39321019E-01      2.39414211E-01
       5      1.33494050E-01      1.33542042E-01
       6      7.57053375E-02      7.57311799E-02
       7      4.35401649E-02      4.35544952E-02
       8      2.53337962E-02      2.53419100E-02
       9      1.48828861E-02      1.48875521E-02
      10      8.81372296E-03      8.81643891E-03
      11      5.25493034E-03      5.25652664E-03
      12      3.15112501E-03      3.15207075E-03
      13      1.89884807E-03      1.89941215E-03
      14      1.14904181E-03      1.14938016E-03
      15      6.97822454E-04      6.98026383E-04
      16      4.25107015E-04      4.25230439E-04
      17      2.59661909E-04      2.59736874E-04
      18      1.58969555E-04      1.59015228E-04
      19      9.75163078E-05      9.75442073E-05
      20      5.99210547E-05      5.99381361E-05
      21      3.68738645E-05      3.68843431E-05
      22      2.27199518E-05      2.27263907E-05
      23      1.40142756E-05      1.40182380E-05
      24      8.65254820E-06      8.65498967E-06
      25      5.34653384E-06      5.34803981E-06
      26      3.30604047E-06      3.30697027E-06
      27      2.04555383E-06      2.04612836E-06
      28      1.26632647E-06      1.26668173E-06
      29      7.84300427E-07      7.84520233E-07
      30      4.85954250E-07      4.86090321E-07
      31      3.01205112E-07      3.01289389E-07
      32      1.86751463E-07      1.86803684E-07
      33      1.15820036E-07      1.15852399E-07
      34      7.18467987E-08      7.18668653E-08
      35      4.45781920E-08      4.45906416E-08
      36      2.76641941E-08      2.76719183E-08
      37      1.71705240E-08      1.71753128E-08
      38      1.06589107E-08      1.06618831E-08
      39      6.61756118E-09      6.61940438E-09
      40      4.10891897E-09      4.11006434E-09
      41      2.55151014E-09      2.55222322E-09
      42      1.58457653E-09      1.58501288E-09
      43      9.84148136E-10      9.84418097E-10
      44      6.11223842E-10      6.11399630E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.51828E-16  0.000E+00  1.310E-08  8.960E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.51828E-16  3.938E-10  1.310E-08  8.960E-09  4.088E-18  6.582E-18  1.00E-07
  1.250E-04 2.51828E-16  4.922E-10  1.310E-08  8.960E-09  5.110E-18  8.228E-18  1.00E-07
  1.500E-04 2.51828E-16  5.906E-10  1.310E-08  8.960E-09  6.132E-18  9.873E-18  1.00E-07
  1.750E-04 2.51828E-16  6.891E-10  1.310E-08  8.960E-09  7.154E-18  1.152E-17  1.00E-07
  2.000E-04 2.51828E-16  7.875E-10  1.310E-08  8.960E-09  8.177E-18  1.316E-17  1.00E-07
  2.250E-04 2.51828E-16  8.860E-10  1.310E-08  8.960E-09  9.199E-18  1.481E-17  1.00E-07
  2.500E-04 2.51828E-16  9.844E-10  1.310E-08  8.960E-09  1.022E-17  1.646E-17  1.00E-07
  2.750E-04 2.51828E-16  1.083E-09  1.310E-08  8.960E-09  1.124E-17  1.810E-17  1.00E-07
  3.000E-04 2.51828E-16  1.181E-09  1.310E-08  8.960E-09  1.226E-17  1.975E-17  1.00E-07
  3.250E-04 2.51828E-16  1.280E-09  1.310E-08  8.960E-09  1.329E-17  2.139E-17  1.00E-07
  3.500E-04 2.51828E-16  1.378E-09  1.310E-08  8.960E-09  1.431E-17  2.304E-17  1.00E-07
  3.750E-04 2.51828E-16  1.477E-09  1.310E-08  8.960E-09  1.533E-17  2.468E-17  1.00E-07
  4.000E-04 2.51828E-16  1.575E-09  1.310E-08  8.960E-09  1.635E-17  2.633E-17  1.00E-07
  4.250E-04 2.51828E-16  1.673E-09  1.310E-08  8.960E-09  1.738E-17  2.797E-17  1.00E-07
  4.500E-04 2.51828E-16  1.772E-09  1.310E-08  8.960E-09  1.840E-17  2.962E-17  1.00E-07
  4.750E-04 2.51828E-16  1.870E-09  1.310E-08  8.960E-09  1.942E-17  3.127E-17  1.00E-07
  5.000E-04 2.51828E-16  1.969E-09  1.310E-08  8.960E-09  2.044E-17  3.291E-17  1.00E-07
  5.250E-04 2.51828E-16  2.067E-09  1.310E-08  8.960E-09  2.146E-17  3.456E-17  1.00E-07
  5.500E-04 2.51828E-16  2.166E-09  1.310E-08  8.960E-09  2.249E-17  3.620E-17  1.00E-07
