 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 9.60000E+01 eV = 3.52794E+00 a.u.
 #
 #  ***  WARNING: Energy is too low.
 #                The reliability of the results is questionable.
 #
 # Element:  O,  Z =   8,  atomic weight = 1.59994E+01 g/mol
 #
 # Nuclear model: point charge
 #
 # Number of electrons =  8
 #
 # Electron density: Read from file z_008.den   
 #                   Number of data points =  681
 #                   Volume integral = 8.00000E+00
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 2.60298E-16 cm**2 = 9.29540E+00 a0**2
 # 1st transport cross section = 1.65027E-16 cm**2 = 5.89323E+00 a0**2
 # 2nd transport cross section = 1.36037E-16 cm**2 = 4.85796E+00 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  0.000E+00  0.00000E+00  2.06175E-16  7.36265E+00  0.00000E+00  1.0E-07
  1.000E-04  7.61557E-13  2.06175E-16  7.36265E+00  2.38208E-10  1.0E-07
  1.250E-04  1.18994E-12  2.06175E-16  7.36265E+00  2.97760E-10  1.0E-07
  1.500E-04  1.71346E-12  2.06175E-16  7.36265E+00  3.57312E-10  1.0E-07
  1.750E-04  2.33225E-12  2.06175E-16  7.36265E+00  4.16864E-10  1.0E-07
  2.000E-04  3.04617E-12  2.06175E-16  7.36265E+00  4.76415E-10  1.0E-07
  2.250E-04  3.85530E-12  2.06175E-16  7.36265E+00  5.35967E-10  1.0E-07
  2.500E-04  4.75964E-12  2.06175E-16  7.36265E+00  5.95519E-10  1.0E-07
  2.750E-04  5.75917E-12  2.06175E-16  7.36265E+00  6.55071E-10  1.0E-07
  3.000E-04  6.85391E-12  2.06175E-16  7.36265E+00  7.14623E-10  1.0E-07
  3.250E-04  8.04379E-12  2.06175E-16  7.36265E+00  7.74175E-10  1.0E-07
  3.500E-04  9.32893E-12  2.06175E-16  7.36265E+00  8.33727E-10  1.0E-07
  3.750E-04  1.07092E-11  2.06175E-16  7.36265E+00  8.93279E-10  1.0E-07
  4.000E-04  1.21847E-11  2.06175E-16  7.36265E+00  9.52831E-10  1.0E-07
  4.250E-04  1.37554E-11  2.06175E-16  7.36265E+00  1.01238E-09  1.0E-07
  4.500E-04  1.54213E-11  2.06175E-16  7.36265E+00  1.07193E-09  1.0E-07
  4.750E-04  1.71823E-11  2.06175E-16  7.36265E+00  1.13149E-09  1.0E-07
  5.000E-04  1.90386E-11  2.06175E-16  7.36265E+00  1.19104E-09  1.0E-07
  5.250E-04  2.09900E-11  2.06175E-16  7.36265E+00  1.25059E-09  1.0E-07
  5.500E-04  2.30367E-11  2.06175E-16  7.36265E+00  1.31014E-09  1.0E-07
  5.750E-04  2.51785E-11  2.06175E-16  7.36265E+00  1.36969E-09  1.0E-07
  6.000E-04  2.74156E-11  2.06175E-16  7.36265E+00  1.42925E-09  1.0E-07
  6.250E-04  2.97478E-11  2.06175E-16  7.36265E+00  1.48880E-09  1.0E-07
  6.500E-04  3.21752E-11  2.06175E-16  7.36265E+00  1.54835E-09  1.0E-07
  6.750E-04  3.46979E-11  2.06175E-16  7.36265E+00  1.60790E-09  1.0E-07
  7.000E-04  3.73157E-11  2.06175E-16  7.36265E+00  1.66745E-09  1.0E-07
  7.250E-04  4.00286E-11  2.06175E-16  7.36265E+00  1.72701E-09  1.0E-07
  7.500E-04  4.28368E-11  2.06175E-16  7.36265E+00  1.78656E-09  1.0E-07
  7.750E-04  4.57402E-11  2.06175E-16  7.36265E+00  1.84611E-09  1.0E-07
  8.000E-04  4.87388E-11  2.06175E-16  7.36265E+00  1.90566E-09  1.0E-07
  8.250E-04  5.18325E-11  2.06175E-16  7.36265E+00  1.96521E-09  1.0E-07
  8.500E-04  5.50215E-11  2.06175E-16  7.36265E+00  2.02477E-09  1.0E-07
  8.750E-04  5.83057E-11  2.06175E-16  7.36265E+00  2.08432E-09  1.0E-07
  9.000E-04  6.16850E-11  2.06175E-16  7.36265E+00  2.14387E-09  1.0E-07
  9.250E-04  6.51595E-11  2.06175E-16  7.36265E+00  2.20342E-09  1.0E-07
  9.500E-04  6.87293E-11  2.06175E-16  7.36265E+00  2.26297E-09  1.0E-07
  9.750E-04  7.23943E-11  2.06175E-16  7.36265E+00  2.32253E-09  1.0E-07
  1.000E-03  7.61544E-11  2.06175E-16  7.36265E+00  2.38208E-09  1.0E-07
  1.250E-03  1.18991E-10  2.06175E-16  7.36265E+00  2.97760E-09  1.0E-07
  1.500E-03  1.71347E-10  2.06175E-16  7.36265E+00  3.57312E-09  1.0E-07
  1.750E-03  2.33223E-10  2.06175E-16  7.36265E+00  4.16864E-09  1.0E-07
  2.000E-03  3.04617E-10  2.06175E-16  7.36265E+00  4.76415E-09  1.0E-07
  2.250E-03  3.85531E-10  2.06175E-16  7.36265E+00  5.35967E-09  1.0E-07
  2.500E-03  4.75965E-10  2.06175E-16  7.36265E+00  5.95519E-09  1.0E-07
  2.750E-03  5.75917E-10  2.06175E-16  7.36265E+00  6.55071E-09  1.0E-07
  3.000E-03  6.85389E-10  2.06175E-16  7.36265E+00  7.14623E-09  1.0E-07
  3.250E-03  8.04380E-10  2.06175E-16  7.36265E+00  7.74175E-09  1.0E-07
  3.500E-03  9.32891E-10  2.06175E-16  7.36265E+00  8.33727E-09  1.0E-07
  3.750E-03  1.07092E-09  2.06175E-16  7.36265E+00  8.93279E-09  1.0E-07
  4.000E-03  1.21847E-09  2.06175E-16  7.36265E+00  9.52831E-09  1.0E-07
  4.250E-03  1.37554E-09  2.06175E-16  7.36265E+00  1.01238E-08  1.0E-07
  4.500E-03  1.54213E-09  2.06175E-16  7.36265E+00  1.07193E-08  1.0E-07
  4.750E-03  1.71823E-09  2.06175E-16  7.36265E+00  1.13149E-08  1.0E-07
  5.000E-03  1.90386E-09  2.06175E-16  7.36265E+00  1.19104E-08  1.0E-07
  5.250E-03  2.09900E-09  2.06175E-16  7.36265E+00  1.25059E-08  1.0E-07
  5.500E-03  2.30367E-09  2.06175E-16  7.36265E+00  1.31014E-08  1.0E-07
  5.750E-03  2.51785E-09  2.06175E-16  7.36265E+00  1.36969E-08  1.0E-07
  6.000E-03  2.74156E-09  2.06175E-16  7.36265E+00  1.42925E-08  1.0E-07
  6.250E-03  2.97478E-09  2.06175E-16  7.36265E+00  1.48880E-08  1.0E-07
  6.500E-03  3.21752E-09  2.06175E-16  7.36265E+00  1.54835E-08  1.0E-07
  6.750E-03  3.46978E-09  2.06175E-16  7.36265E+00  1.60790E-08  1.0E-07
  7.000E-03  3.73156E-09  2.06175E-16  7.36265E+00  1.66745E-08  1.0E-07
  7.250E-03  4.00286E-09  2.06175E-16  7.36265E+00  1.72701E-08  1.0E-07
  7.500E-03  4.28368E-09  2.06175E-16  7.36265E+00  1.78656E-08  1.0E-07
  7.750E-03  4.57402E-09  2.06175E-16  7.36265E+00  1.84611E-08  1.0E-07
  8.000E-03  4.87388E-09  2.06175E-16  7.36265E+00  1.90566E-08  1.0E-07
  8.250E-03  5.18326E-09  2.06175E-16  7.36265E+00  1.96521E-08  1.0E-07
  8.500E-03  5.50215E-09  2.06175E-16  7.36265E+00  2.02477E-08  1.0E-07
  8.750E-03  5.83057E-09  2.06175E-16  7.36265E+00  2.08432E-08  1.0E-07
  9.000E-03  6.16850E-09  2.06175E-16  7.36265E+00  2.14387E-08  1.0E-07
  9.250E-03  6.51596E-09  2.06175E-16  7.36265E+00  2.20342E-08  1.0E-07
  9.500E-03  6.87293E-09  2.06175E-16  7.36265E+00  2.26297E-08  1.0E-07
  9.750E-03  7.23942E-09  2.06175E-16  7.36265E+00  2.32253E-08  1.0E-07
  1.000E-02  7.61544E-09  2.06175E-16  7.36265E+00  2.38208E-08  1.0E-07
  1.250E-02  1.18991E-08  2.06175E-16  7.36265E+00  2.97760E-08  1.0E-07
  1.500E-02  1.71347E-08  2.06175E-16  7.36265E+00  3.57312E-08  1.0E-07
  1.750E-02  2.33223E-08  2.06175E-16  7.36265E+00  4.16864E-08  1.0E-07
  2.000E-02  3.04617E-08  2.06175E-16  7.36265E+00  4.76416E-08  1.0E-07
  2.250E-02  3.85531E-08  2.06175E-16  7.36265E+00  5.35968E-08  1.0E-07
  2.500E-02  4.75965E-08  2.06175E-16  7.36265E+00  5.95520E-08  1.0E-07
  2.750E-02  5.75917E-08  2.06175E-16  7.36264E+00  6.55072E-08  1.0E-07
  3.000E-02  6.85389E-08  2.06175E-16  7.36264E+00  7.14624E-08  1.0E-07
  3.250E-02  8.04380E-08  2.06175E-16  7.36264E+00  7.74177E-08  1.0E-07
  3.500E-02  9.32891E-08  2.06175E-16  7.36264E+00  8.33729E-08  1.0E-07
  3.750E-02  1.07092E-07  2.06175E-16  7.36264E+00  8.93281E-08  1.0E-07
  4.000E-02  1.21847E-07  2.06175E-16  7.36264E+00  9.52834E-08  1.0E-07
  4.250E-02  1.37554E-07  2.06175E-16  7.36263E+00  1.01239E-07  1.0E-07
  4.500E-02  1.54213E-07  2.06175E-16  7.36263E+00  1.07194E-07  1.0E-07
  4.750E-02  1.71823E-07  2.06175E-16  7.36263E+00  1.13149E-07  1.0E-07
  5.000E-02  1.90386E-07  2.06175E-16  7.36263E+00  1.19104E-07  1.0E-07
  5.250E-02  2.09900E-07  2.06174E-16  7.36262E+00  1.25060E-07  1.0E-07
  5.500E-02  2.30367E-07  2.06174E-16  7.36262E+00  1.31015E-07  1.0E-07
  5.750E-02  2.51785E-07  2.06174E-16  7.36262E+00  1.36970E-07  1.0E-07
  6.000E-02  2.74156E-07  2.06174E-16  7.36261E+00  1.42926E-07  1.0E-07
  6.250E-02  2.97478E-07  2.06174E-16  7.36261E+00  1.48881E-07  1.0E-07
  6.500E-02  3.21752E-07  2.06174E-16  7.36261E+00  1.54836E-07  1.0E-07
  6.750E-02  3.46978E-07  2.06174E-16  7.36260E+00  1.60792E-07  1.0E-07
  7.000E-02  3.73156E-07  2.06174E-16  7.36260E+00  1.66747E-07  1.0E-07
  7.250E-02  4.00286E-07  2.06174E-16  7.36260E+00  1.72702E-07  1.0E-07
  7.500E-02  4.28368E-07  2.06174E-16  7.36259E+00  1.78658E-07  1.0E-07
  7.750E-02  4.57402E-07  2.06173E-16  7.36259E+00  1.84613E-07  1.0E-07
  8.000E-02  4.87388E-07  2.06173E-16  7.36258E+00  1.90568E-07  1.0E-07
  8.250E-02  5.18325E-07  2.06173E-16  7.36258E+00  1.96524E-07  1.0E-07
  8.500E-02  5.50215E-07  2.06173E-16  7.36258E+00  2.02479E-07  1.0E-07
  8.750E-02  5.83057E-07  2.06173E-16  7.36257E+00  2.08435E-07  1.0E-07
  9.000E-02  6.16850E-07  2.06173E-16  7.36257E+00  2.14390E-07  1.0E-07
  9.250E-02  6.51596E-07  2.06173E-16  7.36256E+00  2.20346E-07  1.0E-07
  9.500E-02  6.87293E-07  2.06173E-16  7.36256E+00  2.26301E-07  1.0E-07
  9.750E-02  7.23942E-07  2.06172E-16  7.36255E+00  2.32257E-07  1.0E-07
  1.000E-01  7.61543E-07  2.06172E-16  7.36255E+00  2.38212E-07  1.0E-07
  1.250E-01  1.18991E-06  2.06171E-16  7.36249E+00  2.97768E-07  1.0E-07
  1.500E-01  1.71347E-06  2.06169E-16  7.36241E+00  3.57326E-07  1.0E-07
  1.750E-01  2.33223E-06  2.06166E-16  7.36233E+00  4.16887E-07  1.0E-07
  2.000E-01  3.04617E-06  2.06163E-16  7.36223E+00  4.76450E-07  1.0E-07
  2.250E-01  3.85531E-06  2.06160E-16  7.36211E+00  5.36016E-07  1.0E-07
  2.500E-01  4.75964E-06  2.06157E-16  7.36199E+00  5.95587E-07  1.0E-07
  2.750E-01  5.75916E-06  2.06153E-16  7.36185E+00  6.55161E-07  1.0E-07
  3.000E-01  6.85388E-06  2.06148E-16  7.36169E+00  7.14739E-07  1.0E-07
  3.250E-01  8.04378E-06  2.06144E-16  7.36153E+00  7.74323E-07  1.0E-07
  3.500E-01  9.32888E-06  2.06139E-16  7.36135E+00  8.33912E-07  1.0E-07
  3.750E-01  1.07092E-05  2.06133E-16  7.36116E+00  8.93506E-07  1.0E-07
  4.000E-01  1.21846E-05  2.06128E-16  7.36095E+00  9.53107E-07  1.0E-07
  4.250E-01  1.37553E-05  2.06121E-16  7.36073E+00  1.01271E-06  1.0E-07
  4.500E-01  1.54212E-05  2.06115E-16  7.36050E+00  1.07233E-06  1.0E-07
  4.750E-01  1.71822E-05  2.06108E-16  7.36025E+00  1.13195E-06  1.0E-07
  5.000E-01  1.90385E-05  2.06101E-16  7.35999E+00  1.19158E-06  1.0E-07
  5.250E-01  2.09899E-05  2.06093E-16  7.35972E+00  1.25121E-06  1.0E-07
  5.500E-01  2.30365E-05  2.06085E-16  7.35943E+00  1.31086E-06  1.0E-07
  5.750E-01  2.51783E-05  2.06077E-16  7.35913E+00  1.37051E-06  1.0E-07
  6.000E-01  2.74153E-05  2.06068E-16  7.35882E+00  1.43018E-06  1.0E-07
  6.250E-01  2.97475E-05  2.06059E-16  7.35850E+00  1.48985E-06  1.0E-07
  6.500E-01  3.21749E-05  2.06049E-16  7.35816E+00  1.54953E-06  1.0E-07
  6.750E-01  3.46974E-05  2.06040E-16  7.35780E+00  1.60923E-06  1.0E-07
  7.000E-01  3.73152E-05  2.06029E-16  7.35744E+00  1.66893E-06  1.0E-07
  7.250E-01  4.00281E-05  2.06019E-16  7.35706E+00  1.72865E-06  1.0E-07
  7.500E-01  4.28362E-05  2.06008E-16  7.35667E+00  1.78838E-06  1.0E-07
  7.750E-01  4.57395E-05  2.05996E-16  7.35626E+00  1.84811E-06  1.0E-07
  8.000E-01  4.87380E-05  2.05985E-16  7.35584E+00  1.90787E-06  1.0E-07
  8.250E-01  5.18317E-05  2.05973E-16  7.35541E+00  1.96763E-06  1.0E-07
  8.500E-01  5.50205E-05  2.05960E-16  7.35497E+00  2.02741E-06  1.0E-07
  8.750E-01  5.83045E-05  2.05947E-16  7.35451E+00  2.08720E-06  1.0E-07
  9.000E-01  6.16838E-05  2.05934E-16  7.35404E+00  2.14701E-06  1.0E-07
  9.250E-01  6.51582E-05  2.05920E-16  7.35355E+00  2.20683E-06  1.0E-07
  9.500E-01  6.87277E-05  2.05906E-16  7.35305E+00  2.26667E-06  1.0E-07
  9.750E-01  7.23925E-05  2.05892E-16  7.35254E+00  2.32652E-06  1.0E-07
  1.000E+00  7.61524E-05  2.05877E-16  7.35202E+00  2.38639E-06  1.0E-07
  1.100E+00  9.21439E-05  2.05815E-16  7.34979E+00  2.62602E-06  1.0E-07
  1.200E+00  1.09658E-04  2.05747E-16  7.34734E+00  2.86594E-06  1.0E-07
  1.300E+00  1.28695E-04  2.05672E-16  7.34469E+00  3.10617E-06  1.0E-07
  1.400E+00  1.49255E-04  2.05592E-16  7.34183E+00  3.34674E-06  1.0E-07
  1.500E+00  1.71338E-04  2.05506E-16  7.33875E+00  3.58767E-06  1.0E-07
  1.600E+00  1.94942E-04  2.05414E-16  7.33547E+00  3.82898E-06  1.0E-07
  1.700E+00  2.20070E-04  2.05316E-16  7.33197E+00  4.07072E-06  1.0E-07
  1.800E+00  2.46720E-04  2.05212E-16  7.32827E+00  4.31289E-06  1.0E-07
  1.900E+00  2.74892E-04  2.05103E-16  7.32435E+00  4.55553E-06  1.0E-07
  2.000E+00  3.04586E-04  2.04987E-16  7.32023E+00  4.79867E-06  1.0E-07
  2.100E+00  3.35803E-04  2.04866E-16  7.31590E+00  5.04233E-06  1.0E-07
  2.200E+00  3.68542E-04  2.04739E-16  7.31136E+00  5.28653E-06  1.0E-07
  2.300E+00  4.02802E-04  2.04606E-16  7.30662E+00  5.53130E-06  1.0E-07
  2.400E+00  4.38585E-04  2.04467E-16  7.30166E+00  5.77668E-06  1.0E-07
  2.500E+00  4.75889E-04  2.04323E-16  7.29650E+00  6.02268E-06  1.0E-07
  2.600E+00  5.14715E-04  2.04173E-16  7.29114E+00  6.26933E-06  1.0E-07
  2.700E+00  5.55063E-04  2.04017E-16  7.28557E+00  6.51666E-06  1.0E-07
  2.800E+00  5.96931E-04  2.03855E-16  7.27980E+00  6.76470E-06  1.0E-07
  2.900E+00  6.40321E-04  2.03688E-16  7.27382E+00  7.01347E-06  1.0E-07
  3.000E+00  6.85233E-04  2.03515E-16  7.26764E+00  7.26300E-06  1.0E-07
  3.100E+00  7.31665E-04  2.03336E-16  7.26126E+00  7.51331E-06  1.0E-07
  3.200E+00  7.79618E-04  2.03151E-16  7.25467E+00  7.76444E-06  1.0E-07
  3.300E+00  8.29092E-04  2.02961E-16  7.24788E+00  8.01641E-06  1.0E-07
  3.400E+00  8.80086E-04  2.02766E-16  7.24090E+00  8.26925E-06  1.0E-07
  3.500E+00  9.32601E-04  2.02565E-16  7.23371E+00  8.52298E-06  1.0E-07
  3.600E+00  9.86636E-04  2.02358E-16  7.22633E+00  8.77763E-06  1.0E-07
  3.700E+00  1.04219E-03  2.02145E-16  7.21874E+00  9.03323E-06  1.0E-07
  3.800E+00  1.09927E-03  2.01928E-16  7.21096E+00  9.28981E-06  1.0E-07
  3.900E+00  1.15786E-03  2.01704E-16  7.20299E+00  9.54739E-06  1.0E-07
  4.000E+00  1.21797E-03  2.01475E-16  7.19481E+00  9.80601E-06  1.0E-07
  4.100E+00  1.27961E-03  2.01241E-16  7.18645E+00  1.00657E-05  1.0E-07
  4.200E+00  1.34276E-03  2.01001E-16  7.17789E+00  1.03264E-05  1.0E-07
  4.300E+00  1.40743E-03  2.00756E-16  7.16913E+00  1.05883E-05  1.0E-07
  4.400E+00  1.47362E-03  2.00506E-16  7.16019E+00  1.08513E-05  1.0E-07
  4.500E+00  1.54133E-03  2.00250E-16  7.15105E+00  1.11155E-05  1.0E-07
  4.600E+00  1.61056E-03  1.99989E-16  7.14173E+00  1.13809E-05  1.0E-07
  4.700E+00  1.68131E-03  1.99722E-16  7.13221E+00  1.16475E-05  1.0E-07
