

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.94000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -5.25357519E-01      0.00000000E+00
       1      1.38208405E+00      1.38320914E+00
       2      7.55311862E-01      7.55580751E-01
       3      4.33409253E-01      4.33524309E-01
       4      2.51842000E-01      2.51901441E-01
       5      1.47470847E-01      1.47503585E-01
       6      8.70352979E-02      8.70538937E-02
       7      5.17548120E-02      5.17655810E-02
       8      3.09843409E-02      3.09906630E-02
       9      1.86601534E-02      1.86639030E-02
      10      1.12967829E-02      1.12990246E-02
      11      6.87064383E-03      6.87199284E-03
      12      4.19588419E-03      4.19670046E-03
      13      2.57185409E-03      2.57235036E-03
      14      1.58162363E-03      1.58192662E-03
      15      9.75547622E-04      9.75733292E-04
      16      6.03323136E-04      6.03437295E-04
      17      3.74012415E-04      3.74082815E-04
      18      2.32350859E-04      2.32394391E-04
      19      1.44617579E-04      1.44644562E-04
      20      9.01614711E-05      9.01782322E-05
      21      5.62932755E-05      5.63037068E-05
      22      3.51923236E-05      3.51988265E-05
      23      2.20253583E-05      2.20294182E-05
      24      1.37980106E-05      1.38005486E-05
      25      8.65107307E-06      8.65266143E-06
      26      5.42789398E-06      5.42888901E-06
      27      3.40764439E-06      3.40826824E-06
      28      2.14041372E-06      2.14080514E-06
      29      1.34501044E-06      1.34525618E-06
      30      8.45485813E-07      8.45640168E-07
      31      5.31632996E-07      5.31729988E-07
      32      3.34363088E-07      3.34424056E-07
      33      2.10331583E-07      2.10369916E-07
      34      1.32328031E-07      1.32352145E-07
      35      8.32616106E-08      8.32767832E-08
      36      5.23926140E-08      5.24021589E-08
      37      3.29696912E-08      3.29756959E-08
      38      2.07476512E-08      2.07514265E-08
      39      1.30564653E-08      1.30588419E-08
      40      8.21630300E-09      8.21779640E-09
      41      5.17028857E-09      5.17123184E-09
      42      3.25333150E-09      3.25392010E-09
      43      2.04701893E-09      2.04738805E-09
      44      1.28794357E-09      1.28818215E-09
      45      8.10264638E-10      8.10408338E-10
      46      5.09657111E-10      5.09751283E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.24905E-16  0.000E+00  1.757E-08  1.078E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.24905E-16  2.236E-10  1.757E-08  1.078E-08  4.756E-18  5.622E-18  1.00E-07
  1.250E-04 4.24905E-16  2.795E-10  1.757E-08  1.078E-08  5.945E-18  7.028E-18  1.00E-07
  1.500E-04 4.24905E-16  3.354E-10  1.757E-08  1.078E-08  7.134E-18  8.433E-18  1.00E-07
  1.750E-04 4.24905E-16  3.913E-10  1.757E-08  1.078E-08  8.322E-18  9.839E-18  1.00E-07
  2.000E-04 4.24905E-16  4.472E-10  1.757E-08  1.078E-08  9.511E-18  1.124E-17  1.00E-07
  2.250E-04 4.24905E-16  5.031E-10  1.757E-08  1.078E-08  1.070E-17  1.265E-17  1.00E-07
  2.500E-04 4.24905E-16  5.590E-10  1.757E-08  1.078E-08  1.189E-17  1.406E-17  1.00E-07
  2.750E-04 4.24905E-16  6.149E-10  1.757E-08  1.078E-08  1.308E-17  1.546E-17  1.00E-07
  3.000E-04 4.24905E-16  6.708E-10  1.757E-08  1.078E-08  1.427E-17  1.687E-17  1.00E-07
  3.250E-04 4.24905E-16  7.267E-10  1.757E-08  1.078E-08  1.546E-17  1.827E-17  1.00E-07
  3.500E-04 4.24905E-16  7.826E-10  1.757E-08  1.078E-08  1.664E-17  1.968E-17  1.00E-07
  3.750E-04 4.24905E-16  8.385E-10  1.757E-08  1.078E-08  1.783E-17  2.108E-17  1.00E-07
  4.000E-04 4.24905E-16  8.944E-10  1.757E-08  1.078E-08  1.902E-17  2.249E-17  1.00E-07
  4.250E-04 4.24905E-16  9.503E-10  1.757E-08  1.078E-08  2.021E-17  2.389E-17  1.00E-07
  4.500E-04 4.24905E-16  1.006E-09  1.757E-08  1.078E-08  2.140E-17  2.530E-17  1.00E-07
  4.750E-04 4.24905E-16  1.062E-09  1.757E-08  1.078E-08  2.259E-17  2.670E-17  1.00E-07
  5.000E-04 4.24905E-16  1.118E-09  1.757E-08  1.078E-08  2.378E-17  2.811E-17  1.00E-07
  5.250E-04 4.24905E-16  1.174E-09  1.757E-08  1.078E-08  2.497E-17  2.952E-17  1.00E-07
  5.500E-04 4.24905E-16  1.230E-09  1.757E-08  1.078E-08  2.616E-17  3.092E-17  1.00E-07
  5.750E-04 4.24905E-16  1.286E-09  1.757E-08  1.078E-08  2.735E-17  3.233E-17  1.00E-07
