

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.96000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      4.59157816E-01      0.00000000E+00
       1      2.46808972E-01      2.46913940E-01
       2      1.50300632E-01      1.50347610E-01
       3      9.54755657E-02      9.55021141E-02
       4      6.18498010E-02      6.18660422E-02
       5      4.04924733E-02      4.05027762E-02
       6      2.66739621E-02      2.66806247E-02
       7      1.76370157E-02      1.76413721E-02
       8      1.16885220E-02      1.16913895E-02
       9      7.75705745E-03      7.75895270E-03
      10      5.15206428E-03      5.15332010E-03
      11      3.42327959E-03      3.42411300E-03
      12      2.27491962E-03      2.27547321E-03
      13      1.51173358E-03      1.51210146E-03
      14      1.00442649E-03      1.00467101E-03
      15      6.67206599E-04      6.67369118E-04
      16      4.43077231E-04      4.43185235E-04
      17      2.94145056E-04      2.94216814E-04
      18      1.95208482E-04      1.95256144E-04
      19      1.29505123E-04      1.29536771E-04
      20      8.58865856E-05      8.59075927E-05
      21      5.69396551E-05      5.69535943E-05
      22      3.77361651E-05      3.77454110E-05
      23      2.50009989E-05      2.50071296E-05
      24      1.65583645E-05      1.65624282E-05
      25      1.09633218E-05      1.09660146E-05
      26      7.25664516E-06      7.25842886E-06
      27      4.80178870E-06      4.80296987E-06
      28      3.17649418E-06      3.17727610E-06
      29      2.10075444E-06      2.10127191E-06
      30      1.38895768E-06      1.38930005E-06
      31      9.18107128E-07      9.18333576E-07
      32      6.06725554E-07      6.06875294E-07
      33      4.00857242E-07      4.00956232E-07
      34      2.64782530E-07      2.64847957E-07
      35      1.74861611E-07      1.74904843E-07
      36      1.15453971E-07      1.15482526E-07
      37      7.62141483E-08      7.62330092E-08
      38      5.03010608E-08      5.03135149E-08
      39      3.31922867E-08      3.32005101E-08
      40      2.18987404E-08      2.19041702E-08
      41      1.44452347E-08      1.44488161E-08
      42      9.52695512E-09      9.52932059E-09
      43      6.28220782E-09      6.28376341E-09
      44      4.14194394E-09      4.14297216E-09
      45      2.73039801E-09      2.73107111E-09
      46      1.79957519E-09      1.80002169E-09
      47      1.18591218E-09      1.18620718E-09
      48      7.81431127E-10      7.81624354E-10
      49      5.14838688E-10      5.14968437E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.08093E-17  0.000E+00  5.506E-09  7.058E-10  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.08093E-17 -1.038E-11  5.506E-09  7.058E-10  2.872E-18  3.391E-19  1.00E-07
  1.250E-04 3.08093E-17 -1.298E-11  5.506E-09  7.058E-10  3.589E-18  4.238E-19  1.00E-07
  1.500E-04 3.08093E-17 -1.558E-11  5.506E-09  7.058E-10  4.307E-18  5.086E-19  1.00E-07
  1.750E-04 3.08093E-17 -1.817E-11  5.506E-09  7.058E-10  5.025E-18  5.933E-19  1.00E-07
  2.000E-04 3.08093E-17 -2.077E-11  5.506E-09  7.058E-10  5.743E-18  6.781E-19  1.00E-07
  2.250E-04 3.08093E-17 -2.337E-11  5.506E-09  7.058E-10  6.461E-18  7.629E-19  1.00E-07
  2.500E-04 3.08093E-17 -2.596E-11  5.506E-09  7.058E-10  7.179E-18  8.476E-19  1.00E-07
  2.750E-04 3.08093E-17 -2.856E-11  5.506E-09  7.058E-10  7.897E-18  9.324E-19  1.00E-07
  3.000E-04 3.08093E-17 -3.115E-11  5.506E-09  7.058E-10  8.615E-18  1.017E-18  1.00E-07
  3.250E-04 3.08093E-17 -3.375E-11  5.506E-09  7.058E-10  9.332E-18  1.102E-18  1.00E-07
  3.500E-04 3.08093E-17 -3.635E-11  5.506E-09  7.058E-10  1.005E-17  1.187E-18  1.00E-07
  3.750E-04 3.08093E-17 -3.894E-11  5.506E-09  7.058E-10  1.077E-17  1.271E-18  1.00E-07
  4.000E-04 3.08093E-17 -4.154E-11  5.506E-09  7.058E-10  1.149E-17  1.356E-18  1.00E-07
  4.250E-04 3.08093E-17 -4.414E-11  5.506E-09  7.058E-10  1.220E-17  1.441E-18  1.00E-07
  4.500E-04 3.08093E-17 -4.673E-11  5.506E-09  7.058E-10  1.292E-17  1.526E-18  1.00E-07
  4.750E-04 3.08093E-17 -4.933E-11  5.506E-09  7.058E-10  1.364E-17  1.610E-18  1.00E-07
  5.000E-04 3.08093E-17 -5.192E-11  5.506E-09  7.058E-10  1.436E-17  1.695E-18  1.00E-07
  5.250E-04 3.08093E-17 -5.452E-11  5.506E-09  7.058E-10  1.508E-17  1.780E-18  1.00E-07
  5.500E-04 3.08093E-17 -5.712E-11  5.506E-09  7.058E-10  1.579E-17  1.865E-18  1.00E-07
